	RR	Timestamp	SensorContact	errorEstimate	blockerBit	
3853	745	1,62538E+12	-1	-1	-1	0
3854	733	1,62538E+12	-1	-1	-1	993
3855	718	1,62538E+12	-1	-1	-1	991
3856	708	1,62538E+12	-1	-1	-1	989
3857	706	1,62538E+12	-1	-1	-1	0
3858	721	1,62538E+12	-1	-1	-1	990
3859	721	1,62538E+12	-1	-1	-1	991
3860	718	1,62538E+12	-1	-1	-1	0
3861	718	1,62538E+12	-1	-1	-1	990
3862	711	1,62538E+12	-1	-1	-1	990
3863	711	1,62538E+12	-1	-1	-1	989
3864	717	1,62538E+12	-1	-1	-1	0
3865	727	1,62538E+12	-1	-1	-1	991
3866	751	1,62538E+12	-1	-1	-1	989
3867	749	1,62538E+12	-1	-1	-1	990
3868	759	1,62538E+12	-1	-1	-1	0
3869	735	1,62538E+12	-1	-1	-1	990
3870	722	1,62538E+12	-1	-1	-1	990
3871	674	1,62538E+12	-1	-1	-1	0
3872	668	1,62538E+12	-1	-1	-1	990
3873	680	1,62538E+12	-1	-1	-1	990
3874	686	1,62538E+12	-1	-1	-1	0
3875	697	1,62538E+12	-1	-1	-1	989
3876	698	1,62538E+12	-1	-1	-1	991
3877	709	1,62538E+12	-1	-1	-1	1982
3878	663	1,62538E+12	-1	-1	-1	0
3879	683	1,62538E+12	-1	-1	-1	59
3880	677	1,62538E+12	-1	-1	-1	930
3881	676	1,62538E+12	-1	-1	-1	0
3882	679	1,62538E+12	-1	-1	-1	990
3883	678	1,62538E+12	-1	-1	-1	989
3884	667	1,62538E+12	-1	-1	-1	0
3885	666	1,62538E+12	-1	-1	-1	990
3886	668	1,62538E+12	-1	-1	-1	990
3887	676	1,62538E+12	-1	-1	-1	0
3888	675	1,62538E+12	-1	-1	-1	991
3889	678	1,62538E+12	-1	-1	-1	990
3890	673	1,62538E+12	-1	-1	-1	0
3891	678	1,62538E+12	-1	-1	-1	989
3892	678	1,62538E+12	-1	-1	-1	990
3893	691	1,62538E+12	-1	-1	-1	0
3894	699	1,62538E+12	-1	-1	-1	991
3895	683	1,62538E+12	-1	-1	-1	989
3896	692	1,62538E+12	-1	-1	-1	0
3897	698	1,62538E+12	-1	-1	-1	987
3898	679	1,62538E+12	-1	-1	-1	992
3899	330	1,62538E+12	-1	-1	-1	0
3900	348	1,62538E+12	-1	-1	-1	991
3901	694	1,62538E+12	-1	-1	-1	0
3902	702	1,62538E+12	-1	-1	-1	990
3903	715	1,62538E+12	-1	-1	-1	990
3904	721	1,62538E+12	-1	-1	-1	0
3905	721	1,62538E+12	-1	-1	-1	990
3906	726	1,62538E+12	-1	-1	-1	988
3907	716	1,62538E+12	-1	-1	-1	992
3908	730	1,62538E+12	-1	-1	-1	0
3909	721	1,62538E+12	-1	-1	-1	991
3910	708	1,62538E+12	-1	-1	-1	989
3911	715	1,62538E+12	-1	-1	-1	0
3912	718	1,62538E+12	-1	-1	-1	989
3913	710	1,62538E+12	-1	-1	-1	991
3914	700	1,62538E+12	-1	-1	-1	991
3915	708	1,62538E+12	-1	-1	-1	0
3916	694	1,62538E+12	-1	-1	-1	990
3917	701	1,62538E+12	-1	-1	-1	990
3918	687	1,62538E+12	-1	-1	-1	0
3919	683	1,62538E+12	-1	-1	-1	989
3920	704	1,62538E+12	-1	-1	-1	990
3921	721	1,62538E+12	-1	-1	-1	0
3922	751	1,62538E+12	-1	-1	-1	990
3923	720	1,62538E+12	-1	-1	-1	990
3924	714	1,62538E+12	-1	-1	-1	990
3925	727	1,62538E+12	-1	-1	-1	0
3926	736	1,62538E+12	-1	-1	-1	991
3927	740	1,62538E+12	-1	-1	-1	989
3928	735	1,62538E+12	-1	-1	-1	991
3929	708	1,62538E+12	-1	-1	-1	0
3930	702	1,62538E+12	-1	-1	-1	989
3931	701	1,62538E+12	-1	-1	-1	992
3932	716	1,62538E+12	-1	-1	-1	0
3933	729	1,62538E+12	-1	-1	-1	989
3934	730	1,62538E+12	-1	-1	-1	989
3935	730	1,62538E+12	-1	-1	-1	990
3936	721	1,62538E+12	-1	-1	-1	0
3937	714	1,62538E+12	-1	-1	-1	988
3938	699	1,62538E+12	-1	-1	-1	992
3939	692	1,62538E+12	-1	-1	-1	0
3940	697	1,62538E+12	-1	-1	-1	990
3941	718	1,62538E+12	-1	-1	-1	990
3942	744	1,62538E+12	-1	-1	-1	988
3943	758	1,62538E+12	-1	-1	-1	0
3944	754	1,62538E+12	-1	-1	-1	992
3945	778	1,62538E+12	-1	-1	-1	988
3946	784	1,62538E+12	-1	-1	-1	992
3947	778	1,62538E+12	-1	-1	-1	0
3948	780	1,62538E+12	-1	-1	-1	986
3949	751	1,62538E+12	-1	-1	-1	991
3950	765	1,62538E+12	-1	-1	-1	993
3951	754	1,62538E+12	-1	-1	-1	0
3952	722	1,62538E+12	-1	-1	-1	990
3953	718	1,62538E+12	-1	-1	-1	987
3954	734	1,62538E+12	-1	-1	-1	991
3955	727	1,62538E+12	-1	-1	-1	0
3956	749	1,62538E+12	-1	-1	-1	989
3957	762	1,62538E+12	-1	-1	-1	990
3958	743	1,62538E+12	-1	-1	-1	990
3959	723	1,62538E+12	-1	-1	-1	0
3960	728	1,62538E+12	-1	-1	-1	990
3961	723	1,62538E+12	-1	-1	-1	990
3962	751	1,62538E+12	-1	-1	-1	991
3963	777	1,62538E+12	-1	-1	-1	0
3964	775	1,62538E+12	-1	-1	-1	990
3965	759	1,62538E+12	-1	-1	-1	989
3966	733	1,62538E+12	-1	-1	-1	990
3967	726	1,62538E+12	-1	-1	-1	0
3968	698	1,62538E+12	-1	-1	-1	990
3969	696	1,62538E+12	-1	-1	-1	992
3970	696	1,62538E+12	-1	-1	-1	0
3971	708	1,62538E+12	-1	-1	-1	997
3972	741	1,62538E+12	-1	-1	-1	984
3973	802	1,62538E+12	-1	-1	-1	990
3974	779	1,62538E+12	-1	-1	-1	0
3975	796	1,62538E+12	-1	-1	-1	990
3976	769	1,62538E+12	-1	-1	-1	990
3977	752	1,62538E+12	-1	-1	-1	991
3978	731	1,62538E+12	-1	-1	-1	987
3979	711	1,62538E+12	-1	-1	-1	0
3980	716	1,62538E+12	-1	-1	-1	992
3981	728	1,62538E+12	-1	-1	-1	987
3982	753	1,62538E+12	-1	-1	-1	0
3983	763	1,62538E+12	-1	-1	-1	993
3984	760	1,62538E+12	-1	-1	-1	990
3985	742	1,62538E+12	-1	-1	-1	990
3986	723	1,62538E+12	-1	-1	-1	0
3987	755	1,62538E+12	-1	-1	-1	1980
3988	733	1,62538E+12	-1	-1	-1	990
3989	778	1,62538E+12	-1	-1	-1	991
3990	753	1,62538E+12	-1	-1	-1	0
3991	735	1,62538E+12	-1	-1	-1	989
3992	740	1,62538E+12	-1	-1	-1	990
3993	743	1,62538E+12	-1	-1	-1	990
3994	750	1,62538E+12	-1	-1	-1	0
3995	750	1,62538E+12	-1	-1	-1	990
3996	735	1,62538E+12	-1	-1	-1	990
3997	728	1,62538E+12	-1	-1	-1	992
3998	739	1,62538E+12	-1	-1	-1	0
3999	717	1,62538E+12	-1	-1	-1	989
4000	690	1,62538E+12	-1	-1	-1	989
4001	686	1,62538E+12	-1	-1	-1	0
4002	701	1,62538E+12	-1	-1	-1	988
4003	729	1,62538E+12	-1	-1	-1	991
4004	770	1,62538E+12	-1	-1	-1	991
4005	849	1,62538E+12	-1	-1	-1	990
4006	796	1,62538E+12	-1	-1	-1	0
4007	791	1,62538E+12	-1	-1	-1	990
4008	769	1,62538E+12	-1	-1	-1	990
4009	731	1,62538E+12	-1	-1	-1	990
4010	726	1,62538E+12	-1	-1	-1	0
4011	715	1,62538E+12	-1	-1	-1	991
4012	724	1,62538E+12	-1	-1	-1	989
4013	710	1,62538E+12	-1	-1	-1	990
4014	735	1,62538E+12	-1	-1	-1	0
4015	749	1,62538E+12	-1	-1	-1	990
4016	778	1,62538E+12	-1	-1	-1	990
4017	787	1,62538E+12	-1	-1	-1	990
4018	755	1,62538E+12	-1	-1	-1	0
4019	765	1,62538E+12	-1	-1	-1	991
4020	775	1,62538E+12	-1	-1	-1	989
4021	740	1,62538E+12	-1	-1	-1	990
4022	736	1,62538E+12	-1	-1	-1	0
4023	748	1,62538E+12	-1	-1	-1	990
4024	726	1,62538E+12	-1	-1	-1	990
4025	715	1,62538E+12	-1	-1	-1	990
4026	718	1,62538E+12	-1	-1	-1	0
4027	701	1,62538E+12	-1	-1	-1	991
4028	716	1,62538E+12	-1	-1	-1	989
4029	724	1,62538E+12	-1	-1	-1	0
4030	714	1,62538E+12	-1	-1	-1	1978
4031	721	1,62538E+12	-1	-1	-1	44
4032	720	1,62538E+12	-1	-1	-1	948
4033	716	1,62538E+12	-1	-1	-1	0
4034	690	1,62538E+12	-1	-1	-1	990
4035	694	1,62538E+12	-1	-1	-1	991
4036	683	1,62538E+12	-1	-1	-1	0
4037	692	1,62538E+12	-1	-1	-1	989
4038	693	1,62538E+12	-1	-1	-1	991
4039	693	1,62538E+12	-1	-1	-1	0
4040	701	1,62538E+12	-1	-1	-1	989
4041	705	1,62538E+12	-1	-1	-1	990
4042	707	1,62538E+12	-1	-1	-1	990
4043	706	1,62538E+12	-1	-1	-1	0
4044	709	1,62538E+12	-1	-1	-1	990
4045	701	1,62538E+12	-1	-1	-1	990
4046	715	1,62538E+12	-1	-1	-1	0
4047	718	1,62538E+12	-1	-1	-1	987
4048	729	1,62538E+12	-1	-1	-1	993
4049	748	1,62538E+12	-1	-1	-1	989
4050	708	1,62538E+12	-1	-1	-1	0
4051	713	1,62538E+12	-1	-1	-1	991
4052	704	1,62538E+12	-1	-1	-1	991
4053	697	1,62538E+12	-1	-1	-1	0
4054	681	1,62538E+12	-1	-1	-1	989
4055	693	1,62538E+12	-1	-1	-1	991
4056	677	1,62538E+12	-1	-1	-1	0
4057	668	1,62538E+12	-1	-1	-1	989
4058	676	1,62538E+12	-1	-1	-1	991
4059	670	1,62538E+12	-1	-1	-1	0
4060	655	1,62538E+12	-1	-1	-1	989
4061	653	1,62538E+12	-1	-1	-1	988
4062	628	1,62538E+12	-1	-1	-1	0
4063	634	1,62538E+12	-1	-1	-1	1979
4064	627	1,62538E+12	-1	-1	-1	37
4065	638	1,62538E+12	-1	-1	-1	0
4066	645	1,62538E+12	-1	-1	-1	956
4067	653	1,62538E+12	-1	-1	-1	990
4068	656	1,62538E+12	-1	-1	-1	0
4069	671	1,62538E+12	-1	-1	-1	989
4070	703	1,62538E+12	-1	-1	-1	991
4071	701	1,62538E+12	-1	-1	-1	0
4072	701	1,62538E+12	-1	-1	-1	990
4073	694	1,62538E+12	-1	-1	-1	989
4074	703	1,62538E+12	-1	-1	-1	0
4075	693	1,62538E+12	-1	-1	-1	992
4076	699	1,62538E+12	-1	-1	-1	989
4077	706	1,62538E+12	-1	-1	-1	989
4078	694	1,62538E+12	-1	-1	-1	1
4079	694	1,62538E+12	-1	-1	-1	991
4080	690	1,62538E+12	-1	-1	-1	989
4081	695	1,62538E+12	-1	-1	-1	0
4082	694	1,62538E+12	-1	-1	-1	991
4083	690	1,62538E+12	-1	-1	-1	988
4084	710	1,62538E+12	-1	-1	-1	0
4085	663	1,62538E+12	-1	-1	-1	991
4086	666	1,62538E+12	-1	-1	-1	990
4087	686	1,62538E+12	-1	-1	-1	0
4088	704	1,62538E+12	-1	-1	-1	1980
4089	708	1,62538E+12	-1	-1	-1	41
4090	713	1,62538E+12	-1	-1	-1	946
4091	706	1,62538E+12	-1	-1	-1	0
4092	715	1,62538E+12	-1	-1	-1	993
4093	734	1,62538E+12	-1	-1	-1	987
4094	747	1,62538E+12	-1	-1	-1	0
4095	750	1,62538E+12	-1	-1	-1	991
4096	734	1,62538E+12	-1	-1	-1	989
4097	720	1,62538E+12	-1	-1	-1	990
4098	696	1,62538E+12	-1	-1	-1	0
4099	691	1,62538E+12	-1	-1	-1	991
4100	687	1,62538E+12	-1	-1	-1	990
4101	683	1,62538E+12	-1	-1	-1	0
4102	672	1,62538E+12	-1	-1	-1	991
4103	680	1,62538E+12	-1	-1	-1	988
4104	655	1,62538E+12	-1	-1	-1	0
4105	669	1,62538E+12	-1	-1	-1	992
4106	697	1,62538E+12	-1	-1	-1	988
4107	708	1,62538E+12	-1	-1	-1	991
4108	724	1,62538E+12	-1	-1	-1	0
4109	743	1,62538E+12	-1	-1	-1	993
4110	736	1,62538E+12	-1	-1	-1	989
4111	734	1,62538E+12	-1	-1	-1	0
4112	668	1,62538E+12	-1	-1	-1	989
4113	671	1,62538E+12	-1	-1	-1	991
4114	667	1,62538E+12	-1	-1	-1	0
4115	682	1,62538E+12	-1	-1	-1	990
4116	711	1,62538E+12	-1	-1	-1	990
4117	760	1,62538E+12	-1	-1	-1	990
4118	781	1,62538E+12	-1	-1	-1	0
4119	767	1,62538E+12	-1	-1	-1	990
4120	759	1,62538E+12	-1	-1	-1	990
4121	744	1,62538E+12	-1	-1	-1	991
4122	739	1,62538E+12	-1	-1	-1	0
4123	717	1,62538E+12	-1	-1	-1	990
4124	713	1,62538E+12	-1	-1	-1	1979
4125	708	1,62538E+12	-1	-1	-1	991
4126	711	1,62538E+12	-1	-1	-1	0
4127	696	1,62538E+12	-1	-1	-1	989
4128	686	1,62538E+12	-1	-1	-1	990
4129	693	1,62538E+12	-1	-1	-1	0
4130	693	1,62538E+12	-1	-1	-1	990
4131	699	1,62538E+12	-1	-1	-1	991
4132	713	1,62538E+12	-1	-1	-1	0
4133	731	1,62538E+12	-1	-1	-1	989
4134	726	1,62538E+12	-1	-1	-1	990
4135	753	1,62538E+12	-1	-1	-1	990
4136	761	1,62538E+12	-1	-1	-1	0
4137	739	1,62538E+12	-1	-1	-1	991
4138	736	1,62538E+12	-1	-1	-1	989
4139	751	1,62538E+12	-1	-1	-1	991
4140	750	1,62538E+12	-1	-1	-1	0
4141	785	1,62538E+12	-1	-1	-1	990
4142	814	1,62538E+12	-1	-1	-1	989
4143	781	1,62538E+12	-1	-1	-1	990
4144	746	1,62538E+12	-1	-1	-1	991
4145	738	1,62538E+12	-1	-1	-1	0
4146	717	1,62538E+12	-1	-1	-1	989
4147	720	1,62538E+12	-1	-1	-1	987
4148	732	1,62538E+12	-1	-1	-1	0
4149	724	1,62538E+12	-1	-1	-1	993
4150	720	1,62538E+12	-1	-1	-1	991
4151	720	1,62538E+12	-1	-1	-1	1980
4152	729	1,62538E+12	-1	-1	-1	0
4153	756	1,62538E+12	-1	-1	-1	84
4154	750	1,62538E+12	-1	-1	-1	905
4155	748	1,62538E+12	-1	-1	-1	991
4156	727	1,62538E+12	-1	-1	-1	0
4157	717	1,62538E+12	-1	-1	-1	989
4158	713	1,62538E+12	-1	-1	-1	990
4159	678	1,62538E+12	-1	-1	-1	0
4160	690	1,62538E+12	-1	-1	-1	990
4161	689	1,62538E+12	-1	-1	-1	991
4162	743	1,62538E+12	-1	-1	-1	986
4163	770	1,62538E+12	-1	-1	-1	0
4164	801	1,62538E+12	-1	-1	-1	994
4165	786	1,62538E+12	-1	-1	-1	989
4166	796	1,62538E+12	-1	-1	-1	991
4167	795	1,62538E+12	-1	-1	-1	989
4168	774	1,62538E+12	-1	-1	-1	0
4169	754	1,62538E+12	-1	-1	-1	991
4170	738	1,62538E+12	-1	-1	-1	989
4171	720	1,62538E+12	-1	-1	-1	991
4172	708	1,62538E+12	-1	-1	-1	0
4173	691	1,62538E+12	-1	-1	-1	990
4174	684	1,62538E+12	-1	-1	-1	990
4175	688	1,62538E+12	-1	-1	-1	0
4176	728	1,62538E+12	-1	-1	-1	989
4177	810	1,62538E+12	-1	-1	-1	991
4178	851	1,62538E+12	-1	-1	-1	989
4179	843	1,62538E+12	-1	-1	-1	990
4180	776	1,62538E+12	-1	-1	-1	0
4181	769	1,62538E+12	-1	-1	-1	990
4182	788	1,62538E+12	-1	-1	-1	990
4183	777	1,62538E+12	-1	-1	-1	990
4184	780	1,62538E+12	-1	-1	-1	0
4185	768	1,62538E+12	-1	-1	-1	991
4186	749	1,62538E+12	-1	-1	-1	989
4187	722	1,62538E+12	-1	-1	-1	991
4188	711	1,62538E+12	-1	-1	-1	0
4189	713	1,62538E+12	-1	-1	-1	986
4190	736	1,62538E+12	-1	-1	-1	990
4191	763	1,62538E+12	-1	-1	-1	993
4192	787	1,62538E+12	-1	-1	-1	0
4193	795	1,62538E+12	-1	-1	-1	991
4194	770	1,62538E+12	-1	-1	-1	989
4195	756	1,62538E+12	-1	-1	-1	991
4196	755	1,62538E+12	-1	-1	-1	0
4197	744	1,62538E+12	-1	-1	-1	989
4198	712	1,62538E+12	-1	-1	-1	991
4199	698	1,62538E+12	-1	-1	-1	990
4200	670	1,62538E+12	-1	-1	-1	0
4201	685	1,62538E+12	-1	-1	-1	989
4202	708	1,62538E+12	-1	-1	-1	990
4203	752	1,62538E+12	-1	-1	-1	0
4204	767	1,62538E+12	-1	-1	-1	991
4205	795	1,62538E+12	-1	-1	-1	988
4206	750	1,62538E+12	-1	-1	-1	992
4207	716	1,62538E+12	-1	-1	-1	0
4208	711	1,62538E+12	-1	-1	-1	989
4209	716	1,62538E+12	-1	-1	-1	991
4210	717	1,62538E+12	-1	-1	-1	1980
4211	720	1,62538E+12	-1	-1	-1	0
4212	717	1,62538E+12	-1	-1	-1	83
4213	708	1,62538E+12	-1	-1	-1	907
4214	702	1,62538E+12	-1	-1	-1	0
4215	688	1,62538E+12	-1	-1	-1	990
4216	682	1,62538E+12	-1	-1	-1	989
4217	665	1,62538E+12	-1	-1	-1	988
4218	666	1,62538E+12	-1	-1	-1	0
4219	693	1,62538E+12	-1	-1	-1	989
4220	795	1,62538E+12	-1	-1	-1	992
4221	889	1,62538E+12	-1	-1	-1	991
4222	860	1,62538E+12	-1	-1	-1	0
4223	800	1,62538E+12	-1	-1	-1	990
4224	794	1,62538E+12	-1	-1	-1	989
4225	822	1,62538E+12	-1	-1	-1	988
4226	795	1,62538E+12	-1	-1	-1	993
4227	776	1,62538E+12	-1	-1	-1	0
4228	755	1,62538E+12	-1	-1	-1	987
4229	717	1,62538E+12	-1	-1	-1	989
4230	707	1,62538E+12	-1	-1	-1	990
4231	705	1,62538E+12	-1	-1	-1	0
4232	706	1,62538E+12	-1	-1	-1	990
4233	709	1,62538E+12	-1	-1	-1	991
4234	701	1,62538E+12	-1	-1	-1	0
4235	700	1,62538E+12	-1	-1	-1	990
4236	707	1,62538E+12	-1	-1	-1	991
4237	718	1,62538E+12	-1	-1	-1	989
4238	726	1,62538E+12	-1	-1	-1	0
4239	750	1,62538E+12	-1	-1	-1	991
4240	737	1,62538E+12	-1	-1	-1	989
4241	708	1,62538E+12	-1	-1	-1	0
4242	705	1,62538E+12	-1	-1	-1	992
4243	716	1,62538E+12	-1	-1	-1	990
4244	743	1,62538E+12	-1	-1	-1	990
4245	782	1,62538E+12	-1	-1	-1	0
4246	838	1,62538E+12	-1	-1	-1	990
4247	822	1,62538E+12	-1	-1	-1	991
4248	803	1,62538E+12	-1	-1	-1	990
4249	761	1,62538E+12	-1	-1	-1	987
4250	753	1,62538E+12	-1	-1	-1	0
4251	753	1,62538E+12	-1	-1	-1	993
4252	753	1,62538E+12	-1	-1	-1	991
4253	750	1,62538E+12	-1	-1	-1	989
4254	717	1,62538E+12	-1	-1	-1	0
4255	717	1,62538E+12	-1	-1	-1	990
4256	723	1,62538E+12	-1	-1	-1	990
4257	739	1,62538E+12	-1	-1	-1	1977
4258	750	1,62538E+12	-1	-1	-1	0
4259	741	1,62538E+12	-1	-1	-1	993
4260	741	1,62538E+12	-1	-1	-1	989
4261	713	1,62538E+12	-1	-1	-1	991
4262	699	1,62538E+12	-1	-1	-1	0
4263	705	1,62538E+12	-1	-1	-1	989
4264	729	1,62538E+12	-1	-1	-1	991
4265	787	1,62538E+12	-1	-1	-1	0
4266	818	1,62538E+12	-1	-1	-1	990
4267	817	1,62538E+12	-1	-1	-1	990
4268	794	1,62538E+12	-1	-1	-1	990
4269	748	1,62538E+12	-1	-1	-1	990
4270	731	1,62538E+12	-1	-1	-1	0
4271	729	1,62538E+12	-1	-1	-1	986
4272	732	1,62538E+12	-1	-1	-1	994
4273	725	1,62538E+12	-1	-1	-1	990
4274	734	1,62538E+12	-1	-1	-1	0
4275	734	1,62538E+12	-1	-1	-1	990
4276	721	1,62538E+12	-1	-1	-1	990
4277	703	1,62538E+12	-1	-1	-1	0
4278	698	1,62538E+12	-1	-1	-1	990
4279	716	1,62538E+12	-1	-1	-1	989
4280	721	1,62538E+12	-1	-1	-1	991
4281	723	1,62538E+12	-1	-1	-1	0
4282	727	1,62538E+12	-1	-1	-1	989
4283	729	1,62538E+12	-1	-1	-1	991
4284	697	1,62538E+12	-1	-1	-1	0
4285	702	1,62538E+12	-1	-1	-1	989
4286	700	1,62538E+12	-1	-1	-1	991
4287	725	1,62538E+12	-1	-1	-1	989
4288	768	1,62538E+12	-1	-1	-1	0
4289	792	1,62538E+12	-1	-1	-1	991
4290	801	1,62538E+12	-1	-1	-1	989
4291	772	1,62538E+12	-1	-1	-1	992
4292	725	1,62538E+12	-1	-1	-1	0
4293	708	1,62538E+12	-1	-1	-1	988
4294	712	1,62538E+12	-1	-1	-1	991
4295	712	1,62538E+12	-1	-1	-1	989
4296	701	1,62538E+12	-1	-1	-1	0
4297	693	1,62538E+12	-1	-1	-1	991
4298	698	1,62538E+12	-1	-1	-1	989
4299	707	1,62538E+12	-1	-1	-1	0
4300	736	1,62538E+12	-1	-1	-1	991
4301	763	1,62538E+12	-1	-1	-1	987
4302	765	1,62538E+12	-1	-1	-1	993
4303	760	1,62538E+12	-1	-1	-1	0
4304	746	1,62538E+12	-1	-1	-1	989
4305	701	1,62538E+12	-1	-1	-1	990
4306	691	1,62538E+12	-1	-1	-1	991
4307	687	1,62538E+12	-1	-1	-1	0
4308	684	1,62538E+12	-1	-1	-1	989
4309	702	1,62538E+12	-1	-1	-1	990
4310	716	1,62538E+12	-1	-1	-1	0
4311	705	1,62538E+12	-1	-1	-1	991
4312	685	1,62538E+12	-1	-1	-1	989
4313	709	1,62538E+12	-1	-1	-1	0
4314	717	1,62538E+12	-1	-1	-1	991
4315	720	1,62538E+12	-1	-1	-1	989
4316	710	1,62538E+12	-1	-1	-1	991
4317	690	1,62538E+12	-1	-1	-1	0
4318	706	1,62538E+12	-1	-1	-1	989
4319	720	1,62538E+12	-1	-1	-1	990
4320	740	1,62538E+12	-1	-1	-1	0
4321	740	1,62538E+12	-1	-1	-1	990
4322	732	1,62538E+12	-1	-1	-1	988
4323	708	1,62538E+12	-1	-1	-1	991
4324	686	1,62538E+12	-1	-1	-1	0
4325	680	1,62538E+12	-1	-1	-1	991
4326	676	1,62538E+12	-1	-1	-1	990
4327	688	1,62538E+12	-1	-1	-1	0
4328	714	1,62538E+12	-1	-1	-1	991
4329	722	1,62538E+12	-1	-1	-1	989
4330	733	1,62538E+12	-1	-1	-1	990
4331	711	1,62538E+12	-1	-1	-1	0
4332	693	1,62538E+12	-1	-1	-1	990
4333	708	1,62538E+12	-1	-1	-1	988
4334	722	1,62538E+12	-1	-1	-1	0
4335	723	1,62538E+12	-1	-1	-1	992
4336	730	1,62538E+12	-1	-1	-1	990
4337	754	1,62538E+12	-1	-1	-1	990
4338	757	1,62538E+12	-1	-1	-1	0
4339	744	1,62538E+12	-1	-1	-1	991
4340	730	1,62538E+12	-1	-1	-1	989
4341	745	1,62538E+12	-1	-1	-1	991
4342	750	1,62538E+12	-1	-1	-1	0
4343	750	1,62538E+12	-1	-1	-1	990
4344	747	1,62538E+12	-1	-1	-1	989
4345	731	1,62538E+12	-1	-1	-1	990
4346	694	1,62538E+12	-1	-1	-1	0
4347	692	1,62538E+12	-1	-1	-1	990
4348	693	1,62538E+12	-1	-1	-1	987
4349	710	1,62538E+12	-1	-1	-1	0
4350	761	1,62538E+12	-1	-1	-1	995
4351	763	1,62538E+12	-1	-1	-1	988
4352	758	1,62538E+12	-1	-1	-1	991
4353	742	1,62538E+12	-1	-1	-1	0
4354	725	1,62538E+12	-1	-1	-1	988
4355	715	1,62538E+12	-1	-1	-1	987
4356	697	1,62538E+12	-1	-1	-1	991
4357	694	1,62538E+12	-1	-1	-1	0
4358	692	1,62538E+12	-1	-1	-1	990
4359	719	1,62538E+12	-1	-1	-1	993
4360	723	1,62538E+12	-1	-1	-1	0
4361	718	1,62538E+12	-1	-1	-1	987
4362	699	1,62538E+12	-1	-1	-1	990
4363	674	1,62538E+12	-1	-1	-1	0
4364	676	1,62538E+12	-1	-1	-1	990
4365	682	1,62538E+12	-1	-1	-1	991
4366	682	1,62538E+12	-1	-1	-1	0
4367	693	1,62538E+12	-1	-1	-1	989
4368	695	1,62538E+12	-1	-1	-1	990
4369	696	1,62538E+12	-1	-1	-1	990
4370	692	1,62538E+12	-1	-1	-1	0
4371	667	1,62538E+12	-1	-1	-1	991
4372	662	1,62538E+12	-1	-1	-1	993
4373	675	1,62538E+12	-1	-1	-1	0
4374	676	1,62538E+12	-1	-1	-1	987
4375	685	1,62538E+12	-1	-1	-1	991
4376	669	1,62538E+12	-1	-1	-1	1
4377	676	1,62538E+12	-1	-1	-1	988
4378	686	1,62538E+12	-1	-1	-1	989
4379	679	1,62538E+12	-1	-1	-1	0
4380	661	1,62538E+12	-1	-1	-1	996
4381	668	1,62538E+12	-1	-1	-1	988
4382	679	1,62538E+12	-1	-1	-1	0
4383	685	1,62538E+12	-1	-1	-1	989
4384	700	1,62538E+12	-1	-1	-1	991
4385	705	1,62538E+12	-1	-1	-1	0
4386	733	1,62538E+12	-1	-1	-1	989
4387	772	1,62538E+12	-1	-1	-1	987
4388	777	1,62538E+12	-1	-1	-1	993
4389	755	1,62538E+12	-1	-1	-1	0
4390	746	1,62538E+12	-1	-1	-1	988
4391	746	1,62538E+12	-1	-1	-1	992
4392	686	1,62538E+12	-1	-1	-1	991
4393	671	1,62538E+12	-1	-1	-1	0
4394	666	1,62538E+12	-1	-1	-1	1979
4395	666	1,62538E+12	-1	-1	-1	990
4396	668	1,62538E+12	-1	-1	-1	0
4397	683	1,62538E+12	-1	-1	-1	991
4398	693	1,62538E+12	-1	-1	-1	989
4399	698	1,62538E+12	-1	-1	-1	0
4400	708	1,62538E+12	-1	-1	-1	991
4401	670	1,62538E+12	-1	-1	-1	989
4402	674	1,62538E+12	-1	-1	-1	0
4403	697	1,62538E+12	-1	-1	-1	987
4404	749	1,62538E+12	-1	-1	-1	993
4405	825	1,62538E+12	-1	-1	-1	990
4406	841	1,62538E+12	-1	-1	-1	988
4407	836	1,62538E+12	-1	-1	-1	0
4408	785	1,62538E+12	-1	-1	-1	993
4409	725	1,62538E+12	-1	-1	-1	989
4410	719	1,62538E+12	-1	-1	-1	991
4411	716	1,62538E+12	-1	-1	-1	0
4412	725	1,62538E+12	-1	-1	-1	989
4413	730	1,62538E+12	-1	-1	-1	989
4414	733	1,62538E+12	-1	-1	-1	991
4415	732	1,62538E+12	-1	-1	-1	0
4416	726	1,62538E+12	-1	-1	-1	1066
4417	714	1,62538E+12	-1	-1	-1	914
4418	715	1,62538E+12	-1	-1	-1	0
4419	691	1,62538E+12	-1	-1	-1	990
4420	685	1,62538E+12	-1	-1	-1	990
4421	708	1,62538E+12	-1	-1	-1	991
4422	730	1,62538E+12	-1	-1	-1	0
4423	747	1,62538E+12	-1	-1	-1	989
4424	729	1,62538E+12	-1	-1	-1	990
4425	695	1,62538E+12	-1	-1	-1	0
4426	708	1,62538E+12	-1	-1	-1	990
4427	719	1,62538E+12	-1	-1	-1	991
4428	747	1,62538E+12	-1	-1	-1	988
4429	762	1,62538E+12	-1	-1	-1	0
4430	802	1,62538E+12	-1	-1	-1	990
4431	796	1,62538E+12	-1	-1	-1	992
4432	777	1,62538E+12	-1	-1	-1	990
4433	761	1,62538E+12	-1	-1	-1	988
