	Timestamp	Quality	Lat	Lon		8104	5465
81	1,62538E+12	3.0	44,31278632	23,89010193	5935		
82	1,62538E+12	12.5	44,31289009	23,89087373	5959		
83	1,62538E+12	4.5	44,31295304	23,89179264	5953		
84	1,62538E+12	6.5	44,31302471	23,89289696	5910		
85	1,62538E+12	3.5	44,31311008	23,89408752	5948		
86	1,62538E+12	2.5	44,31316686	23,89532503	5933		
87	1,62538E+12	2.5	44,31324523	23,89658541	5943		
88	1,62538E+12	2.5	44,31331346	23,89792962	5965		
89	1,62538E+12	5.5	44,31340298	23,89926427	5907		
90	1,62538E+12	3.5	44,3134873	23,90065642	5935		
91	1,62538E+12	3.0	44,31354958	23,90196794	5932		
92	1,62538E+12	14.0	44,31373738	23,90325515	6982		
93	1,62538E+12	5.0	44,31375473	23,90445208	6891		
94	1,62538E+12	3.0	44,31379245	23,90567148	5968		
95	1,62538E+12	2.5	44,31387702	23,90716145	6895		
96	1,62538E+12	2.5	44,31395388	23,90829996	5945		
97	1,62538E+12	3.0	44,31398737	23,90922826	6014		
98	1,62538E+12	2.5	44,31386474	23,9097409	5869		
99	1,62538E+12	3.5	44,31403653	23,91033266	5937		
100	1,62538E+12	3.0	44,31412898	23,91138584	5936		
101	1,62538E+12	3.0	44,31421221	23,91269174	5939		
102	1,62538E+12	3.0	44,31429486	23,91416126	5943		
103	1,62538E+12	12.0	44,314399	23,9158099	5944		
104	1,62538E+12	4.5	44,31449183	23,91750555	5949		
105	1,62538E+12	3.5	44,31458211	23,91917196	5923		
106	1,62538E+12	3.0	44,31466064	23,92081557	5965		
107	1,62538E+12	3.0	44,3146808	23,92255942	5908		
108	1,62538E+12	3.0	44,31469078	23,92406146	5954		
109	1,62538E+12	10.5	44,31476718	23,92606474	7012		
110	1,62538E+12	6.5	44,31490343	23,92780306	5854		
111	1,62538E+12	4.0	44,31506298	23,92957952	5933		
112	1,62538E+12	3.0	44,31521666	23,93123562	5946		
113	1,62538E+12	3.0	44,31535693	23,93284251	5972		
114	1,62538E+12	2.5	44,31550026	23,93444362	5904		
115	1,62538E+12	2.5	44,3156539	23,93612428	5938		
116	1,62538E+12	12.5	44,31581743	23,93790761	5976		
117	1,62538E+12	4.0	44,31595904	23,93954988	5918		
118	1,62538E+12	3.5	44,315938	23,94117312	5931		
119	1,62538E+12	3.5	44,31603817	23,94288135	5973		
120	1,62538E+12	3.0	44,3163465	23,94472696	5947		
121	1,62538E+12	2.5	44,31661015	23,94664382	5905		
122	1,62538E+12	2.5	44,31687439	23,94844249	5941		
123	1,62538E+12	2.5	44,31717928	23,95003648	5926		
124	1,62538E+12	2.5	44,31747742	23,95135897	5941		
125	1,62538E+12	2.5	44,31791856	23,95325219	6937		
126	1,62538E+12	2.5	44,31830568	23,95491416	6019		
127	1,62538E+12	2.5	44,31868027	23,95652415	5863		
128	1,62538E+12	2.5	44,31905444	23,95819173	5987		
129	1,62538E+12	3.0	44,31947169	23,96001521	5917		
130	1,62538E+12	3.0	44,31992347	23,96203014	6938		
131	1,62538E+12	3.5	44,32028419	23,96359286	5917		
132	1,62538E+12	3.0	44,32065144	23,96517201	5941		
133	1,62538E+12	3.0	44,32099896	23,96671194	5934		
134	1,62538E+12	11.0	44,32131374	23,96804131	5976		
135	1,62538E+12	5.5	44,3217576	23,96914068	5933		
136	1,62538E+12	3.0	44,32262463	23,96971693	5916		
137	1,62538E+12	2.5	44,32348184	23,97014324	5963		
138	1,62538E+12	2.0	44,32430633	23,97058069	5920		
139	1,62538E+12	8.5	44,32484633	23,97137177	5919		
140	1,62538E+12	4.0	44,32500031	23,97241088	5939		
141	1,62538E+12	3.5	44,32528479	23,97329374	6967		
142	1,62538E+12	3.0	44,3257675	23,97409153	5913		
143	1,62538E+12	2.5	44,32620797	23,97493919	5943		
144	1,62538E+12	3.0	44,32643579	23,97622313	6969		
145	1,62538E+12	2.5	44,32661433	23,97743432	5928		
146	1,62538E+12	2.5	44,32677237	23,97853369	5910		
147	1,62538E+12	3.0	44,3270693	23,97975694	5962		
148	1,62538E+12	3.0	44,32741094	23,98084332	5920		
149	1,62538E+12	2.5	44,32772066	23,98182912	5981		
150	1,62538E+12	2.5	44,32802957	23,9828186	5905		
151	1,62538E+12	2.5	44,32834389	23,9838417	5965		
152	1,62538E+12	2.5	44,32864002	23,98486253	5910		
153	1,62538E+12	3.0	44,32892572	23,98590356	5931		
154	1,62538E+12	2.5	44,32922663	23,98696178	5941		
155	1,62538E+12	2.5	44,32953865	23,98808654	5977		
156	1,62538E+12	3.0	44,32987158	23,98928759	5900		
157	1,62538E+12	8.5	44,33039716	23,9903831	5967		
158	1,62538E+12	5.0	44,331203	23,99160719	6912		
159	1,62538E+12	3.0	44,33206022	23,99276448	5937		
160	1,62538E+12	2.0	44,33287486	23,99383921	5955		
161	1,62538E+12	3.5	44,3339798	23,99443575	6017		
162	1,62538E+12	4.5	44,33524408	23,99480363	5876		
163	1,62538E+12	4.0	44,3357954	23,99637281	5916		
164	1,62538E+12	15.5	44,33611769	23,99829864	5938		
165	1,62538E+12	5.5	44,33616597	24,00046016	5946		
166	1,62538E+12	4.0	44,33664717	24,00232757	5933		
167	1,62538E+12	3.5	44,33705177	24,00378929	5950		
168	1,62538E+12	3.0	44,33739794	24,00515688	5927		
169	1,62538E+12	10.0	44,33766214	24,00617427	5950		
170	1,62538E+12	4.5	44,33800403	24,00742846	5933		
171	1,62538E+12	13.0	44,33831417	24,00895966	5978		
172	1,62538E+12	5.5	44,3389063	24,01085364	5891		
173	1,62538E+12	4.0	44,3393593	24,01261627	5948		
174	1,62538E+12	3.5	44,33977568	24,01417983	6965		
175	1,62538E+12	3.0	44,34016774	24,01567373	5939		
176	1,62538E+12	12.0	44,34056404	24,01718457	5909		
177	1,62538E+12	5.0	44,3409382	24,01855669	5961		
178	1,62538E+12	3.5	44,34131061	24,01998421	5926		
179	1,62538E+12	3.5	44,34168771	24,02143856	5934		
180	1,62538E+12	3.0	44,34209985	24,02294772	5935		
181	1,62538E+12	3.0	44,34247423	24,02442763	5948		
182	1,62538E+12	3.0	44,34283541	24,02580285	5945		
183	1,62538E+12	3.0	44,34328405	24,02707991	5963		
184	1,62538E+12	3.0	44,34390645	24,02817241	5946		
185	1,62538E+12	3.0	44,34444385	24,02926038	5909		
186	1,62538E+12	3.5	44,34438183	24,03045824	5938		
187	1,62538E+12	3.5	44,34407065	24,03143842	5981		
188	1,62538E+12	9.0	44,34414269	24,03296392	5892		
189	1,62538E+12	5.0	44,34424608	24,03426572	5931		
190	1,62538E+12	4.0	44,34451267	24,03521011	5980		
191	1,62538E+12	3.5	44,34501948	24,0365632	6900		
192	1,62538E+12	3.5	44,3453084	24,03789575	5944		
193	1,62538E+12	3.5	44,34576735	24,03951396	6928		
194	1,62538E+12	3.5	44,34621302	24,04090016	5978		
195	1,62538E+12	8.5	44,34667465	24,04230321	5951		
196	1,62538E+12	5.0	44,34736243	24,04442341	5902		
197	1,62538E+12	3.5	44,34792418	24,04618428	5926		
198	1,62538E+12	2.5	44,34845275	24,04775253	5952		
199	1,62538E+12	2.5	44,34894803	24,04928089	5928		
200	1,62538E+12	2.5	44,34946101	24,05084898	5946		
201	1,62538E+12	2.5	44,34992172	24,05229117	5967		
202	1,62538E+12	2.5	44,35040846	24,05373369	6930		
203	1,62538E+12	2.5	44,35076829	24,05497631	5907		
204	1,62538E+12	3.0	44,35079184	24,05645312	5963		
205	1,62538E+12	9.5	44,35066691	24,05804501	5908		
206	1,62538E+12	3.5	44,35058724	24,05958627	5967		
207	1,62538E+12	3.0	44,35084117	24,06121396	6947		
208	1,62538E+12	3.0	44,35143335	24,06277525	5948		
209	1,62538E+12	6.5	44,35219937	24,06445851	6892		
210	1,62538E+12	3.5	44,35289004	24,06595686	5938		
211	1,62538E+12	3.0	44,3531353	24,06754925	5946		
212	1,62538E+12	3.0	44,35313199	24,06923217	5933		
213	1,62538E+12	2.5	44,35311929	24,07098591	5994		
214	1,62538E+12	2.5	44,35310236	24,0726338	5878		
215	1,62538E+12	2.5	44,35309356	24,07414136	5946		
216	1,62538E+12	2.5	44,35308073	24,07573183	5966		
217	1,62538E+12	2.5	44,35306447	24,07732506	5924		
218	1,62538E+12	2.5	44,35304808	24,07869919	5945		
219	1,62538E+12	6.0	44,35303995	24,07990233	5930		
220	1,62538E+12	3.5	44,35304109	24,08108938	5939		
221	1,62538E+12	3.0	44,35296225	24,08228958	5925		
222	1,62538E+12	3.0	44,35281327	24,08349155	5953		
223	1,62538E+12	3.0	44,35296556	24,08462654	6963		
224	1,62538E+12	3.0	44,35305584	24,08561359	5929		
225	1,62538E+12	3.0	44,35303015	24,08663794	5950		
226	1,62538E+12	3.0	44,35299008	24,08776824	5912		
227	1,62538E+12	3.0	44,35286209	24,08891933	5926		
228	1,62538E+12	2.0	44,35254907	24,09017008	5953		
229	1,62538E+12	9.0	44,35221983	24,0913712	5957		
230	1,62538E+12	3.5	44,3518983	24,09257761	5917		
231	1,62538E+12	2.5	44,35168984	24,09367631	5936		
232	1,62538E+12	2.5	44,35155045	24,09474559	5951		
233	1,62538E+12	2.5	44,35137267	24,09569761	5936		
234	1,62538E+12	10.0	44,35117381	24,09652306	5940		
235	1,62538E+12	3.0	44,35096845	24,0973558	7002		
236	1,62538E+12	3.0	44,35095449	24,09769149	5902		
237	1,62538E+12	3.0	44,35095106	24,09811847	5906		
238	1,62538E+12	3.0	44,35094092	24,09855827	5968		
239	1,62538E+12	4.5	44,35093082	24,09920292	6905		
240	1,62538E+12	3.0	44,35092537	24,09969871	5961		
241	1,62538E+12	3.0	44,35090282	24,1002945	5943		
242	1,62538E+12	7.0	44,35077236	24,10097343	5931		
243	1,62538E+12	3.0	44,35057241	24,10164088	5927		
244	1,62538E+12	2.5	44,3503919	24,10230598	5932		
245	1,62538E+12	2.0	44,35022556	24,10292717	5950		
246	1,62538E+12	2.0	44,3500482	24,10358791	5956		
247	1,62538E+12	2.0	44,34983865	24,10435553	5922		
248	1,62538E+12	2.0	44,34960681	24,10516857	5943		
249	1,62538E+12	12.5	44,34939085	24,10599863	5955		
250	1,62538E+12	4.0	44,34912816	24,10686582	5921		
251	1,62538E+12	3.0	44,34889435	24,10772338	5934		
252	1,62538E+12	2.5	44,34865626	24,10858721	5979		
253	1,62538E+12	2.5	44,34843372	24,10936397	5897		
254	1,62538E+12	2.5	44,34826944	24,1099683	5939		
255	1,62538E+12	3.0	44,34813281	24,11043995	5964		
256	1,62538E+12	9.0	44,3478687	24,11135542	6959		
257	1,62538E+12	4.0	44,34771786	24,11191357	5923		
258	1,62538E+12	2.5	44,34748594	24,11276241	6940		
259	1,62538E+12	2.5	44,34726185	24,11355844	5902		
260	1,62538E+12	2.5	44,34705502	24,11428766	5942		
261	1,62538E+12	2.5	44,34684229	24,11504254	5938		
262	1,62538E+12	2.5	44,3466156	24,11585181	5952		
263	1,62538E+12	2.5	44,34639013	24,1166413	5927		
264	1,62538E+12	2.5	44,34618628	24,11737011	5963		
265	1,62538E+12	2.5	44,34602627	24,11800026	5946		
266	1,62538E+12	2.5	44,34587062	24,11853922	5916		
267	1,62538E+12	2.5	44,34571275	24,11916442	5939		
268	1,62538E+12	2.5	44,34550127	24,11994184	5936		
269	1,62538E+12	2.5	44,34529164	24,12067099	5967		
270	1,62538E+12	2.5	44,3451025	24,12137255	5906		
271	1,62538E+12	6.0	44,34504224	24,12159526	5985		
272	1,62538E+12	8.5	44,34480658	24,12226371	6917		
273	1,62538E+12	4.0	44,34457042	24,12320349	5944		
274	1,62538E+12	3.0	44,344333	24,12412282	5913		
275	1,62538E+12	12.0	44,34398666	24,12525455	5960		
276	1,62538E+12	5.5	44,34372904	24,1262333	5952		
277	1,62538E+12	3.0	44,34343505	24,12734499	5924		
278	1,62538E+12	2.5	44,34313305	24,12844277	5920		
279	1,62538E+12	2.5	44,343025	24,12963459	5949		
280	1,62538E+12	2.5	44,34333979	24,13087738	5937		
281	1,62538E+12	8.0	44,34379358	24,13209493	5934		
282	1,62538E+12	4.0	44,34426578	24,1333497	5945		
283	1,62538E+12	3.0	44,34473504	24,13458645	5946		
284	1,62538E+12	3.0	44,34519852	24,13584231	5947		
285	1,62538E+12	3.0	44,34566551	24,13712969	5911		
286	1,62538E+12	3.0	44,34612551	24,13837801	5943		
287	1,62538E+12	3.0	44,34659385	24,13959657	5968		
288	1,62538E+12	3.0	44,34696806	24,14059795	5922		
289	1,62538E+12	3.5	44,34722396	24,14128217	6919		
290	1,62538E+12	3.0	44,34765089	24,14232094	5949		
291	1,62538E+12	3.5	44,34808692	24,14353087	5951		
292	1,62538E+12	3.5	44,348517	24,14466058	5955		
293	1,62538E+12	13.5	44,34888986	24,14574553	5907		
294	1,62538E+12	7.0	44,34934894	24,146976	5942		
295	1,62538E+12	5.0	44,34980911	24,14813773	5940		
296	1,62538E+12	4.5	44,35020343	24,14918957	5940		
297	1,62538E+12	4.0	44,35058988	24,15020135	5969		
298	1,62538E+12	4.0	44,35098932	24,15128035	5906		
299	1,62538E+12	3.5	44,3513976	24,15238593	5951		
300	1,62538E+12	3.5	44,35179499	24,1534806	5927		
301	1,62538E+12	3.5	44,35220021	24,15458081	5951		
302	1,62538E+12	3.5	44,35263176	24,15571203	5929		
303	1,62538E+12	3.5	44,35309435	24,15691459	5941		
304	1,62538E+12	3.5	44,35360246	24,15826382	5978		
305	1,62538E+12	13.0	44,3540237	24,15936202	5936		
306	1,62538E+12	5.5	44,3546362	24,16102147	6921		
307	1,62538E+12	5.0	44,35551345	24,16325826	6944		
308	1,62538E+12	6.5	44,35629481	24,16542658	5913		
309	1,62538E+12	3.0	44,35703607	24,16743027	5964		
310	1,62538E+12	3.0	44,35769841	24,1692162	5903		
311	1,62538E+12	2.5	44,35832994	24,17091756	5983		
312	1,62538E+12	2.5	44,35893683	24,1725641	5916		
313	1,62538E+12	2.5	44,35950865	24,17412062	5939		
314	1,62538E+12	14.0	44,3601212	24,17550741	5951		
315	1,62538E+12	5.0	44,36054938	24,17696368	5926		
316	1,62538E+12	3.0	44,36101479	24,17820957	5958		
317	1,62538E+12	2.5	44,36139378	24,17939611	5946		
318	1,62538E+12	2.5	44,36144453	24,18033329	5924		
319	1,62538E+12	4.0	44,36114488	24,18146585	5919		
320	1,62538E+12	3.0	44,36081593	24,18241359	5940		
321	1,62538E+12	2.5	44,36076434	24,18348111	5994		
322	1,62538E+12	2.5	44,36068023	24,18463572	6915		
323	1,62538E+12	2.5	44,36035614	24,18582318	5979		
324	1,62538E+12	2.5	44,36008109	24,18684754	5869		
325	1,62538E+12	2.5	44,36006294	24,18790173	5948		
326	1,62538E+12	3.0	44,36058233	24,18884788	5935		
327	1,62538E+12	3.0	44,361497	24,18905491	5949		
328	1,62538E+12	3.0	44,36248632	24,18858519	5948		
329	1,62538E+12	3.5	44,36335099	24,18887638	5929		
330	1,62538E+12	3.5	44,36432472	24,18953125	5962		
331	1,62538E+12	11.5	44,36520662	24,1893326	5963		
332	1,62538E+12	7.0	44,36652912	24,18920511	5874		
333	1,62538E+12	4.5	44,36723215	24,19045519	5960		
334	1,62538E+12	3.5	44,36785748	24,19205027	5934		
335	1,62538E+12	9.0	44,36892115	24,19269282	6029		
336	1,62538E+12	4.0	44,37025886	24,19332356	5846		
337	1,62538E+12	3.5	44,37124591	24,19450792	5944		
338	1,62538E+12	2.5	44,37203029	24,19608666	6960		
339	1,62538E+12	2.5	44,37283713	24,19781702	5939		
340	1,62538E+12	11.0	44,37368609	24,19960815	5951		
341	1,62538E+12	4.5	44,37443137	24,20143171	5976		
342	1,62538E+12	3.5	44,37489053	24,20342543	5870		
343	1,62538E+12	2.5	44,37513666	24,20549241	5962		
344	1,62538E+12	3.0	44,37552977	24,20725655	5914		
345	1,62538E+12	3.0	44,37647035	24,20874987	5982		
346	1,62538E+12	11.5	44,37697372	24,21010061	5900		
347	1,62538E+12	6.5	44,37665245	24,21158865	5980		
348	1,62538E+12	4.0	44,37685579	24,21302841	5925		
349	1,62538E+12	3.5	44,37719848	24,21449457	5918		
350	1,62538E+12	3.0	44,37718386	24,21627296	5937		
351	1,62538E+12	3.5	44,37723436	24,217876	5965		
352	1,62538E+12	3.5	44,37760853	24,21927217	5946		
353	1,62538E+12	2.5	44,37816366	24,22076038	5908		
354	1,62538E+12	2.5	44,37861117	24,22198883	5958		
355	1,62538E+12	2.0	44,37927116	24,22382958	6950		
356	1,62538E+12	2.0	44,37996828	24,22575105	6893		
357	1,62538E+12	2.0	44,38057916	24,22742232	5944		
358	1,62538E+12	2.0	44,38118337	24,2291085	5935		
359	1,62538E+12	2.0	44,38182559	24,23088077	5943		
360	1,62538E+12	2.0	44,38245029	24,23261357	5958		
361	1,62538E+12	2.0	44,38306469	24,23430847	5919		
362	1,62538E+12	2.0	44,38368042	24,2360079	5930		
363	1,62538E+12	2.0	44,3842037	24,23745847	5950		
364	1,62538E+12	2.0	44,3846497	24,23867326	6007		
365	1,62538E+12	2.0	44,38508049	24,23988847	5883		
366	1,62538E+12	2.0	44,38552704	24,24112631	5957		
367	1,62538E+12	2.0	44,38600451	24,242453	5935		
368	1,62538E+12	2.0	44,38651602	24,24388295	5930		
369	1,62538E+12	2.0	44,38711025	24,24549068	5955		
370	1,62538E+12	2.0	44,38770901	24,2471239	5991		
371	1,62538E+12	2.0	44,3883079	24,24879944	6859		
372	1,62538E+12	2.0	44,38892573	24,25050893	5960		
373	1,62538E+12	2.0	44,38956506	24,25227818	5915		
374	1,62538E+12	2.0	44,39024311	24,2540968	5944		
375	1,62538E+12	2.0	44,39086279	24,2558213	5932		
376	1,62538E+12	2.0	44,39147379	24,25749659	5950		
377	1,62538E+12	2.0	44,39212083	24,25928688	5932		
378	1,62538E+12	2.0	44,39274096	24,2609993	5939		
379	1,62538E+12	2.0	44,39332493	24,26262832	5945		
380	1,62538E+12	2.0	44,39391992	24,26427126	5964		
381	1,62538E+12	2.0	44,39451164	24,26589584	5940		
382	1,62538E+12	2.5	44,39502889	24,26745563	5945		
383	1,62538E+12	2.5	44,39503517	24,26905062	5902		
384	1,62538E+12	2.0	44,39471121	24,27051209	5933		
385	1,62538E+12	2.5	44,39469101	24,27176443	5942		
386	1,62538E+12	3.5	44,39527787	24,27273614	5941		
387	1,62538E+12	3.0	44,39603141	24,2734942	6955		
388	1,62538E+12	3.0	44,39675933	24,27421672	5971		
389	1,62538E+12	3.0	44,39744573	24,27492131	5896		
390	1,62538E+12	3.0	44,39804151	24,27555456	5940		
391	1,62538E+12	3.0	44,39847947	24,27599922	5971		
392	1,62538E+12	3.0	44,39884345	24,27643466	5928		
393	1,62538E+12	3.0	44,39935336	24,27705903	5950		
394	1,62538E+12	2.5	44,39979295	24,27806997	5916		
395	1,62538E+12	2.0	44,40028866	24,27928166	5937		
396	1,62538E+12	2.0	44,40077171	24,28047918	5936		
397	1,62538E+12	2.0	44,40128137	24,28171308	5962		
398	1,62538E+12	2.0	44,40181144	24,28286743	5940		
399	1,62538E+12	3.0	44,40215807	24,28400058	5942		
400	1,62538E+12	3.0	44,40176182	24,28512535	5905		
401	1,62538E+12	3.0	44,40095372	24,28611886	5939		
402	1,62538E+12	3.0	44,40054598	24,28752869	5939		
403	1,62538E+12	3.0	44,40063102	24,28878095	5944		
404	1,62538E+12	3.0	44,4013765	24,29038013	6969		
405	1,62538E+12	3.0	44,40220941	24,29182249	5918		
406	1,62538E+12	3.0	44,40320518	24,29350751	5930		
407	1,62538E+12	3.0	44,40446842	24,29564917	5965		
408	1,62538E+12	2.5	44,40587474	24,29809509	6930		
409	1,62538E+12	2.5	44,4070604	24,3001396	5920		
410	1,62538E+12	2.5	44,40821128	24,30210181	5944		
411	1,62538E+12	2.5	44,40936182	24,30407583	5981		
412	1,62538E+12	2.5	44,41051173	24,30603099	5916		
413	1,62538E+12	2.5	44,41163532	24,30795304	5940		
414	1,62538E+12	2.5	44,41270867	24,30979539	5919		
415	1,62538E+12	2.5	44,4137388	24,31158358	5958		
416	1,62538E+12	2.5	44,41478629	24,31338569	5929		
417	1,62538E+12	2.5	44,41581056	24,31516668	5925		
418	1,62538E+12	2.5	44,41681375	24,31686049	5933		
419	1,62538E+12	2.5	44,4177454	24,31847636	5951		
420	1,62538E+12	2.5	44,41848648	24,31993196	6967		
421	1,62538E+12	3.0	44,4188754	24,32146844	5897		
422	1,62538E+12	2.5	44,41889904	24,32311859	5947		
423	1,62538E+12	2.5	44,41861879	24,32470344	5983		
424	1,62538E+12	2.0	44,41826285	24,32618955	5898		
425	1,62538E+12	2.0	44,41792104	24,32756293	5940		
426	1,62538E+12	2.0	44,41763702	24,32892012	5948		
427	1,62538E+12	2.0	44,41740186	24,33025804	5950		
428	1,62538E+12	2.0	44,41737374	24,33171633	5943		
429	1,62538E+12	2.5	44,41755789	24,33314335	5919		
430	1,62538E+12	2.5	44,41791077	24,33440742	5945		
431	1,62538E+12	2.5	44,4183367	24,33553521	5952		
432	1,62538E+12	2.5	44,41870257	24,33654078	5942		
433	1,62538E+12	2.0	44,41909233	24,33756773	5935		
434	1,62538E+12	2.0	44,41955031	24,33876827	5921		
435	1,62538E+12	2.0	44,41999757	24,33999077	5934		
436	1,62538E+12	2.0	44,42036558	24,34093466	5951		
437	1,62538E+12	2.0	44,42084859	24,34220284	6916		
438	1,62538E+12	2.5	44,42124811	24,34326215	5949		
439	1,62538E+12	2.5	44,4216571	24,3442979	5949		
440	1,62538E+12	2.5	44,42205143	24,34536927	5972		
441	1,62538E+12	2.0	44,42248214	24,34657853	5929		
442	1,62538E+12	2.5	44,42294477	24,34781025	5936		
443	1,62538E+12	2.0	44,42340067	24,34903292	5915		
444	1,62538E+12	2.0	44,42384302	24,35021007	5966		
445	1,62538E+12	2.0	44,42426786	24,35128103	5923		
446	1,62538E+12	2.5	44,42468004	24,35212056	6020		
447	1,62538E+12	2.5	44,42504729	24,35269522	5893		
448	1,62538E+12	2.5	44,42556714	24,35277888	5897		
449	1,62538E+12	2.0	44,42606586	24,35283545	5979		
450	1,62538E+12	2.5	44,42649439	24,35311072	5900		
451	1,62538E+12	2.5	44,42698305	24,35345194	5934		
452	1,62538E+12	2.0	44,42746832	24,35376199	6018		
453	1,62538E+12	2.0	44,42803741	24,35399115	6888		
454	1,62538E+12	2.5	44,42862812	24,35419215	5957		
455	1,62538E+12	2.5	44,42922391	24,35429709	5917		
456	1,62538E+12	2.5	44,42975461	24,35430044	5940		
457	1,62538E+12	2.5	44,43027483	24,35449239	5916		
458	1,62538E+12	2.5	44,43087892	24,35491299	5990		
459	1,62538E+12	3.0	44,43156498	24,35561338	5928		
460	1,62538E+12	3.0	44,43215439	24,35640522	5893		
461	1,62538E+12	2.5	44,43249553	24,35726864	5942		
462	1,62538E+12	2.5	44,4326475	24,35814413	5950		
463	1,62538E+12	3.0	44,43278605	24,35895139	5943		
