	Timestamp	Quality	Lat	Lon		15,69303892
97	1,62405E+12	4	45,19264627	5,718320201	0,026054508	6029
98	1,62405E+12	8	45,19289546	5,71755199	0,033897618	5968
99	1,62405E+12	6	45,19321809	5,716805057	0,043888045	6001
100	1,62405E+12	6	45,19358246	5,71615417	0,0495655	6004
101	1,62405E+12	6	45,19402547	5,71554606	0,060264401	5982
102	1,62405E+12	4	45,1944229	5,71508954	0,054062714	6002
103	1,62405E+12	6	45,19462428	5,714690925	0,02739307	6007
104	1,62405E+12	6	45,19496939	5,714211087	0,046945577	5955
105	1,62405E+12	6	45,19529756	5,713745858	0,0446414	5622
106	1,62405E+12	6	45,19537847	5,713453788	0,011006764	6391
107	1,62405E+12	6	45,19504955	5,713537427	0,044743641	5992
108	1,62405E+12	6	45,19472126	5,713739447	0,044657952	6001
109	1,62405E+12	6	45,19437365	5,713934265	0,047284545	6029
110	1,62405E+12	6	45,19403497	5,714094284	0,046072287	6005
111	1,62405E+12	6	45,19367849	5,714238292	0,048492333	6044
112	1,62405E+12	4	45,19332636	5,71433944	0,047900103	5919
113	1,62405E+12	6	45,19298607	5,714502855	0,046291351	6001
114	1,62405E+12	4	45,19270173	5,714630216	0,038679348	5998
115	1,62405E+12	4	45,19245605	5,714728962	0,033420461	6001
116	1,62405E+12	4	45,19229553	5,71479744	0,021835944	6012
117	1,62405E+12	4	45,19212925	5,714873203	0,022619119	5985
118	1,62405E+12	4	45,19207912	5,714900818	0,006820161	6025
119	1,62405E+12	3	45,19210249	5,714885541	0,003179978	5972
120	1,62405E+12	8	45,1921035	5,714874807	9,49353E-05	6101
121	1,62405E+12	6	45,19210276	5,714859067	9,49353E-05	5912
122	1,62405E+12	6	45,19210276	5,714859067	0	6036
123	1,62405E+12	6	45,19210276	5,714859067	0	5957
124	1,62405E+12	6	45,19210276	5,714859067	0	6024
125	1,62405E+12	6	45,19210276	5,714859067	0	5978
126	1,62405E+12	6	45,19210276	5,714859067	0	6029
127	1,62405E+12	4	45,19210276	5,714859067	0	5579
128	1,62405E+12	4	45,19210276	5,714859067	0	6421
129	1,62405E+12	4	45,19210276	5,714859067	0	5979
130	1,62405E+12	4	45,19210276	5,714859067	0	5986
131	1,62405E+12	6	45,19210276	5,714859067	0	6069
132	1,62405E+12	6	45,19210276	5,714859067	0	5995
133	1,62405E+12	4	45,19210276	5,714859067	0	5997
134	1,62405E+12	4	45,19210276	5,714859067	0	5595
135	1,62405E+12	4	45,19210276	5,714859067	0	6411
136	1,62405E+12	4	45,19210276	5,714859067	0	5593
137	1,62405E+12	4	45,19210276	5,714859067	0	6405
138	1,62405E+12	4	45,19210276	5,714859067	0	6029
139	1,62405E+12	4	45,19210276	5,714859067	0	6002
140	1,62405E+12	4	45,19210276	5,714859067	0	6201
141	1,62405E+12	24	45,19207022	5,714771747	0,00442647	5775
142	1,62405E+12	8	45,19207764	5,714806297	0,001004701	6021
143	1,62405E+12	8	45,1920792	5,714819093	0,000232543	5975
144	1,62405E+12	6	45,19210031	5,714828962	0,002871695	5575
145	1,62405E+12	6	45,19210261	5,71481862	0,000328866	6435
146	1,62405E+12	6	45,19210261	5,71481862	0	5990
147	1,62405E+12	6	45,1920855	5,714796412	0,00232543	5999
148	1,62405E+12	4	45,19208421	5,7147947	0,000189871	6002
149	1,62405E+12	6	45,19208258	5,714796961	0,000232543	6007
150	1,62405E+12	4	45,19208156	5,714796986	0,000134259	6006
151	1,62405E+12	6	45,19208039	5,714797734	0,000164433	5986
152	1,62405E+12	6	45,19207846	5,714799167	0,000268518	5539
153	1,62405E+12	6	45,19207702	5,714799993	0,000189871	6458
154	1,62405E+12	6	45,192076	5,714802576	0,000134259	5957
155	1,62405E+12	6	45,19207493	5,714807749	0,000164433	5983
156	1,62405E+12	6	45,19207479	5,714809393	0	6023
157	1,62405E+12	6	45,19207799	5,714815181	0,000435048	5982
158	1,62405E+12	6	45,19209108	5,714819444	0,001781144	5998
159	1,62405E+12	6	45,19209559	5,714826226	0,000615251	6012
160	1,62405E+12	6	45,19209958	5,714836379	0,000545362	5999
161	1,62405E+12	6	45,19209925	5,714835694	0	6012
162	1,62405E+12	6	45,19209929	5,714837549	0	5988
163	1,62405E+12	6	45,19209992	5,71483735	0	6003
164	1,62405E+12	6	45,19209704	5,714837107	0,000402776	5991
165	1,62405E+12	6	45,19209337	5,714838095	0,00050235	6011
166	1,62405E+12	6	45,19209365	5,714838823	0	5997
167	1,62405E+12	6	45,19209221	5,714837054	0,000189871	6006
168	1,62405E+12	6	45,19209318	5,714836563	0,000134259	6013
169	1,62405E+12	6	45,19209025	5,714836611	0,000391428	5971
170	1,62405E+12	6	45,19208703	5,714836188	0,000445286	5978
171	1,62405E+12	6	45,1920847	5,714833528	0,000328866	6003
172	1,62405E+12	6	45,19208412	5,714829506	0,000134259	5995
173	1,62405E+12	6	45,19208313	5,714825628	0,000134259	6028
174	1,62405E+12	4	45,19208414	5,714821078	0,000134259	5985
175	1,62405E+12	4	45,19208114	5,714811422	0,000402776	6007
176	1,62405E+12	6	45,192079	5,714807178	0,000300212	5990
177	1,62405E+12	4	45,19207761	5,714803952	0,000189871	6031
178	1,62405E+12	4	45,19207911	5,714803149	0,000212282	5965
179	1,62405E+12	4	45,19208276	5,71480459	0,000484077	6016
180	1,62405E+12	4	45,19208405	5,714806806	0,000134259	5998
181	1,62405E+12	6	45,1920869	5,714806884	0,000379741	6010
182	1,62405E+12	6	45,19209125	5,71481056	0,000600424	5987
183	1,62405E+12	6	45,19209363	5,714812115	0,000342294	5993
184	1,62405E+12	6	45,19209254	5,714812417	0,000164433	6069
185	1,62405E+12	6	45,19209145	5,714809667	0,000164433	5939
186	1,62405E+12	4	45,19209075	5,714806637	0	6007
187	1,62405E+12	4	45,19209032	5,714804963	0	6029
188	1,62405E+12	6	45,19209172	5,71480757	0,000189871	5956
189	1,62405E+12	6	45,19209218	5,71480678	0	5997
190	1,62405E+12	6	45,19209364	5,71480563	0,000189871	6017
191	1,62405E+12	6	45,19209316	5,714806879	0	5994
192	1,62405E+12	6	45,19209227	5,714806385	0,000134259	5999
193	1,62405E+12	6	45,19209225	5,7148081	0	5987
194	1,62405E+12	6	45,19209225	5,714808314	0	5995
195	1,62405E+12	6	45,19209203	5,714808292	0	6024
196	1,62405E+12	6	45,19209543	5,714806552	0,000465086	6010
197	1,62405E+12	6	45,19209949	5,714805581	0,000553563	5997
198	1,62405E+12	6	45,19210101	5,714804739	0,000189871	6000
199	1,62405E+12	6	45,19210222	5,714812823	0,000189871	5990
200	1,62405E+12	6	45,19208335	5,714878374	0,002565011	6004
201	1,62405E+12	6	45,19183076	5,715021395	0,034359759	6006
202	1,62405E+12	6	45,19149128	5,715188457	0,046180534	5988
203	1,62405E+12	4	45,19133953	5,715262338	0,020644007	6010
204	1,62405E+12	6	45,19125972	5,715326794	0,010857544	5994
205	1,62405E+12	6	45,19127573	5,715583079	0,002177312	5997
206	1,62405E+12	6	45,19136792	5,716006462	0,012540806	5989
207	1,62405E+12	6	45,1914432	5,716411092	0,010239378	5998
208	1,62405E+12	6	45,19152617	5,716840653	0,011287324	6011
209	1,62405E+12	6	45,19161938	5,7173139	0,01267875	6010
210	1,62405E+12	6	45,19170916	5,717734585	0,012213123	5990
211	1,62405E+12	6	45,19180449	5,718209242	0,01296901	5998
212	1,62405E+12	6	45,19190248	5,718686365	0,013329538	5995
213	1,62405E+12	6	45,19202589	5,71928235	0,016787181	5996
214	1,62405E+12	6	45,19210259	5,719659422	0,010435112	6017
215	1,62405E+12	6	45,19212285	5,719748935	0,00275476	5994
216	1,62405E+12	6	45,19212285	5,719748935	0	6002
217	1,62405E+12	8	45,19212285	5,719748935	0	5987
218	1,62405E+12	4	45,19215503	5,719986591	0,004377331	6046
219	1,62405E+12	6	45,19219095	5,72044221	0,004886171	5969
220	1,62405E+12	6	45,19233862	5,720503064	0,020088183	5944
221	1,62405E+12	6	45,19284017	5,720121533	0,068227047	5994
222	1,62405E+12	6	45,19342713	5,71972954	0,07984527	6014
223	1,62405E+12	6	45,19387148	5,719137655	0,060446282	6002
224	1,62405E+12	4	45,19400446	5,718765017	0,018089597	6091
225	1,62405E+12	6	45,19400446	5,718765017	9,49353E-05	5904
226	1,62405E+12	6	45,19400446	5,718765017	9,49353E-05	6029
227	1,62405E+12	4	45,19400446	5,718765017	9,49353E-05	5966
228	1,62405E+12	6	45,19400446	5,718765017	9,49353E-05	6011
229	1,62405E+12	4	45,19397652	5,718439871	0,00380097	6019
230	1,62405E+12	6	45,19402718	5,717789106	0,006890498	5970
231	1,62405E+12	4	45,19458543	5,717001768	0,075940346	6028
232	1,62405E+12	8	45,19548323	5,716338167	0,122127758	5999
233	1,62405E+12	8	45,19657858	5,715962715	0,149000398	5974
234	1,62405E+12	8	45,19775458	5,716069707	0,159970146	5995
235	1,62405E+12	6	45,19890242	5,716440538	0,156138697	6051
236	1,62405E+12	6	45,2000758	5,716471781	0,15961162	5957
237	1,62405E+12	4	45,20117713	5,715935992	0,149810668	6037
238	1,62405E+12	4	45,20214069	5,714999245	0,131069173	5965
239	1,62405E+12	4	45,20301057	5,713895184	0,118324348	5999
240	1,62405E+12	4	45,20387443	5,71277459	0,117505818	5993
241	1,62405E+12	3	45,20471671	5,711621872	0,114569875	6011
242	1,62405E+12	6	45,20538133	5,710263227	0,090404328	6018
243	1,62405E+12	4	45,2059177	5,70874634	0,072957823	5976
244	1,62405E+12	4	45,20653364	5,707128455	0,083780925	6001
245	1,62405E+12	4	45,20716704	5,705493687	0,086156071	6027
246	1,62405E+12	4	45,20783351	5,703876026	0,090654014	5989
247	1,62405E+12	4	45,20850987	5,70226948	0,091998966	5988
248	1,62405E+12	4	45,20915248	5,700638453	0,087407316	6021
249	1,62405E+12	4	45,20976258	5,698985898	0,082985941	5990
250	1,62405E+12	3	45,21031992	5,697295426	0,075807901	6008
251	1,62405E+12	3	45,21082197	5,695565963	0,068288907	6008
252	1,62405E+12	4	45,21125892	5,693796246	0,059433439	5988
253	1,62405E+12	4	45,21164068	5,691996068	0,051925269	6001
254	1,62405E+12	4	45,2120139	5,690193201	0,050764914	5998
255	1,62405E+12	4	45,21244268	5,688416965	0,058321961	5996
256	1,62405E+12	4	45,21297933	5,686703698	0,072993453	5990
257	1,62405E+12	4	45,21360778	5,685056727	0,085478838	5999
258	1,62405E+12	4	45,21431077	5,683462703	0,095617897	6013
259	1,62405E+12	6	45,21501551	5,681905046	0,095855414	6026
260	1,62405E+12	4	45,21574203	5,680336332	0,098817795	5967
261	1,62405E+12	4	45,21647827	5,678788426	0,10013784	6014
262	1,62405E+12	4	45,21726863	5,67729033	0,107500801	6017
263	1,62405E+12	4	45,2181473	5,675886622	0,119510457	5977
264	1,62405E+12	4	45,21911536	5,674607253	0,131667079	5997
265	1,62405E+12	4	45,22017156	5,6734712	0,143654831	6025
266	1,62405E+12	4	45,22130023	5,672483417	0,153510905	5982
267	1,62405E+12	4	45,22246376	5,671596806	0,158250906	5978
268	1,62405E+12	4	45,22369087	5,670687068	0,166898684	6019
269	1,62405E+12	4	45,22498816	5,669720434	0,176440157	5980
270	1,62405E+12	4	45,22628944	5,668744193	0,176983586	6023
271	1,62405E+12	4	45,22758858	5,667770065	0,176689816	5998
272	1,62405E+12	4	45,22889081	5,666808773	0,177108967	5980
273	1,62405E+12	4	45,23020841	5,665888641	0,179197611	6015
274	1,62405E+12	4	45,23143821	5,66510053	0,167256543	5994
275	1,62405E+12	4	45,2325455	5,66451351	0,150593179	6002
276	1,62405E+12	4	45,23362686	5,66397068	0,147065471	6007
277	1,62405E+12	6	45,23469465	5,663457485	0,145218488	5995
278	1,62405E+12	4	45,23570408	5,663144024	0,137281693	6002
279	1,62405E+12	6	45,23655537	5,663013499	0,11577452	5998
280	1,62405E+12	4	45,23699038	5,662991292	0,059160613	5993
281	1,62405E+12	6	45,23728174	5,663282615	0,03962386	5997
282	1,62405E+12	6	45,23730388	5,66274702	0,003011111	6028
283	1,62405E+12	4	45,23704699	5,66197678	0,034936448	5979
284	1,62405E+12	4	45,23696737	5,661258787	0,010829284	6012
285	1,62405E+12	6	45,23684443	5,660494679	0,016718858	6071
286	1,62405E+12	6	45,23659377	5,659458035	0,034089043	5926
287	1,62405E+12	4	45,23611563	5,6581785	0,065026937	6035
288	1,62405E+12	4	45,23561131	5,65678562	0,068586531	5986
289	1,62405E+12	4	45,2349412	5,655509441	0,091133683	5985
290	1,62405E+12	6	45,23395832	5,654565693	0,133671664	5985
291	1,62405E+12	4	45,23310583	5,653322377	0,115938234	6002
292	1,62405E+12	6	45,23254139	5,651655953	0,076764919	5993
293	1,62405E+12	6	45,23205076	5,649925923	0,066725469	6021
294	1,62405E+12	4	45,23162879	5,648372065	0,05738931	5990
295	1,62405E+12	4	45,23133687	5,647374478	0,039701801	5995
296	1,62405E+12	8	45,23131762	5,646591756	0,002617186	6002
297	1,62405E+12	6	45,23180399	5,645698695	0,066147221	6012
298	1,62405E+12	4	45,23226972	5,644910612	0,063339348	6040
299	1,62405E+12	8	45,23262023	5,644943137	0,047669432	5941
300	1,62405E+12	8	45,23278256	5,645636889	0,022076897	6016
301	1,62405E+12	6	45,23295108	5,64632081	0,022919158	5983
302	1,62405E+12	4	45,23314209	5,647101597	0,025976907	6005
303	1,62405E+12	4	45,23333285	5,647835898	0,025944273	5993
304	1,62405E+12	4	45,2335017	5,648502994	0,022963748	6002
305	1,62405E+12	4	45,23364595	5,649076228	0,019617869	5957
306	1,62405E+12	4	45,23378245	5,649598315	0,018563189	6021
307	1,62405E+12	6	45,23385883	5,649966891	0,010388368	5986
308	1,62405E+12	6	45,23387287	5,649997979	0,001908176	6049
309	1,62405E+12	4	45,23387287	5,649997979	0	5952
310	1,62405E+12	4	45,23387287	5,649997979	0	5981
311	1,62405E+12	4	45,23382602	5,650003651	0,006371283	6021
312	1,62405E+12	6	45,23382602	5,650003651	9,49353E-05	5997
313	1,62405E+12	4	45,23382602	5,650003651	9,49353E-05	6015
314	1,62405E+12	6	45,23382602	5,650003651	9,49353E-05	5979
315	1,62405E+12	4	45,23382602	5,650003651	9,49353E-05	6029
316	1,62405E+12	4	45,23382602	5,650003651	9,49353E-05	6004
317	1,62405E+12	4	45,23382602	5,650003651	9,49353E-05	5971
