,Timestamp,Quality,Lat,Lon
0,1628494866749,8,49.73088856806058,3.2445919359961635
1,1628494872034,8,49.73088856806058,3.2445919359961635
2,1628494878040,24,49.73070891827175,3.244802382759374
3,1628494884056,16,49.73070991827049,3.2447629924682238
4,1628494890018,16,49.73070991827049,3.2447629924682238
5,1628494896049,12,49.73070991827049,3.2447629924682238
6,1628494902019,12,49.73079155135253,3.2448312400045656
7,1628494908054,12,49.73079155135253,3.2448312400045656
8,1628494914036,12,49.730829881067784,3.2448895710965595
9,1628494920055,8,49.73081744961704,3.244854042375624
10,1628494926048,8,49.73078655631785,3.2446555321750457
11,1628494932079,12,49.73074708989977,3.244402819219134
12,1628494938033,12,49.73071929273962,3.2441152812406813
13,1628494944046,12,49.730702531578274,3.243787014625864
14,1628494950073,12,49.73069397325189,3.2434648675152795
15,1628494956044,12,49.73070530849142,3.2432550913731597
16,1628494962046,12,49.73068575321393,3.243079350339261
17,1628494968042,12,49.7306767186755,3.242866259775157
18,1628494974033,12,49.730663709541005,3.242610582047993
19,1628494980034,12,49.73070808933479,3.2425396980333394
20,1628494986035,8,49.73081832605071,3.242501177473616
21,1628494992047,8,49.73108589272628,3.242715744076281
22,1628494998054,12,49.73151115721277,3.243114072184447
23,1628495004053,12,49.731997191994324,3.2435941749261366
24,1628495010033,12,49.73255618607522,3.2441822811137717
25,1628495016056,8,49.73319435621515,3.244848071789542
26,1628495022047,8,49.73385041322697,3.245543505595482
27,1628495028034,8,49.734504710428155,3.2462470560206547
28,1628495034047,8,49.73514176719828,3.246932905742536
29,1628495040044,8,49.7357802287187,3.247625861751551
30,1628495046047,8,49.73641269372415,3.248292667819599
31,1628495052051,8,49.737038245669204,3.248941362868507
32,1628495058034,8,49.73766279617113,3.2496161550284266
33,1628495064074,8,49.73830552499203,3.250287349592345
34,1628495070034,12,49.738893203226496,3.2508930849588435
35,1628495076055,12,49.739386371929776,3.2513996812039885
36,1628495082047,12,49.73961210127646,3.251950721597708
37,1628495088072,12,49.73962951622683,3.2526660006245858
