,Timestamp,Quality,Lat,Lon
0,1623412578703,6,45.17980103475921,5.692725424846902
1,1623412639081,6,45.178821551076354,5.692622982987409
2,1623412700112,4,45.18001766189308,5.695533643613311
3,1623412761103,4,45.18001611475071,5.7023450579385875
4,1623412822096,3,45.1800086412169,5.702550883450372
5,1623412883113,4,45.17999181683732,5.702883249691785
6,1623412944080,4,45.17995226635909,5.703297166085344
7,1623413005129,3,45.179940575969106,5.704018138650486
8,1623413066102,4,45.179918607819516,5.704697877513206
9,1623413127077,4,45.17877652415357,5.705373413427397
10,1623413188076,4,45.17302855213234,5.705006098442618
11,1623413249080,6,45.17235029857521,5.704981926727678
12,1623413310050,4,45.16846164067004,5.704753443744103
13,1623413371095,4,45.1690251727954,5.7020422850744055
14,1623413432090,8,45.17964194624325,5.702729548642853
15,1623413493100,4,45.190703921985396,5.7028170357225925
16,1623413554590,4,45.201662721281174,5.695549248952825
17,1623413615032,4,45.211351394946306,5.6852942521429695
18,1623413676085,4,45.221746117479505,5.672193560503915
19,1623413737481,4,45.23548754897321,5.663226421316196
20,1623413798035,6,45.23630083331614,5.658609924682319
21,1623413859036,8,45.231306813738314,5.646733418338764
22,1623413920029,6,45.23390017490525,5.649984802936354
