	RR	Timestamp	SensorContact	errorEstimate	blockerBit	gap
1525	951	1,62677E+12	-1	-1	-1	0
1526	967	1,62677E+12	-1	-1	-1	990
1527	935	1,62677E+12	-1	-1	-1	1049
1528	887	1,62677E+12	-1	-1	-1	3032
1529	871	1,62677E+12	-1	-1	-1	3930
1530	895	1,62677E+12	-1	-1	-1	990
1531	959	1,62677E+12	-1	-1	-1	0
1532	951	1,62677E+12	-1	-1	-1	1020
1533	903	1,62677E+12	-1	-1	-1	991
1534	895	1,62677E+12	-1	-1	-1	989
1535	855	1,62677E+12	-1	-1	-1	1021
1536	919	1,62677E+12	-1	-1	-1	990
1537	951	1,62677E+12	-1	-1	-1	1019
1538	991	1,62677E+12	-1	-1	-1	990
1539	1095	1,62677E+12	-1	-1	-1	3991
1540	879	1,62677E+12	-1	-1	-1	1
1541	903	1,62677E+12	-1	-1	-1	989
1542	943	1,62677E+12	-1	-1	-1	1019
1543	927	1,62677E+12	-1	-1	-1	990
1544	943	1,62677E+12	-1	-1	-1	991
1545	959	1,62677E+12	-1	-1	-1	1020
1546	959	1,62677E+12	-1	-1	-1	992
1547	975	1,62677E+12	-1	-1	-1	986
1548	919	1,62677E+12	-1	-1	-1	1022
1549	935	1,62677E+12	-1	-1	-1	989
1550	887	1,62677E+12	-1	-1	-1	991
1551	863	1,62677E+12	-1	-1	-1	2998
1552	895	1,62677E+12	-1	-1	-1	1052
1553	879	1,62677E+12	-1	-1	-1	957
1554	823	1,62677E+12	-1	-1	-1	993
1555	807	1,62677E+12	-1	-1	-1	1078
1556	783	1,62677E+12	-1	-1	-1	932
1557	919	1,62677E+12	-1	-1	-1	0
1558	967	1,62677E+12	-1	-1	-1	989
1559	1015	1,62677E+12	-1	-1	-1	1021
1560	911	1,62677E+12	-1	-1	-1	1020
1561	935	1,62677E+12	-1	-1	-1	960
1562	951	1,62677E+12	-1	-1	-1	1018
1563	919	1,62677E+12	-1	-1	-1	992
1564	887	1,62677E+12	-1	-1	-1	990
1565	935	1,62677E+12	-1	-1	-1	1019
1566	919	1,62677E+12	-1	-1	-1	991
1567	935	1,62677E+12	-1	-1	-1	989
1568	967	1,62677E+12	-1	-1	-1	1021
1569	935	1,62677E+12	-1	-1	-1	990
1570	943	1,62677E+12	-1	-1	-1	989
1571	927	1,62677E+12	-1	-1	-1	1021
1572	959	1,62677E+12	-1	-1	-1	990
1573	911	1,62677E+12	-1	-1	-1	991
1574	871	1,62677E+12	-1	-1	-1	0
1575	951	1,62677E+12	-1	-1	-1	1019
1576	887	1,62677E+12	-1	-1	-1	991
1577	951	1,62677E+12	-1	-1	-1	988
1578	911	1,62677E+12	-1	-1	-1	1021
1579	895	1,62677E+12	-1	-1	-1	989
1580	895	1,62677E+12	-1	-1	-1	992
1581	751	1,62677E+12	-1	-1	-1	1018
1582	1000	1,62677E+12	-1	-1	-1	991
1583	887	1,62677E+12	-1	-1	-1	989
1584	943	1,62677E+12	-1	-1	-1	0
1585	943	1,62677E+12	-1	-1	-1	1020
1586	903	1,62677E+12	-1	-1	-1	991
1587	855	1,62677E+12	-1	-1	-1	990
1588	823	1,62677E+12	-1	-1	-1	1049
1589	807	1,62677E+12	-1	-1	-1	961
1590	863	1,62677E+12	-1	-1	-1	992
1591	895	1,62677E+12	-1	-1	-1	1018
1592	767	1,62677E+12	-1	-1	-1	0
1593	831	1,62677E+12	-1	-1	-1	990
1594	871	1,62677E+12	-1	-1	-1	990
1595	887	1,62677E+12	-1	-1	-1	1019
1596	895	1,62677E+12	-1	-1	-1	991
1597	775	1,62677E+12	-1	-1	-1	990
1598	759	1,62677E+12	-1	-1	-1	2011
1599	911	1,62677E+12	-1	-1	-1	989
1600	887	1,62677E+12	-1	-1	-1	1024
1601	847	1,62677E+12	-1	-1	-1	987
1602	959	1,62677E+12	-1	-1	-1	992
1603	967	1,62677E+12	-1	-1	-1	1077
1604	959	1,62677E+12	-1	-1	-1	929
1605	903	1,62677E+12	-1	-1	-1	1019
1606	831	1,62677E+12	-1	-1	-1	0
1607	895	1,62677E+12	-1	-1	-1	991
1608	847	1,62677E+12	-1	-1	-1	991
1609	823	1,62677E+12	-1	-1	-1	991
1610	655	1,62677E+12	-1	-1	-1	1019
1611	687	1,62677E+12	-1	-1	-1	0
1612	1039	1,62677E+12	-1	-1	-1	991
1613	871	1,62677E+12	-1	-1	-1	3000
1614	815	1,62677E+12	-1	-1	-1	989
1615	743	1,62677E+12	-1	-1	-1	1020
1616	767	1,62677E+12	-1	-1	-1	988
1617	847	1,62677E+12	-1	-1	-1	993
1618	887	1,62677E+12	-1	-1	-1	989
1619	991	1,62677E+12	-1	-1	-1	1020
1620	927	1,62677E+12	-1	-1	-1	0
1621	943	1,62677E+12	-1	-1	-1	993
1622	895	1,62677E+12	-1	-1	-1	2996
1623	799	1,62677E+12	-1	-1	-1	990
1624	919	1,62677E+12	-1	-1	-1	1021
1625	847	1,62677E+12	-1	-1	-1	1980
1626	927	1,62677E+12	-1	-1	-1	1020
1627	855	1,62677E+12	-1	-1	-1	990
1628	935	1,62677E+12	-1	-1	-1	990
1629	975	1,62677E+12	-1	-1	-1	1019
1630	1055	1,62677E+12	-1	-1	-1	991
1631	831	1,62677E+12	-1	-1	-1	989
1632	903	1,62677E+12	-1	-1	-1	1021
1633	1000	1,62677E+12	-1	-1	-1	993
1634	927	1,62677E+12	-1	-1	-1	3026
1635	887	1,62677E+12	-1	-1	-1	0
1636	919	1,62677E+12	-1	-1	-1	990
1637	903	1,62677E+12	-1	-1	-1	991
1638	903	1,62677E+12	-1	-1	-1	990
1639	919	1,62677E+12	-1	-1	-1	990
1640	983	1,62677E+12	-1	-1	-1	1021
1641	975	1,62677E+12	-1	-1	-1	988
1642	775	1,62677E+12	-1	-1	-1	990
1643	767	1,62677E+12	-1	-1	-1	2011
1644	807	1,62677E+12	-1	-1	-1	989
1645	839	1,62677E+12	-1	-1	-1	1022
1646	831	1,62677E+12	-1	-1	-1	987
1647	599	1,62677E+12	-1	-1	-1	0
1648	759	1,62677E+12	-1	-1	-1	5012
1649	711	1,62677E+12	-1	-1	-1	0
1650	687	1,62677E+12	-1	-1	-1	3000
1651	799	1,62677E+12	-1	-1	-1	1
1652	831	1,62677E+12	-1	-1	-1	990
1653	863	1,62677E+12	-1	-1	-1	989
1654	1000	1,62677E+12	-1	-1	-1	1022
1655	567	1,62677E+12	-1	-1	-1	989
1656	951	1,62677E+12	-1	-1	-1	3003
1657	959	1,62677E+12	-1	-1	-1	987
1658	951	1,62677E+12	-1	-1	-1	1019
1659	935	1,62677E+12	-1	-1	-1	993
1660	935	1,62677E+12	-1	-1	-1	986
1661	959	1,62677E+12	-1	-1	-1	1050
1662	951	1,62677E+12	-1	-1	-1	991
1663	959	1,62677E+12	-1	-1	-1	990
1664	959	1,62677E+12	-1	-1	-1	990
1665	1000	1,62677E+12	-1	-1	-1	990
1666	975	1,62677E+12	-1	-1	-1	991
1667	895	1,62677E+12	-1	-1	-1	0
1668	911	1,62677E+12	-1	-1	-1	1017
1669	943	1,62677E+12	-1	-1	-1	992
1670	911	1,62677E+12	-1	-1	-1	990
1671	903	1,62677E+12	-1	-1	-1	1020
1672	655	1,62677E+12	-1	-1	-1	992
1673	951	1,62677E+12	-1	-1	-1	2997
1674	775	1,62677E+12	-1	-1	-1	0
1675	991	1,62677E+12	-1	-1	-1	991
1676	903	1,62677E+12	-1	-1	-1	1020
1677	951	1,62677E+12	-1	-1	-1	3000
1678	911	1,62677E+12	-1	-1	-1	990
1679	591	1,62677E+12	-1	-1	-1	993
1680	959	1,62677E+12	-1	-1	-1	2007
1681	927	1,62677E+12	-1	-1	-1	3000
1682	975	1,62677E+12	-1	-1	-1	990
1683	959	1,62677E+12	-1	-1	-1	1023
1684	991	1,62677E+12	-1	-1	-1	990
1685	991	1,62677E+12	-1	-1	-1	987
1686	959	1,62677E+12	-1	-1	-1	990
1687	983	1,62677E+12	-1	-1	-1	1021
1688	1000	1,62677E+12	-1	-1	-1	990
1689	967	1,62677E+12	-1	-1	-1	989
1690	983	1,62677E+12	-1	-1	-1	1052
1691	1000	1,62677E+12	-1	-1	-1	991
1692	975	1,62677E+12	-1	-1	-1	956
1693	983	1,62677E+12	-1	-1	-1	1049
1694	1271	1,62677E+12	-1	-1	-1	963
1695	911	1,62677E+12	-1	-1	-1	2008
1696	903	1,62677E+12	-1	-1	-1	991
1697	903	1,62677E+12	-1	-1	-1	990
1698	951	1,62677E+12	-1	-1	-1	1021
1699	951	1,62677E+12	-1	-1	-1	990
1700	927	1,62677E+12	-1	-1	-1	988
1701	951	1,62677E+12	-1	-1	-1	1021
1702	943	1,62677E+12	-1	-1	-1	990
1703	927	1,62677E+12	-1	-1	-1	990
1704	967	1,62677E+12	-1	-1	-1	1021
1705	975	1,62677E+12	-1	-1	-1	1019
1706	911	1,62677E+12	-1	-1	-1	3961
1707	871	1,62677E+12	-1	-1	-1	1020
1708	847	1,62677E+12	-1	-1	-1	3989
1709	895	1,62677E+12	-1	-1	-1	0
1710	1127	1,62677E+12	-1	-1	-1	3991
1711	679	1,62677E+12	-1	-1	-1	0
1712	927	1,62677E+12	-1	-1	-1	1020
1713	951	1,62677E+12	-1	-1	-1	989
1714	855	1,62677E+12	-1	-1	-1	989
1715	967	1,62677E+12	-1	-1	-1	1051
1716	959	1,62677E+12	-1	-1	-1	989
1717	1000	1,62677E+12	-1	-1	-1	992
1718	991	1,62677E+12	-1	-1	-1	990
1719	983	1,62677E+12	-1	-1	-1	990
1720	1000	1,62677E+12	-1	-1	-1	990
1721	679	1,62677E+12	-1	-1	-1	1020
1722	903	1,62677E+12	-1	-1	-1	2998
1723	871	1,62677E+12	-1	-1	-1	991
1724	975	1,62677E+12	-1	-1	-1	0
1725	839	1,62677E+12	-1	-1	-1	991
1726	839	1,62677E+12	-1	-1	-1	1018
1727	823	1,62677E+12	-1	-1	-1	992
1728	855	1,62677E+12	-1	-1	-1	989
1729	903	1,62677E+12	-1	-1	-1	1021
1730	903	1,62677E+12	-1	-1	-1	989
1731	879	1,62677E+12	-1	-1	-1	989
1732	863	1,62677E+12	-1	-1	-1	0
1733	831	1,62677E+12	-1	-1	-1	1021
1734	807	1,62677E+12	-1	-1	-1	989
1735	887	1,62677E+12	-1	-1	-1	3002
1736	855	1,62677E+12	-1	-1	-1	989
1737	943	1,62677E+12	-1	-1	-1	1051
1738	903	1,62677E+12	-1	-1	-1	960
1739	943	1,62677E+12	-1	-1	-1	988
1740	927	1,62677E+12	-1	-1	-1	1022
1741	919	1,62677E+12	-1	-1	-1	989
1742	943	1,62677E+12	-1	-1	-1	990
1743	927	1,62677E+12	-1	-1	-1	1022
1744	911	1,62677E+12	-1	-1	-1	988
1745	935	1,62677E+12	-1	-1	-1	989
1746	975	1,62677E+12	-1	-1	-1	1082
1747	959	1,62677E+12	-1	-1	-1	0
1748	959	1,62677E+12	-1	-1	-1	958
1749	967	1,62677E+12	-1	-1	-1	961
1750	975	1,62677E+12	-1	-1	-1	1019
1751	935	1,62677E+12	-1	-1	-1	997
1752	951	1,62677E+12	-1	-1	-1	986
1753	959	1,62677E+12	-1	-1	-1	1018
1754	903	1,62677E+12	-1	-1	-1	989
1755	927	1,62677E+12	-1	-1	-1	992
1756	967	1,62677E+12	-1	-1	-1	1021
1757	991	1,62677E+12	-1	-1	-1	988
1758	895	1,62677E+12	-1	-1	-1	991
1759	935	1,62677E+12	-1	-1	-1	1022
1760	919	1,62677E+12	-1	-1	-1	988
1761	951	1,62677E+12	-1	-1	-1	990
1762	1007	1,62677E+12	-1	-1	-1	1019
1763	959	1,62677E+12	-1	-1	-1	991
1764	1007	1,62677E+12	-1	-1	-1	991
1765	1015	1,62677E+12	-1	-1	-1	1018
1766	991	1,62677E+12	-1	-1	-1	990
1767	1000	1,62677E+12	-1	-1	-1	1021
1768	991	1,62677E+12	-1	-1	-1	990
1769	943	1,62677E+12	-1	-1	-1	990
1770	895	1,62677E+12	-1	-1	-1	3000
1771	975	1,62677E+12	-1	-1	-1	0
1772	1023	1,62677E+12	-1	-1	-1	2009
1773	983	1,62677E+12	-1	-1	-1	991
1774	943	1,62677E+12	-1	-1	-1	0
1775	935	1,62677E+12	-1	-1	-1	990
1776	799	1,62677E+12	-1	-1	-1	1018
1777	847	1,62677E+12	-1	-1	-1	992
1778	887	1,62677E+12	-1	-1	-1	988
1779	919	1,62677E+12	-1	-1	-1	1052
1780	855	1,62677E+12	-1	-1	-1	2970
1781	951	1,62677E+12	-1	-1	-1	990
1782	879	1,62677E+12	-1	-1	-1	0
1783	1047	1,62677E+12	-1	-1	-1	989
1784	903	1,62677E+12	-1	-1	-1	1019
1785	983	1,62677E+12	-1	-1	-1	992
1786	951	1,62677E+12	-1	-1	-1	989
1787	959	1,62677E+12	-1	-1	-1	1020
1788	975	1,62677E+12	-1	-1	-1	991
1789	927	1,62677E+12	-1	-1	-1	990
1790	919	1,62677E+12	-1	-1	-1	1019
1791	935	1,62677E+12	-1	-1	-1	992
1792	951	1,62677E+12	-1	-1	-1	1050
1793	951	1,62677E+12	-1	-1	-1	960
1794	983	1,62677E+12	-1	-1	-1	989
1795	1031	1,62677E+12	-1	-1	-1	989
1796	1023	1,62677E+12	-1	-1	-1	1020
1797	935	1,62677E+12	-1	-1	-1	992
1798	1007	1,62677E+12	-1	-1	-1	988
1799	975	1,62677E+12	-1	-1	-1	1021
1800	967	1,62677E+12	-1	-1	-1	990
1801	735	1,62677E+12	-1	-1	-1	989
1802	1159	1,62677E+12	-1	-1	-1	1020
1803	911	1,62677E+12	-1	-1	-1	3991
1804	943	1,62677E+12	-1	-1	-1	990
1805	959	1,62677E+12	-1	-1	-1	1019
1806	935	1,62677E+12	-1	-1	-1	991
1807	855	1,62677E+12	-1	-1	-1	989
1808	855	1,62677E+12	-1	-1	-1	1050
1809	887	1,62677E+12	-1	-1	-1	990
1810	855	1,62677E+12	-1	-1	-1	1
1811	807	1,62677E+12	-1	-1	-1	959
1812	951	1,62677E+12	-1	-1	-1	1023
1813	935	1,62677E+12	-1	-1	-1	989
1814	967	1,62677E+12	-1	-1	-1	988
1815	943	1,62677E+12	-1	-1	-1	1020
1816	863	1,62677E+12	-1	-1	-1	992
1817	871	1,62677E+12	-1	-1	-1	989
1818	943	1,62677E+12	-1	-1	-1	1019
1819	919	1,62677E+12	-1	-1	-1	991
1820	823	1,62677E+12	-1	-1	-1	2010
1821	871	1,62677E+12	-1	-1	-1	991
1822	903	1,62677E+12	-1	-1	-1	989
1823	919	1,62677E+12	-1	-1	-1	1018
1824	959	1,62677E+12	-1	-1	-1	995
1825	991	1,62677E+12	-1	-1	-1	986
1826	983	1,62677E+12	-1	-1	-1	1020
1827	1007	1,62677E+12	-1	-1	-1	991
1828	991	1,62677E+12	-1	-1	-1	988
1829	1063	1,62677E+12	-1	-1	-1	1021
1830	1023	1,62677E+12	-1	-1	-1	991
1831	1000	1,62677E+12	-1	-1	-1	1021
1832	975	1,62677E+12	-1	-1	-1	989
1833	1023	1,62677E+12	-1	-1	-1	991
1834	1007	1,62677E+12	-1	-1	-1	989
1835	1007	1,62677E+12	-1	-1	-1	1021
1836	1007	1,62677E+12	-1	-1	-1	990
1837	935	1,62677E+12	-1	-1	-1	2999
1838	927	1,62677E+12	-1	-1	-1	991
1839	903	1,62677E+12	-1	-1	-1	989
1840	855	1,62677E+12	-1	-1	-1	3003
1841	927	1,62677E+12	-1	-1	-1	1015
1842	943	1,62677E+12	-1	-1	-1	991
1843	967	1,62677E+12	-1	-1	-1	991
1844	927	1,62677E+12	-1	-1	-1	1019
1845	1047	1,62677E+12	-1	-1	-1	990
1846	879	1,62677E+12	-1	-1	-1	991
1847	967	1,62677E+12	-1	-1	-1	1022
1848	967	1,62677E+12	-1	-1	-1	988
1849	951	1,62677E+12	-1	-1	-1	992
1850	1023	1,62677E+12	-1	-1	-1	1018
1851	991	1,62677E+12	-1	-1	-1	991
1852	1015	1,62677E+12	-1	-1	-1	989
1853	1015	1,62677E+12	-1	-1	-1	1019
1854	1015	1,62677E+12	-1	-1	-1	993
1855	1015	1,62677E+12	-1	-1	-1	1015
1856	967	1,62677E+12	-1	-1	-1	992
1857	983	1,62677E+12	-1	-1	-1	989
1858	967	1,62677E+12	-1	-1	-1	991
1859	799	1,62677E+12	-1	-1	-1	1021
1860	839	1,62677E+12	-1	-1	-1	0
1861	1031	1,62677E+12	-1	-1	-1	2009
1862	1039	1,62677E+12	-1	-1	-1	991
1863	991	1,62677E+12	-1	-1	-1	990
1864	975	1,62677E+12	-1	-1	-1	1021
1865	911	1,62677E+12	-1	-1	-1	0
1866	815	1,62677E+12	-1	-1	-1	2998
1867	839	1,62677E+12	-1	-1	-1	992
1868	871	1,62677E+12	-1	-1	-1	989
1869	887	1,62677E+12	-1	-1	-1	1050
1870	1000	1,62677E+12	-1	-1	-1	960
1871	1007	1,62677E+12	-1	-1	-1	1022
1872	1007	1,62677E+12	-1	-1	-1	988
1873	1007	1,62677E+12	-1	-1	-1	990
1874	1000	1,62677E+12	-1	-1	-1	990
1875	1007	1,62677E+12	-1	-1	-1	1020
1876	1000	1,62677E+12	-1	-1	-1	990
1877	1000	1,62677E+12	-1	-1	-1	991
1878	1000	1,62677E+12	-1	-1	-1	1019
1879	967	1,62677E+12	-1	-1	-1	990
1880	967	1,62677E+12	-1	-1	-1	0
1881	1023	1,62677E+12	-1	-1	-1	2010
1882	983	1,62677E+12	-1	-1	-1	0
1883	975	1,62677E+12	-1	-1	-1	990
1884	1023	1,62677E+12	-1	-1	-1	1001
1885	943	1,62677E+12	-1	-1	-1	1009
1886	951	1,62677E+12	-1	-1	-1	991
1887	1023	1,62677E+12	-1	-1	-1	1021
1888	1047	1,62677E+12	-1	-1	-1	986
1889	911	1,62677E+12	-1	-1	-1	991
1890	951	1,62677E+12	-1	-1	-1	991
1891	951	1,62677E+12	-1	-1	-1	1019
1892	911	1,62677E+12	-1	-1	-1	990
1893	919	1,62677E+12	-1	-1	-1	989
1894	927	1,62677E+12	-1	-1	-1	3002
1895	983	1,62677E+12	-1	-1	-1	989
1896	887	1,62677E+12	-1	-1	-1	1021
1897	815	1,62677E+12	-1	-1	-1	990
1898	815	1,62677E+12	-1	-1	-1	0
1899	863	1,62677E+12	-1	-1	-1	992
1900	919	1,62677E+12	-1	-1	-1	1018
1901	847	1,62677E+12	-1	-1	-1	990
1902	815	1,62677E+12	-1	-1	-1	990
1903	1015	1,62677E+12	-1	-1	-1	1019
1904	855	1,62677E+12	-1	-1	-1	3991
1905	871	1,62677E+12	-1	-1	-1	990
1906	903	1,62677E+12	-1	-1	-1	1020
1907	903	1,62677E+12	-1	-1	-1	991
1908	919	1,62677E+12	-1	-1	-1	988
1909	879	1,62677E+12	-1	-1	-1	2010
1910	919	1,62677E+12	-1	-1	-1	990
1911	927	1,62677E+12	-1	-1	-1	1021
1912	975	1,62677E+12	-1	-1	-1	990
1913	1000	1,62677E+12	-1	-1	-1	990
1914	1031	1,62677E+12	-1	-1	-1	1020
1915	1111	1,62677E+12	-1	-1	-1	989
1916	1063	1,62677E+12	-1	-1	-1	1021
1917	1071	1,62677E+12	-1	-1	-1	989
1918	1039	1,62677E+12	-1	-1	-1	991
1919	991	1,62677E+12	-1	-1	-1	990
1920	951	1,62677E+12	-1	-1	-1	1019
1921	903	1,62677E+12	-1	-1	-1	989
1922	991	1,62677E+12	-1	-1	-1	992
1923	1031	1,62677E+12	-1	-1	-1	1020
1924	1039	1,62677E+12	-1	-1	-1	991
1925	903	1,62677E+12	-1	-1	-1	990
1926	967	1,62677E+12	-1	-1	-1	1019
1927	1000	1,62677E+12	-1	-1	-1	991
1928	983	1,62677E+12	-1	-1	-1	1049
1929	935	1,62677E+12	-1	-1	-1	960
1930	967	1,62677E+12	-1	-1	-1	990
1931	967	1,62677E+12	-1	-1	-1	990
1932	863	1,62677E+12	-1	-1	-1	1021
1933	959	1,62677E+12	-1	-1	-1	989
1934	1031	1,62677E+12	-1	-1	-1	990
1935	991	1,62677E+12	-1	-1	-1	1020
1936	1023	1,62677E+12	-1	-1	-1	990
1937	983	1,62677E+12	-1	-1	-1	990
1938	1000	1,62677E+12	-1	-1	-1	1019
1939	1023	1,62677E+12	-1	-1	-1	989
1940	1031	1,62677E+12	-1	-1	-1	991
1941	911	1,62677E+12	-1	-1	-1	1021
1942	975	1,62677E+12	-1	-1	-1	991
1943	1039	1,62677E+12	-1	-1	-1	988
1944	975	1,62677E+12	-1	-1	-1	1022
1945	967	1,62677E+12	-1	-1	-1	994
1946	1007	1,62677E+12	-1	-1	-1	985
1947	855	1,62677E+12	-1	-1	-1	1020
1948	887	1,62677E+12	-1	-1	-1	0
1949	935	1,62677E+12	-1	-1	-1	990
1950	991	1,62677E+12	-1	-1	-1	1021
1951	943	1,62677E+12	-1	-1	-1	989
1952	967	1,62677E+12	-1	-1	-1	1020
1953	887	1,62677E+12	-1	-1	-1	960
1954	847	1,62677E+12	-1	-1	-1	1020
1955	903	1,62677E+12	-1	-1	-1	992
1956	935	1,62677E+12	-1	-1	-1	989
1957	943	1,62677E+12	-1	-1	-1	1020
1958	927	1,62677E+12	-1	-1	-1	988
1959	879	1,62677E+12	-1	-1	-1	991
1960	879	1,62677E+12	-1	-1	-1	1020
1961	767	1,62677E+12	-1	-1	-1	0
1962	847	1,62677E+12	-1	-1	-1	990
1963	799	1,62677E+12	-1	-1	-1	990
1964	879	1,62677E+12	-1	-1	-1	1019
1965	895	1,62677E+12	-1	-1	-1	3002
1966	967	1,62677E+12	-1	-1	-1	0
1967	927	1,62677E+12	-1	-1	-1	990
1968	943	1,62677E+12	-1	-1	-1	990
1969	951	1,62677E+12	-1	-1	-1	1017
1970	1000	1,62677E+12	-1	-1	-1	992
1971	1039	1,62677E+12	-1	-1	-1	990
1972	983	1,62677E+12	-1	-1	-1	1020
1973	1047	1,62677E+12	-1	-1	-1	991
1974	743	1,62677E+12	-1	-1	-1	3001
1975	839	1,62677E+12	-1	-1	-1	989
1976	911	1,62677E+12	-1	-1	-1	1019
1977	927	1,62677E+12	-1	-1	-1	0
1978	615	1,62677E+12	-1	-1	-1	2999
1979	1047	1,62677E+12	-1	-1	-1	1022
1980	1039	1,62677E+12	-1	-1	-1	990
1981	1039	1,62677E+12	-1	-1	-1	988
1982	743	1,62677E+12	-1	-1	-1	991
1983	767	1,62677E+12	-1	-1	-1	991
1984	983	1,62677E+12	-1	-1	-1	2011
1985	983	1,62677E+12	-1	-1	-1	988
1986	1007	1,62677E+12	-1	-1	-1	1019
1987	1007	1,62677E+12	-1	-1	-1	993
1988	1000	1,62677E+12	-1	-1	-1	994
1989	1000	1,62677E+12	-1	-1	-1	1014
1990	991	1,62677E+12	-1	-1	-1	990
1991	903	1,62677E+12	-1	-1	-1	990
1992	951	1,62677E+12	-1	-1	-1	1021
1993	911	1,62677E+12	-1	-1	-1	990
1994	927	1,62677E+12	-1	-1	-1	990
1995	911	1,62677E+12	-1	-1	-1	1024
1996	911	1,62677E+12	-1	-1	-1	984
1997	967	1,62677E+12	-1	-1	-1	992
1998	919	1,62677E+12	-1	-1	-1	2012
1999	927	1,62677E+12	-1	-1	-1	987
2000	903	1,62677E+12	-1	-1	-1	1019
2001	903	1,62677E+12	-1	-1	-1	992
2002	943	1,62677E+12	-1	-1	-1	990
2003	975	1,62677E+12	-1	-1	-1	989
2004	967	1,62677E+12	-1	-1	-1	1022
2005	887	1,62677E+12	-1	-1	-1	989
2006	1007	1,62677E+12	-1	-1	-1	987
2007	951	1,62677E+12	-1	-1	-1	1022
2008	1031	1,62677E+12	-1	-1	-1	991
2009	1007	1,62677E+12	-1	-1	-1	990
2010	983	1,62677E+12	-1	-1	-1	1049
2011	903	1,62677E+12	-1	-1	-1	991
2012	831	1,62677E+12	-1	-1	-1	1980
2013	903	1,62677E+12	-1	-1	-1	990
2014	951	1,62677E+12	-1	-1	-1	988
2015	983	1,62677E+12	-1	-1	-1	1021
2016	967	1,62677E+12	-1	-1	-1	991
2017	943	1,62677E+12	-1	-1	-1	988
2018	735	1,62677E+12	-1	-1	-1	1022
2019	1231	1,62677E+12	-1	-1	-1	990
2020	1015	1,62677E+12	-1	-1	-1	989
2021	1007	1,62677E+12	-1	-1	-1	1020
2022	983	1,62677E+12	-1	-1	-1	992
2023	991	1,62677E+12	-1	-1	-1	988
2024	919	1,62677E+12	-1	-1	-1	3000
2025	951	1,62677E+12	-1	-1	-1	1020
2026	951	1,62677E+12	-1	-1	-1	991
2027	959	1,62677E+12	-1	-1	-1	989
2028	991	1,62677E+12	-1	-1	-1	1050
2029	1007	1,62677E+12	-1	-1	-1	962
2030	1135	1,62677E+12	-1	-1	-1	987
2031	743	1,62677E+12	-1	-1	-1	1019
2032	911	1,62677E+12	-1	-1	-1	994
2033	1000	1,62677E+12	-1	-1	-1	987
2034	975	1,62677E+12	-1	-1	-1	1020
2035	935	1,62677E+12	-1	-1	-1	992
2036	943	1,62677E+12	-1	-1	-1	990
2037	647	1,62677E+12	-1	-1	-1	0
2038	1079	1,62677E+12	-1	-1	-1	1021
2039	1111	1,62677E+12	-1	-1	-1	989
2040	991	1,62677E+12	-1	-1	-1	990
2041	967	1,62677E+12	-1	-1	-1	1050
2042	1039	1,62677E+12	-1	-1	-1	992
2043	1031	1,62677E+12	-1	-1	-1	987
2044	1039	1,62677E+12	-1	-1	-1	991
2045	983	1,62677E+12	-1	-1	-1	990
2046	887	1,62677E+12	-1	-1	-1	8227
2047	847	1,62677E+12	-1	-1	-1	2
2048	871	1,62677E+12	-1	-1	-1	773
2049	871	1,62677E+12	-1	-1	-1	1676
2050	903	1,62677E+12	-1	-1	-1	331
2051	871	1,62677E+12	-1	-1	-1	991
2052	903	1,62677E+12	-1	-1	-1	991
2053	919	1,62677E+12	-1	-1	-1	1017
2054	887	1,62677E+12	-1	-1	-1	991
2055	887	1,62677E+12	-1	-1	-1	995
2056	895	1,62677E+12	-1	-1	-1	0
2057	919	1,62677E+12	-1	-1	-1	1019
2058	911	1,62677E+12	-1	-1	-1	1083
2059	935	1,62677E+12	-1	-1	-1	894
2060	983	1,62677E+12	-1	-1	-1	1020
2061	919	1,62677E+12	-1	-1	-1	993
2062	935	1,62677E+12	-1	-1	-1	987
2063	975	1,62677E+12	-1	-1	-1	1022
2064	983	1,62677E+12	-1	-1	-1	988
2065	983	1,62677E+12	-1	-1	-1	990
2066	1000	1,62677E+12	-1	-1	-1	1019
2067	975	1,62677E+12	-1	-1	-1	990
2068	895	1,62677E+12	-1	-1	-1	1013
2069	903	1,62677E+12	-1	-1	-1	1027
2070	943	1,62677E+12	-1	-1	-1	991
2071	975	1,62677E+12	-1	-1	-1	975
2072	967	1,62677E+12	-1	-1	-1	1005
2073	1000	1,62677E+12	-1	-1	-1	1021
2074	1039	1,62677E+12	-1	-1	-1	1979
2075	1039	1,62677E+12	-1	-1	-1	992
2076	1015	1,62677E+12	-1	-1	-1	989
2077	1039	1,62677E+12	-1	-1	-1	1021
2078	1063	1,62677E+12	-1	-1	-1	990
2079	1063	1,62677E+12	-1	-1	-1	989
2080	1071	1,62677E+12	-1	-1	-1	2010
2081	1071	1,62677E+12	-1	-1	-1	990
2082	1047	1,62677E+12	-1	-1	-1	1020
2083	1079	1,62677E+12	-1	-1	-1	991
2084	1031	1,62677E+12	-1	-1	-1	993
2085	1047	1,62677E+12	-1	-1	-1	1016
2086	1047	1,62677E+12	-1	-1	-1	990
2087	1015	1,62677E+12	-1	-1	-1	991
2088	991	1,62677E+12	-1	-1	-1	1019
2089	1000	1,62677E+12	-1	-1	-1	992
2090	943	1,62677E+12	-1	-1	-1	986
2091	983	1,62677E+12	-1	-1	-1	1022
2092	975	1,62677E+12	-1	-1	-1	993
