	Timestamp	Quality	Lat	Lon	gap (ms)	distance	test	km/h	0,099803509
180	1,62728E+12	15,25	50,6292336	3,0553874	4520	0	-	0	
181	1,62728E+12	15,25	50,6292336	3,0553874	7447	0,001098956	-	0,011011191	
182	1,62729E+12	14,0710001	50,6292249	3,0553946	3774994	9,49353E-05	-	0,000951222	
183	1,62729E+12	14,0710001	50,6292249	3,0553946	3806	9,49353E-05	-	0,000951222	
184	1,62729E+12	14,0710001	50,6292249	3,0553946	7530	9,49353E-05	-	0,000951222	
185	1,62729E+12	14,0710001	50,6292249	3,0553946	4453	9,49353E-05	-	0,000951222	
186	1,62729E+12	14,0710001	50,6292249	3,0553946	7518	9,49353E-05	-	0,000951222	
187	1,62729E+12	14,0710001	50,6292249	3,0553946	4528	9,49353E-05	-	0,000951222	
188	1,62729E+12	14,0710001	50,6292249	3,0553946	7454	9,49353E-05	-	0,000951222	
189	1,62729E+12	14,0710001	50,6292249	3,0553946	4524	9,49353E-05	-	0,000951222	
190	1,62729E+12	14,0710001	50,6292249	3,0553946	7473	9,49353E-05	-	0,000951222	
191	1,62729E+12	14,0710001	50,6292249	3,0553946	4575	9,49353E-05	-	0,000951222	
192	1,62729E+12	14,0710001	50,6292249	3,0553946	7368	9,49353E-05	-	0,000951222	
193	1,62729E+12	14,0710001	50,6292249	3,0553946	4589	9,49353E-05	-	0,000951222	
194	1,62729E+12	14,0710001	50,6292249	3,0553946	7488	9,49353E-05	-	0,000951222	
195	1,62729E+12	14,0710001	50,6292249	3,0553946	4503	9,49353E-05	-	0,000951222	
196	1,62729E+12	14,0710001	50,6292249	3,0553946	7466	0,001098956	-	0,011011191	
197	1,62729E+12	15,25	50,6292336	3,0553874	4546	0	-	0	
198	1,62729E+12	15,25	50,6292336	3,0553874	7465	0	-	0	
199	1,62729E+12	15,25	50,6292336	3,0553874	4565	0	-	0	
200	1,62729E+12	15,25	50,6292336	3,0553874	7450	0	-	0	
201	1,62729E+12	15,25	50,6292336	3,0553874	4511	0	-	0	
202	1,62729E+12	15,25	50,6292336	3,0553874	7474	0,04236136	-	0,424447599	
203	1,62729E+12	49,25854111	50,62959094	3,0551792	8103	0,005592326	-	0,056033357	
204	1,62729E+12	57,55012131	50,62960549	3,05525508	2960	0,042803188	-	0,428874576	
205	1,62729E+12	16,1989994	50,6292325	3,0554051	5635	0	-	0	
206	1,62729E+12	16,1989994	50,6292325	3,0554051	7314	0	-	0	
207	1,62729E+12	16,1989994	50,6292325	3,0554051	4514	0,000445286	-	0,004461627	
208	1,62729E+12	14,41600037	50,629236	3,0554086	7466	0	-	0	
209	1,62729E+12	14,41600037	50,629236	3,0554086	4524	0,001342588	-	0,013452311	
210	1,62729E+12	13,37100029	50,6292369	3,0553896	7484	0	-	0	
211	1,62729E+12	13,37100029	50,6292369	3,0553896	4512	0,001197089	-	0,011994454	
212	1,62729E+12	16,1989994	50,6292325	3,0554051	7434	0	-	0	
