	Timestamp	Quality	Lat	Lon	
0	1,62402E+12	4.900000095367432	50,68830688	3,175552921	
1	1,62402E+12	4.900000095367432	50,68830688	3,175552921	5261
2	1,62402E+12	4.900000095367432	50,68830688	3,175552921	5978
3	1,62402E+12	19.0	50,65244033	3,090699183	5942
4	1,62402E+12	19.0	50,65244033	3,090699183	6274
5	1,62402E+12	19.0	50,65227982	3,090825213	5813
6	1,62402E+12	19.0	50,65227982	3,090825213	5957
7	1,62402E+12	19.0	50,6522185	3,09098701	6239
8	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5711
9	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6041
10	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5970
11	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6032
12	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5973
13	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5991
14	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6028
15	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6069
16	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5905
17	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6044
18	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6040
19	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5935
20	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5987
21	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5990
22	1,62402E+12	4.900000095367432	50,6522185	3,09098701	6074
23	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5935
24	1,62402E+12	4.900000095367432	50,6522185	3,09098701	5991
25	1,62402E+12	38.14858627319336	50,65233973	3,090902437	5991
26	1,62402E+12	38.14858627319336	50,65233973	3,090902437	6043
27	1,62402E+12	4.900000095367432	50,65233973	3,090902437	5965
28	1,62402E+12	4.900000095367432	50,65233973	3,090902437	6028
29	1,62402E+12	4.900000095367432	50,65233973	3,090902437	5968
30	1,62402E+12	4.900000095367432	50,65233973	3,090902437	6032
