	Timestamp	Quality	Lat	Lon	
103	1,62495E+12	6	50,63480137	3,030206263	5921
104	1,62495E+12	6	50,63489288	3,030191508	6006
105	1,62495E+12	4	50,63497739	3,030142884	6003
106	1,62495E+12	6	50,63506505	3,030064632	6030
107	1,62495E+12	4	50,6351248	3,029982541	5983
108	1,62495E+12	4	50,63514504	3,029903879	5995
109	1,62495E+12	4	50,63520477	3,029767956	5988
110	1,62495E+12	4	50,63523425	3,029654735	6024
111	1,62495E+12	4	50,63524514	3,029545012	6011
112	1,62495E+12	4	50,63526647	3,029419234	5968
113	1,62495E+12	4	50,63529714	3,029295411	5999
114	1,62495E+12	4	50,63532042	3,029173949	6019
115	1,62495E+12	4	50,63534483	3,0290444	5984
116	1,62495E+12	4	50,63540099	3,028936472	5993
117	1,62495E+12	4	50,63543017	3,028834285	6013
118	1,62495E+12	4	50,63545289	3,028717258	5997
119	1,62495E+12	4	50,63547538	3,028608153	5993
120	1,62495E+12	4	50,63551205	3,028486151	5997
121	1,62495E+12	4	50,6354726	3,028392702	6009
122	1,62495E+12	4	50,63540527	3,028278592	6033
123	1,62495E+12	4	50,63536702	3,028173291	5963
124	1,62495E+12	4	50,63530789	3,02806137	5998
125	1,62495E+12	4	50,63524615	3,027962871	6078
126	1,62495E+12	4	50,63518588	3,027848699	6015
127	1,62495E+12	4	50,63513195	3,027762126	5909
128	1,62495E+12	4	50,63508859	3,027684439	5997
129	1,62495E+12	6	50,6350609	3,027583708	6004
130	1,62495E+12	6	50,63501511	3,027452075	5996
131	1,62495E+12	6	50,63495969	3,027332571	6054
132	1,62495E+12	4	50,63491401	3,027222315	5966
133	1,62495E+12	6	50,63487259	3,027146568	6020
134	1,62495E+12	4	50,63481445	3,027037335	5924
135	1,62495E+12	4	50,63476	3,026902662	6039
136	1,62495E+12	6	50,63470896	3,026822061	6036
137	1,62495E+12	6	50,63467252	3,026757035	5929
138	1,62495E+12	6	50,63460314	3,026676716	5962
139	1,62495E+12	6	50,63455107	3,026587386	6038
140	1,62495E+12	6	50,63448291	3,026500535	5958
141	1,62495E+12	6	50,63443902	3,026428137	6053
142	1,62495E+12	6	50,63437177	3,026322277	5988
143	1,62495E+12	6	50,63429805	3,026261942	5996
144	1,62495E+12	6	50,63421159	3,026180124	6028
145	1,62495E+12	4	50,63417211	3,026084676	5978
146	1,62495E+12	4	50,63412393	3,026007634	5993
147	1,62495E+12	4	50,63404801	3,025915927	6042
148	1,62495E+12	4	50,63395195	3,025851689	5996
149	1,62495E+12	4	50,63388942	3,025791839	5960
150	1,62495E+12	6	50,63382063	3,025727925	6006
151	1,62495E+12	6	50,63375806	3,025680669	6007
152	1,62495E+12	6	50,63369408	3,025563535	5993
153	1,62495E+12	6	50,63365044	3,025490322	5999
154	1,62495E+12	6	50,63357274	3,025427874	6002
155	1,62495E+12	4	50,63347763	3,025354044	5996
156	1,62495E+12	4	50,63342624	3,025318119	6002
157	1,62495E+12	4	50,63336637	3,025250437	6018
158	1,62495E+12	4	50,63328702	3,02516727	6121
159	1,62495E+12	4	50,63322988	3,025109817	5859
160	1,62495E+12	4	50,633163	3,025038307	6004
161	1,62495E+12	4	50,63310676	3,024957749	5998
162	1,62495E+12	4	50,63306941	3,024890172	6038
163	1,62495E+12	4	50,63299944	3,024797466	5965
164	1,62495E+12	4	50,63292469	3,024741724	6000
165	1,62495E+12	4	50,63284598	3,02463432	5996
166	1,62495E+12	4	50,63277262	3,02459425	6003
167	1,62495E+12	4	50,6326974	3,02453972	6000
168	1,62495E+12	4	50,6326407	3,02447532	6004
169	1,62495E+12	4	50,63258695	3,024411608	6030
170	1,62495E+12	6	50,6325214	3,024335163	5993
171	1,62495E+12	6	50,63245685	3,024242882	6118
172	1,62495E+12	4	50,63238465	3,024169393	5854
173	1,62495E+12	4	50,6323183	3,024088548	6017
174	1,62495E+12	4	50,63226297	3,02400596	5979
175	1,62495E+12	3	50,63220705	3,023912264	6008
176	1,62495E+12	3	50,63215335	3,0238264	5995
177	1,62495E+12	3	50,63210021	3,023738734	6075
178	1,62495E+12	4	50,63205669	3,023656524	5924
179	1,62495E+12	6	50,63201239	3,023572041	6021
180	1,62495E+12	6	50,63194464	3,023507536	6024
181	1,62495E+12	6	50,63186561	3,023435533	5957
182	1,62495E+12	6	50,63179225	3,023367119	6013
183	1,62495E+12	6	50,63173177	3,023286158	6022
184	1,62495E+12	4	50,63170371	3,023144872	5965
185	1,62495E+12	4	50,63165518	3,023050393	6000
186	1,62495E+12	4	50,63164353	3,02287589	5999
187	1,62495E+12	3	50,6316939	3,022730154	6016
188	1,62495E+12	3	50,63176174	3,022644041	6063
189	1,62495E+12	3	50,63183018	3,022570639	5931
190	1,62495E+12	4	50,63193886	3,022566488	5999
191	1,62495E+12	4	50,63199817	3,022459677	5993
192	1,62495E+12	3	50,63206287	3,022374787	6000
193	1,62495E+12	4	50,6321346	3,02229254	6010
194	1,62495E+12	4	50,63220127	3,022209871	5988
195	1,62495E+12	4	50,63225507	3,022148199	6013
196	1,62495E+12	4	50,63231855	3,022067634	6147
197	1,62495E+12	4	50,63238192	3,022008087	5843
