	RR	Timestamp	SensorContact	errorEstimate	blockerBit		54,10%
567	735	1,62541E+12	-1	-1	-1	992	
568	775	1,62541E+12	-1	-1	-1	0	
569	767	1,62541E+12	-1	-1	-1	989	
570	751	1,62541E+12	-1	-1	-1	1019	
571	767	1,62541E+12	-1	-1	-1	989	
572	775	1,62541E+12	-1	-1	-1	991	
573	783	1,62541E+12	-1	-1	-1	0	
574	759	1,62541E+12	-1	-1	-1	1019	
575	759	1,62541E+12	-1	-1	-1	991	
576	775	1,62541E+12	-1	-1	-1	990	
577	799	1,62541E+12	-1	-1	-1	0	
578	727	1,62541E+12	-1	-1	-1	1019	
579	751	1,62541E+12	-1	-1	-1	990	
580	775	1,62541E+12	-1	-1	-1	991	
581	783	1,62541E+12	-1	-1	-1	0	
582	743	1,62541E+12	-1	-1	-1	1019	
583	775	1,62541E+12	-1	-1	-1	991	
584	759	1,62541E+12	-1	-1	-1	989	
585	775	1,62541E+12	-1	-1	-1	1021	
586	751	1,62541E+12	-1	-1	-1	0	
587	743	1,62541E+12	-1	-1	-1	990	
588	767	1,62541E+12	-1	-1	-1	990	
589	767	1,62541E+12	-1	-1	-1	1021	
590	767	1,62541E+12	-1	-1	-1	0	
591	743	1,62541E+12	-1	-1	-1	990	
592	751	1,62541E+12	-1	-1	-1	990	
593	751	1,62541E+12	-1	-1	-1	1020	
594	775	1,62541E+12	-1	-1	-1	0	
595	735	1,62541E+12	-1	-1	-1	1020	
596	719	1,62541E+12	-1	-1	-1	989	
597	759	1,62541E+12	-1	-1	-1	990	
598	767	1,62541E+12	-1	-1	-1	0	
599	767	1,62541E+12	-1	-1	-1	990	
600	727	1,62541E+12	-1	-1	-1	989	
601	727	1,62541E+12	-1	-1	-1	1021	
602	711	1,62541E+12	-1	-1	-1	0	
603	775	1,62541E+12	-1	-1	-1	992	
604	751	1,62541E+12	-1	-1	-1	989	
605	719	1,62541E+12	-1	-1	-1	0	
606	751	1,62541E+12	-1	-1	-1	2999	
607	775	1,62541E+12	-1	-1	-1	1020	
608	607	1,62541E+12	-1	-1	-1	0	
609	855	1,62541E+12	-1	-1	-1	992	
610	751	1,62541E+12	-1	-1	-1	988	
611	751	1,62541E+12	-1	-1	-1	1021	
612	727	1,62541E+12	-1	-1	-1	0	
613	735	1,62541E+12	-1	-1	-1	991	
614	719	1,62541E+12	-1	-1	-1	989	
615	703	1,62541E+12	-1	-1	-1	0	
616	823	1,62541E+12	-1	-1	-1	1020	
617	671	1,62541E+12	-1	-1	-1	988	
618	743	1,62541E+12	-1	-1	-1	993	
619	695	1,62541E+12	-1	-1	-1	2009	
620	695	1,62541E+12	-1	-1	-1	0	
621	695	1,62541E+12	-1	-1	-1	989	
622	687	1,62541E+12	-1	-1	-1	1021	
623	695	1,62541E+12	-1	-1	-1	0	
624	743	1,62541E+12	-1	-1	-1	990	
625	743	1,62541E+12	-1	-1	-1	990	
626	743	1,62541E+12	-1	-1	-1	1020	
627	751	1,62541E+12	-1	-1	-1	0	
628	703	1,62541E+12	-1	-1	-1	990	
629	703	1,62541E+12	-1	-1	-1	2999	
630	735	1,62541E+12	-1	-1	-1	988	
631	719	1,62541E+12	-1	-1	-1	1052	
632	743	1,62541E+12	-1	-1	-1	1	
633	767	1,62541E+12	-1	-1	-1	989	
634	727	1,62541E+12	-1	-1	-1	989	
635	735	1,62541E+12	-1	-1	-1	991	
636	743	1,62541E+12	-1	-1	-1	0	
637	743	1,62541E+12	-1	-1	-1	991	
638	783	1,62541E+12	-1	-1	-1	989	
639	727	1,62541E+12	-1	-1	-1	1020	
640	743	1,62541E+12	-1	-1	-1	0	
641	759	1,62541E+12	-1	-1	-1	992	
642	743	1,62541E+12	-1	-1	-1	988	
643	727	1,62541E+12	-1	-1	-1	1020	
644	759	1,62541E+12	-1	-1	-1	0	
645	735	1,62541E+12	-1	-1	-1	991	
646	751	1,62541E+12	-1	-1	-1	989	
647	735	1,62541E+12	-1	-1	-1	1022	
648	735	1,62541E+12	-1	-1	-1	0	
649	735	1,62541E+12	-1	-1	-1	989	
650	735	1,62541E+12	-1	-1	-1	990	
651	759	1,62541E+12	-1	-1	-1	0	
652	983	1,62541E+12	-1	-1	-1	4020	
653	935	1,62541E+12	-1	-1	-1	988	
654	639	1,62541E+12	-1	-1	-1	0	
655	695	1,62541E+12	-1	-1	-1	2011	
656	791	1,62541E+12	-1	-1	-1	991	
657	711	1,62541E+12	-1	-1	-1	990	
658	719	1,62541E+12	-1	-1	-1	989	
659	959	1,62541E+12	-1	-1	-1	1021	
660	711	1,62541E+12	-1	-1	-1	990	
661	703	1,62541E+12	-1	-1	-1	990	
662	695	1,62541E+12	-1	-1	-1	1020	
663	687	1,62541E+12	-1	-1	-1	989	
664	687	1,62541E+12	-1	-1	-1	0	
665	735	1,62541E+12	-1	-1	-1	991	
666	671	1,62541E+12	-1	-1	-1	1020	
667	719	1,62541E+12	-1	-1	-1	0	
668	735	1,62541E+12	-1	-1	-1	990	
669	751	1,62541E+12	-1	-1	-1	995	
670	727	1,62541E+12	-1	-1	-1	1046	
671	727	1,62541E+12	-1	-1	-1	0	
672	735	1,62541E+12	-1	-1	-1	989	
673	767	1,62541E+12	-1	-1	-1	959	
674	687	1,62541E+12	-1	-1	-1	1024	
675	711	1,62541E+12	-1	-1	-1	0	
676	767	1,62541E+12	-1	-1	-1	987	
677	471	1,62541E+12	-1	-1	-1	0	
678	775	1,62541E+12	-1	-1	-1	3000	
679	679	1,62541E+12	-1	-1	-1	988	
680	743	1,62541E+12	-1	-1	-1	1	
681	543	1,62541E+12	-1	-1	-1	1021	
682	815	1,62541E+12	-1	-1	-1	989	
683	703	1,62541E+12	-1	-1	-1	5009	
684	951	1,62541E+12	-1	-1	-1	3003	
685	623	1,62541E+12	-1	-1	-1	3000	
686	951	1,62541E+12	-1	-1	-1	3000	
687	767	1,62541E+12	-1	-1	-1	1979	
688	783	1,62541E+12	-1	-1	-1	5010	
689	935	1,62541E+12	-1	-1	-1	2040	
690	671	1,62541E+12	-1	-1	-1	0	
691	847	1,62541E+12	-1	-1	-1	2970	
692	951	1,62541E+12	-1	-1	-1	0	
693	983	1,62541E+12	-1	-1	-1	991	
694	727	1,62541E+12	-1	-1	-1	988	
695	831	1,62541E+12	-1	-1	-1	1021	
696	815	1,62541E+12	-1	-1	-1	990	
697	1071	1,62541E+12	-1	-1	-1	989	
698	783	1,62541E+12	-1	-1	-1	4022	
699	711	1,62541E+12	-1	-1	-1	0	
700	775	1,62541E+12	-1	-1	-1	4979	
701	1127	1,62541E+12	-1	-1	-1	3001	
702	1039	1,62541E+12	-1	-1	-1	1021	
703	719	1,62541E+12	-1	-1	-1	6989	
704	551	1,62541E+12	-1	-1	-1	0	
705	655	1,62541E+12	-1	-1	-1	6000	
706	615	1,62541E+12	-1	-1	-1	989	
707	815	1,62541E+12	-1	-1	-1	0	
708	655	1,62541E+12	-1	-1	-1	1021	
709	711	1,62541E+12	-1	-1	-1	990	
710	551	1,62541E+12	-1	-1	-1	0	
711	751	1,62541E+12	-1	-1	-1	3989	
712	631	1,62541E+12	-1	-1	-1	1021	
713	455	1,62541E+12	-1	-1	-1	0	
714	567	1,62541E+12	-1	-1	-1	3000	
715	703	1,62541E+12	-1	-1	-1	1979	
716	639	1,62541E+12	-1	-1	-1	1021	
717	679	1,62541E+12	-1	-1	-1	990	
718	719	1,62541E+12	-1	-1	-1	3000	
719	655	1,62541E+12	-1	-1	-1	989	
720	735	1,62541E+12	-1	-1	-1	1020	
721	655	1,62541E+12	-1	-1	-1	0	
722	695	1,62541E+12	-1	-1	-1	989	
723	687	1,62541E+12	-1	-1	-1	990	
724	687	1,62541E+12	-1	-1	-1	0	
725	695	1,62541E+12	-1	-1	-1	1022	
726	711	1,62541E+12	-1	-1	-1	990	
727	735	1,62541E+12	-1	-1	-1	989	
728	735	1,62541E+12	-1	-1	-1	0	
729	703	1,62541E+12	-1	-1	-1	1021	
730	703	1,62541E+12	-1	-1	-1	990	
731	735	1,62541E+12	-1	-1	-1	0	
732	751	1,62541E+12	-1	-1	-1	989	
733	711	1,62541E+12	-1	-1	-1	1021	
734	703	1,62541E+12	-1	-1	-1	989	
735	759	1,62541E+12	-1	-1	-1	0	
736	655	1,62541E+12	-1	-1	-1	990	
737	743	1,62541E+12	-1	-1	-1	1051	
738	711	1,62541E+12	-1	-1	-1	0	
739	711	1,62541E+12	-1	-1	-1	960	
740	751	1,62541E+12	-1	-1	-1	989	
741	751	1,62541E+12	-1	-1	-1	1021	
742	695	1,62541E+12	-1	-1	-1	1	
743	679	1,62541E+12	-1	-1	-1	989	
744	767	1,62541E+12	-1	-1	-1	991	
745	695	1,62541E+12	-1	-1	-1	1018	
746	671	1,62541E+12	-1	-1	-1	0	
747	743	1,62541E+12	-1	-1	-1	991	
748	759	1,62541E+12	-1	-1	-1	989	
749	727	1,62541E+12	-1	-1	-1	0	
750	767	1,62541E+12	-1	-1	-1	1020	
751	719	1,62541E+12	-1	-1	-1	991	
752	679	1,62541E+12	-1	-1	-1	2015	
753	703	1,62541E+12	-1	-1	-1	985	
754	727	1,62541E+12	-1	-1	-1	989	
755	695	1,62541E+12	-1	-1	-1	0	
756	775	1,62541E+12	-1	-1	-1	1020	
757	671	1,62541E+12	-1	-1	-1	992	
758	703	1,62541E+12	-1	-1	-1	0	
759	695	1,62541E+12	-1	-1	-1	1019	
760	687	1,62541E+12	-1	-1	-1	990	
761	703	1,62541E+12	-1	-1	-1	1981	
762	687	1,62541E+12	-1	-1	-1	989	
763	743	1,62541E+12	-1	-1	-1	0	
764	687	1,62541E+12	-1	-1	-1	1020	
765	743	1,62541E+12	-1	-1	-1	989	
766	727	1,62541E+12	-1	-1	-1	991	
767	687	1,62541E+12	-1	-1	-1	0	
768	711	1,62541E+12	-1	-1	-1	1020	
769	671	1,62541E+12	-1	-1	-1	990	
770	703	1,62541E+12	-1	-1	-1	0	
771	751	1,62541E+12	-1	-1	-1	990	
772	759	1,62541E+12	-1	-1	-1	1020	
773	735	1,62541E+12	-1	-1	-1	990	
774	695	1,62541E+12	-1	-1	-1	0	
775	695	1,62541E+12	-1	-1	-1	989	
776	727	1,62541E+12	-1	-1	-1	1020	
777	711	1,62541E+12	-1	-1	-1	1	
778	719	1,62541E+12	-1	-1	-1	990	
779	727	1,62541E+12	-1	-1	-1	989	
780	703	1,62541E+12	-1	-1	-1	1021	
781	711	1,62541E+12	-1	-1	-1	0	
782	727	1,62541E+12	-1	-1	-1	990	
783	751	1,62541E+12	-1	-1	-1	989	
784	743	1,62541E+12	-1	-1	-1	0	
785	735	1,62541E+12	-1	-1	-1	1021	
786	727	1,62541E+12	-1	-1	-1	990	
787	751	1,62541E+12	-1	-1	-1	989	
788	727	1,62541E+12	-1	-1	-1	0	
789	719	1,62541E+12	-1	-1	-1	1020	
790	703	1,62541E+12	-1	-1	-1	990	
791	735	1,62541E+12	-1	-1	-1	990	
792	695	1,62541E+12	-1	-1	-1	0	
793	719	1,62541E+12	-1	-1	-1	1022	
794	727	1,62541E+12	-1	-1	-1	991	
795	711	1,62541E+12	-1	-1	-1	0	
796	711	1,62541E+12	-1	-1	-1	987	
797	711	1,62541E+12	-1	-1	-1	1021	
798	703	1,62541E+12	-1	-1	-1	988	
799	719	1,62541E+12	-1	-1	-1	0	
800	727	1,62541E+12	-1	-1	-1	992	
801	719	1,62541E+12	-1	-1	-1	1021	
802	711	1,62541E+12	-1	-1	-1	0	
803	743	1,62541E+12	-1	-1	-1	1019	
804	703	1,62541E+12	-1	-1	-1	990	
805	719	1,62541E+12	-1	-1	-1	991	
806	727	1,62541E+12	-1	-1	-1	0	
807	735	1,62541E+12	-1	-1	-1	989	
808	751	1,62541E+12	-1	-1	-1	990	
809	719	1,62541E+12	-1	-1	-1	1023	
810	719	1,62541E+12	-1	-1	-1	0	
811	735	1,62541E+12	-1	-1	-1	987	
812	751	1,62541E+12	-1	-1	-1	990	
813	743	1,62541E+12	-1	-1	-1	0	
814	727	1,62541E+12	-1	-1	-1	1020	
815	735	1,62541E+12	-1	-1	-1	990	
816	743	1,62541E+12	-1	-1	-1	990	
817	735	1,62541E+12	-1	-1	-1	0	
818	679	1,62541E+12	-1	-1	-1	3000	
819	679	1,62541E+12	-1	-1	-1	2070	
820	679	1,62541E+12	-1	-1	-1	929	
821	783	1,62541E+12	-1	-1	-1	1021	
822	719	1,62541E+12	-1	-1	-1	4020	
823	687	1,62541E+12	-1	-1	-1	1981	
824	711	1,62541E+12	-1	-1	-1	2999	
825	759	1,62541E+12	-1	-1	-1	990	
826	711	1,62541E+12	-1	-1	-1	3990	
827	719	1,62541E+12	-1	-1	-1	0	
828	695	1,62541E+12	-1	-1	-1	1020	
829	687	1,62541E+12	-1	-1	-1	1019	
830	695	1,62541E+12	-1	-1	-1	0	
831	711	1,62541E+12	-1	-1	-1	991	
832	719	1,62541E+12	-1	-1	-1	991	
833	695	1,62541E+12	-1	-1	-1	990	
834	703	1,62541E+12	-1	-1	-1	0	
835	703	1,62541E+12	-1	-1	-1	989	
836	711	1,62541E+12	-1	-1	-1	1021	
837	719	1,62541E+12	-1	-1	-1	0	
838	703	1,62541E+12	-1	-1	-1	989	
839	695	1,62541E+12	-1	-1	-1	990	
840	711	1,62541E+12	-1	-1	-1	1021	
841	671	1,62541E+12	-1	-1	-1	0	
842	711	1,62541E+12	-1	-1	-1	1021	
843	727	1,62541E+12	-1	-1	-1	958	
844	703	1,62541E+12	-1	-1	-1	0	
845	679	1,62541E+12	-1	-1	-1	1021	
846	735	1,62541E+12	-1	-1	-1	991	
847	703	1,62541E+12	-1	-1	-1	0	
848	767	1,62541E+12	-1	-1	-1	988	
849	695	1,62541E+12	-1	-1	-1	1020	
850	735	1,62541E+12	-1	-1	-1	991	
851	711	1,62541E+12	-1	-1	-1	0	
852	671	1,62541E+12	-1	-1	-1	988	
853	783	1,62541E+12	-1	-1	-1	1022	
854	735	1,62541E+12	-1	-1	-1	989	
855	679	1,62541E+12	-1	-1	-1	0	
856	719	1,62541E+12	-1	-1	-1	990	
857	687	1,62541E+12	-1	-1	-1	1020	
858	759	1,62541E+12	-1	-1	-1	0	
859	719	1,62541E+12	-1	-1	-1	1020	
860	655	1,62541E+12	-1	-1	-1	1981	
861	735	1,62541E+12	-1	-1	-1	990	
862	799	1,62541E+12	-1	-1	-1	990	
863	719	1,62541E+12	-1	-1	-1	0	
864	703	1,62541E+12	-1	-1	-1	989	
865	687	1,62541E+12	-1	-1	-1	1020	
866	743	1,62541E+12	-1	-1	-1	992	
867	759	1,62541E+12	-1	-1	-1	0	
868	759	1,62541E+12	-1	-1	-1	988	
869	663	1,62541E+12	-1	-1	-1	2010	
870	735	1,62541E+12	-1	-1	-1	2041	
871	735	1,62541E+12	-1	-1	-1	991	
872	695	1,62541E+12	-1	-1	-1	958	
873	711	1,62541E+12	-1	-1	-1	1021	
874	663	1,62541E+12	-1	-1	-1	0	
875	695	1,62541E+12	-1	-1	-1	990	
876	727	1,62541E+12	-1	-1	-1	989	
877	719	1,62541E+12	-1	-1	-1	0	
878	759	1,62541E+12	-1	-1	-1	1021	
879	735	1,62541E+12	-1	-1	-1	990	
880	703	1,62541E+12	-1	-1	-1	990	
881	727	1,62541E+12	-1	-1	-1	0	
882	735	1,62541E+12	-1	-1	-1	1051	
883	719	1,62541E+12	-1	-1	-1	959	
884	687	1,62541E+12	-1	-1	-1	0	
885	703	1,62541E+12	-1	-1	-1	990	
886	703	1,62541E+12	-1	-1	-1	1021	
887	695	1,62541E+12	-1	-1	-1	988	
888	767	1,62541E+12	-1	-1	-1	0	
889	719	1,62541E+12	-1	-1	-1	990	
890	727	1,62541E+12	-1	-1	-1	1023	
891	735	1,62541E+12	-1	-1	-1	986	
892	711	1,62541E+12	-1	-1	-1	0	
893	783	1,62541E+12	-1	-1	-1	1022	
894	639	1,62541E+12	-1	-1	-1	994	
895	711	1,62541E+12	-1	-1	-1	0	
896	735	1,62541E+12	-1	-1	-1	986	
897	727	1,62541E+12	-1	-1	-1	990	
898	719	1,62541E+12	-1	-1	-1	1020	
899	695	1,62541E+12	-1	-1	-1	0	
900	687	1,62541E+12	-1	-1	-1	990	
901	695	1,62541E+12	-1	-1	-1	989	
902	727	1,62541E+12	-1	-1	-1	0	
903	687	1,62541E+12	-1	-1	-1	1020	
904	711	1,62541E+12	-1	-1	-1	991	
905	695	1,62541E+12	-1	-1	-1	0	
906	519	1,62541E+12	-1	-1	-1	1022	
907	895	1,62541E+12	-1	-1	-1	988	
908	727	1,62541E+12	-1	-1	-1	989	
909	687	1,62541E+12	-1	-1	-1	0	
910	695	1,62541E+12	-1	-1	-1	1022	
911	703	1,62541E+12	-1	-1	-1	989	
912	679	1,62541E+12	-1	-1	-1	0	
913	687	1,62541E+12	-1	-1	-1	989	
914	687	1,62541E+12	-1	-1	-1	1051	
915	687	1,62541E+12	-1	-1	-1	0	
916	727	1,62541E+12	-1	-1	-1	992	
917	703	1,62541E+12	-1	-1	-1	988	
918	703	1,62541E+12	-1	-1	-1	988	
919	695	1,62541E+12	-1	-1	-1	0	
920	727	1,62541E+12	-1	-1	-1	991	
921	727	1,62541E+12	-1	-1	-1	991	
922	711	1,62541E+12	-1	-1	-1	0	
923	703	1,62541E+12	-1	-1	-1	988	
924	687	1,62541E+12	-1	-1	-1	1021	
925	719	1,62541E+12	-1	-1	-1	989	
926	735	1,62541E+12	-1	-1	-1	0	
927	671	1,62541E+12	-1	-1	-1	990	
928	711	1,62541E+12	-1	-1	-1	1022	
929	727	1,62541E+12	-1	-1	-1	0	
930	711	1,62541E+12	-1	-1	-1	989	
931	671	1,62541E+12	-1	-1	-1	989	
932	783	1,62541E+12	-1	-1	-1	1021	
933	679	1,62541E+12	-1	-1	-1	0	
934	711	1,62541E+12	-1	-1	-1	990	
935	727	1,62541E+12	-1	-1	-1	988	
936	711	1,62541E+12	-1	-1	-1	0	
937	655	1,62541E+12	-1	-1	-1	1021	
938	743	1,62541E+12	-1	-1	-1	990	
939	711	1,62541E+12	-1	-1	-1	0	
940	759	1,62541E+12	-1	-1	-1	990	
941	663	1,62541E+12	-1	-1	-1	1049	
942	695	1,62541E+12	-1	-1	-1	962	
943	727	1,62541E+12	-1	-1	-1	0	
944	735	1,62541E+12	-1	-1	-1	988	
945	727	1,62541E+12	-1	-1	-1	1020	
946	695	1,62541E+12	-1	-1	-1	0	
947	727	1,62541E+12	-1	-1	-1	993	
948	711	1,62541E+12	-1	-1	-1	989	
949	711	1,62541E+12	-1	-1	-1	1020	
950	711	1,62541E+12	-1	-1	-1	0	
951	719	1,62541E+12	-1	-1	-1	990	
952	711	1,62541E+12	-1	-1	-1	989	
953	727	1,62541E+12	-1	-1	-1	1022	
954	711	1,62541E+12	-1	-1	-1	0	
955	703	1,62541E+12	-1	-1	-1	988	
956	695	1,62541E+12	-1	-1	-1	1021	
957	719	1,62541E+12	-1	-1	-1	0	
958	727	1,62541E+12	-1	-1	-1	991	
959	711	1,62541E+12	-1	-1	-1	989	
960	703	1,62541E+12	-1	-1	-1	0	
961	727	1,62541E+12	-1	-1	-1	991	
962	727	1,62541E+12	-1	-1	-1	1048	
963	695	1,62541E+12	-1	-1	-1	991	
964	695	1,62541E+12	-1	-1	-1	1	
965	719	1,62541E+12	-1	-1	-1	958	
966	735	1,62541E+12	-1	-1	-1	1020	
967	719	1,62541E+12	-1	-1	-1	1035	
968	695	1,62541E+12	-1	-1	-1	0	
969	735	1,62541E+12	-1	-1	-1	977	
970	719	1,62541E+12	-1	-1	-1	988	
971	735	1,62541E+12	-1	-1	-1	0	
972	711	1,62541E+12	-1	-1	-1	992	
973	703	1,62541E+12	-1	-1	-1	988	
974	727	1,62541E+12	-1	-1	-1	1020	
975	751	1,62541E+12	-1	-1	-1	0	
976	663	1,62541E+12	-1	-1	-1	994	
977	471	1,62541E+12	-1	-1	-1	0	
978	951	1,62541E+12	-1	-1	-1	985	
979	671	1,62541E+12	-1	-1	-1	1020	
980	751	1,62541E+12	-1	-1	-1	991	
981	559	1,62541E+12	-1	-1	-1	0	
982	839	1,62541E+12	-1	-1	-1	991	
983	711	1,62541E+12	-1	-1	-1	1019	
984	847	1,62541E+12	-1	-1	-1	990	
985	615	1,62541E+12	-1	-1	-1	0	
986	871	1,62541E+12	-1	-1	-1	1021	
987	511	1,62541E+12	-1	-1	-1	989	
988	815	1,62541E+12	-1	-1	-1	2012	
989	727	1,62541E+12	-1	-1	-1	3988	
990	783	1,62541E+12	-1	-1	-1	992	
991	719	1,62541E+12	-1	-1	-1	0	
992	703	1,62541E+12	-1	-1	-1	2999	
993	751	1,62541E+12	-1	-1	-1	1	
994	775	1,62541E+12	-1	-1	-1	989	
995	735	1,62541E+12	-1	-1	-1	3001	
996	703	1,62541E+12	-1	-1	-1	2009	
997	687	1,62541E+12	-1	-1	-1	4019	
998	799	1,62541E+12	-1	-1	-1	991	
999	655	1,62541E+12	-1	-1	-1	3001	
1000	815	1,62541E+12	-1	-1	-1	0	
1001	631	1,62541E+12	-1	-1	-1	2010	
1002	671	1,62541E+12	-1	-1	-1	2967	
1003	599	1,62541E+12	-1	-1	-1	2018	
1004	839	1,62541E+12	-1	-1	-1	985	
1005	639	1,62541E+12	-1	-1	-1	0	
1006	775	1,62541E+12	-1	-1	-1	1020	
1007	711	1,62541E+12	-1	-1	-1	1981	
1008	719	1,62541E+12	-1	-1	-1	1021	
1009	695	1,62541E+12	-1	-1	-1	989	
1010	767	1,62541E+12	-1	-1	-1	0	
1011	711	1,62541E+12	-1	-1	-1	991	
1012	711	1,62541E+12	-1	-1	-1	1020	
1013	703	1,62541E+12	-1	-1	-1	988	
1014	711	1,62541E+12	-1	-1	-1	0	
1015	719	1,62541E+12	-1	-1	-1	991	
1016	703	1,62541E+12	-1	-1	-1	1019	
1017	607	1,62541E+12	-1	-1	-1	0	
1018	831	1,62541E+12	-1	-1	-1	989	
1019	711	1,62541E+12	-1	-1	-1	6990	
1020	719	1,62541E+12	-1	-1	-1	2013	
1021	543	1,62541E+12	-1	-1	-1	988	
1022	671	1,62541E+12	-1	-1	-1	0	
1023	735	1,62541E+12	-1	-1	-1	2009	
1024	735	1,62541E+12	-1	-1	-1	990	
1025	727	1,62541E+12	-1	-1	-1	1021	
1026	751	1,62541E+12	-1	-1	-1	0	
1027	767	1,62541E+12	-1	-1	-1	989	
1028	775	1,62541E+12	-1	-1	-1	1020	
1029	759	1,62541E+12	-1	-1	-1	989	
1030	751	1,62541E+12	-1	-1	-1	0	
1031	743	1,62541E+12	-1	-1	-1	992	
1032	727	1,62541E+12	-1	-1	-1	1019	
1033	759	1,62541E+12	-1	-1	-1	990	
1034	727	1,62541E+12	-1	-1	-1	0	
1035	703	1,62541E+12	-1	-1	-1	989	
1036	743	1,62541E+12	-1	-1	-1	991	
1037	687	1,62541E+12	-1	-1	-1	1020	
1038	671	1,62541E+12	-1	-1	-1	1981	
1039	631	1,62541E+12	-1	-1	-1	2009	
1040	631	1,62541E+12	-1	-1	-1	0	
1041	655	1,62541E+12	-1	-1	-1	989	
1042	847	1,62541E+12	-1	-1	-1	1022	
1043	759	1,62541E+12	-1	-1	-1	990	
1044	687	1,62541E+12	-1	-1	-1	0	
1045	775	1,62541E+12	-1	-1	-1	2999	
1046	727	1,62541E+12	-1	-1	-1	3001	
1047	823	1,62541E+12	-1	-1	-1	0	
1048	687	1,62541E+12	-1	-1	-1	990	
1049	687	1,62541E+12	-1	-1	-1	3029	
1050	743	1,62541E+12	-1	-1	-1	960	
1051	751	1,62541E+12	-1	-1	-1	2010	
1052	719	1,62541E+12	-1	-1	-1	990	
1053	767	1,62541E+12	-1	-1	-1	0	
1054	767	1,62541E+12	-1	-1	-1	1020	
1055	743	1,62541E+12	-1	-1	-1	1022	
1056	727	1,62541E+12	-1	-1	-1	957	
1057	751	1,62541E+12	-1	-1	-1	0	
1058	743	1,62541E+12	-1	-1	-1	1023	
1059	711	1,62541E+12	-1	-1	-1	1019	
1060	751	1,62541E+12	-1	-1	-1	958	
1061	727	1,62541E+12	-1	-1	-1	0	
1062	815	1,62541E+12	-1	-1	-1	6033	
1063	703	1,62541E+12	-1	-1	-1	0	
1064	743	1,62541E+12	-1	-1	-1	989	
1065	759	1,62541E+12	-1	-1	-1	990	
1066	751	1,62541E+12	-1	-1	-1	990	
1067	743	1,62541E+12	-1	-1	-1	1	
1068	791	1,62541E+12	-1	-1	-1	1019	
1069	743	1,62541E+12	-1	-1	-1	6989	
1070	767	1,62541E+12	-1	-1	-1	990	
1071	759	1,62541E+12	-1	-1	-1	7021	
1072	759	1,62541E+12	-1	-1	-1	0	
1073	783	1,62541E+12	-1	-1	-1	1022	
1074	775	1,62541E+12	-1	-1	-1	2969	
1075	703	1,62541E+12	-1	-1	-1	989	
1076	751	1,62541E+12	-1	-1	-1	2999	
1077	695	1,62541E+12	-1	-1	-1	1021	
1078	751	1,62541E+12	-1	-1	-1	1980	
1079	687	1,62541E+12	-1	-1	-1	0	
1080	871	1,62541E+12	-1	-1	-1	1020	
1081	719	1,62541E+12	-1	-1	-1	1019	
1082	639	1,62541E+12	-1	-1	-1	990	
1083	759	1,62541E+12	-1	-1	-1	5971	
1084	727	1,62541E+12	-1	-1	-1	1020	
1085	727	1,62541E+12	-1	-1	-1	1020	
1086	775	1,62541E+12	-1	-1	-1	961	
1087	775	1,62541E+12	-1	-1	-1	0	
1088	727	1,62541E+12	-1	-1	-1	1020	
1089	895	1,62541E+12	-1	-1	-1	989	
1090	727	1,62541E+12	-1	-1	-1	990	
1091	863	1,62541E+12	-1	-1	-1	1020	
1092	719	1,62541E+12	-1	-1	-1	0	
1093	799	1,62541E+12	-1	-1	-1	990	
1094	815	1,62541E+12	-1	-1	-1	5010	
1095	775	1,62541E+12	-1	-1	-1	0	
1096	727	1,62541E+12	-1	-1	-1	989	
1097	687	1,62541E+12	-1	-1	-1	991	
1098	759	1,62541E+12	-1	-1	-1	1020	
1099	743	1,62541E+12	-1	-1	-1	1979	
1100	775	1,62541E+12	-1	-1	-1	7021	
1101	759	1,62541E+12	-1	-1	-1	1019	
1102	735	1,62541E+12	-1	-1	-1	990	
1103	711	1,62541E+12	-1	-1	-1	2012	
1104	751	1,62541E+12	-1	-1	-1	959	
1105	695	1,62541E+12	-1	-1	-1	990	
1106	663	1,62541E+12	-1	-1	-1	2010	
1107	807	1,62541E+12	-1	-1	-1	1022	
1108	687	1,62541E+12	-1	-1	-1	1018	
1109	719	1,62541E+12	-1	-1	-1	0	
1110	711	1,62541E+12	-1	-1	-1	960	
1111	719	1,62541E+12	-1	-1	-1	5011	
1112	735	1,62541E+12	-1	-1	-1	990	
1113	695	1,62541E+12	-1	-1	-1	988	
1114	759	1,62541E+12	-1	-1	-1	6001	
1115	807	1,62541E+12	-1	-1	-1	1021	
1116	799	1,62541E+12	-1	-1	-1	989	
1117	751	1,62541E+12	-1	-1	-1	1021	
1118	783	1,62541E+12	-1	-1	-1	0	
1119	767	1,62541E+12	-1	-1	-1	990	
1120	687	1,62541E+12	-1	-1	-1	988	
1121	751	1,62541E+12	-1	-1	-1	991	
1122	719	1,62541E+12	-1	-1	-1	0	
1123	703	1,62541E+12	-1	-1	-1	1051	
1124	647	1,62541E+12	-1	-1	-1	1950	
1125	863	1,62541E+12	-1	-1	-1	5009	
1126	711	1,62541E+12	-1	-1	-1	0	
1127	743	1,62541E+12	-1	-1	-1	991	
1128	695	1,62541E+12	-1	-1	-1	1048	
1129	735	1,62541E+12	-1	-1	-1	961	
1130	727	1,62541E+12	-1	-1	-1	0	
1131	687	1,62541E+12	-1	-1	-1	990	
1132	719	1,62541E+12	-1	-1	-1	1021	
1133	703	1,62541E+12	-1	-1	-1	0	
1134	735	1,62541E+12	-1	-1	-1	989	
