	RR	Timestamp	SensorContact	errorEstimate	blockerBit		54,10%
1135	703	1,62541E+12	-1	-1	-1	991	
1136	727	1,62541E+12	-1	-1	-1	1050	
1137	695	1,62541E+12	-1	-1	-1	0	
1138	719	1,62541E+12	-1	-1	-1	959	
1139	711	1,62541E+12	-1	-1	-1	989	
1140	727	1,62541E+12	-1	-1	-1	0	
1141	711	1,62541E+12	-1	-1	-1	1022	
1142	727	1,62541E+12	-1	-1	-1	990	
1143	743	1,62541E+12	-1	-1	-1	2039	
1144	751	1,62541E+12	-1	-1	-1	961	
1145	727	1,62541E+12	-1	-1	-1	0	
1146	695	1,62541E+12	-1	-1	-1	989	
1147	727	1,62541E+12	-1	-1	-1	1050	
1148	719	1,62541E+12	-1	-1	-1	961	
1149	695	1,62541E+12	-1	-1	-1	0	
1150	783	1,62541E+12	-1	-1	-1	2039	
1151	623	1,62541E+12	-1	-1	-1	962	
1152	799	1,62541E+12	-1	-1	-1	988	
1153	591	1,62541E+12	-1	-1	-1	0	
1154	847	1,62541E+12	-1	-1	-1	1051	
1155	687	1,62541E+12	-1	-1	-1	961	
1156	711	1,62541E+12	-1	-1	-1	988	
1157	711	1,62541E+12	-1	-1	-1	0	
1158	703	1,62541E+12	-1	-1	-1	1051	
1159	727	1,62541E+12	-1	-1	-1	960	
1160	727	1,62541E+12	-1	-1	-1	989	
1161	759	1,62541E+12	-1	-1	-1	0	
1162	727	1,62541E+12	-1	-1	-1	1050	
1163	703	1,62541E+12	-1	-1	-1	991	
1164	727	1,62541E+12	-1	-1	-1	960	
1165	759	1,62541E+12	-1	-1	-1	0	
1166	791	1,62541E+12	-1	-1	-1	1020	
1167	711	1,62541E+12	-1	-1	-1	990	
1168	743	1,62541E+12	-1	-1	-1	989	
1169	783	1,62541E+12	-1	-1	-1	0	
1170	751	1,62541E+12	-1	-1	-1	1021	
1171	743	1,62541E+12	-1	-1	-1	990	
1172	759	1,62541E+12	-1	-1	-1	989	
1173	759	1,62541E+12	-1	-1	-1	0	
1174	743	1,62541E+12	-1	-1	-1	1022	
1175	751	1,62541E+12	-1	-1	-1	989	
1176	735	1,62541E+12	-1	-1	-1	991	
1177	711	1,62541E+12	-1	-1	-1	0	
1178	815	1,62541E+12	-1	-1	-1	2998	
1179	663	1,62541E+12	-1	-1	-1	1021	
1180	727	1,62541E+12	-1	-1	-1	990	
1181	711	1,62541E+12	-1	-1	-1	0	
1182	655	1,62541E+12	-1	-1	-1	989	
1183	711	1,62541E+12	-1	-1	-1	1021	
1184	695	1,62541E+12	-1	-1	-1	991	
1185	751	1,62541E+12	-1	-1	-1	0	
1186	719	1,62541E+12	-1	-1	-1	989	
1187	703	1,62541E+12	-1	-1	-1	1020	
1188	679	1,62541E+12	-1	-1	-1	0	
1189	703	1,62541E+12	-1	-1	-1	990	
1190	695	1,62541E+12	-1	-1	-1	988	
1191	663	1,62541E+12	-1	-1	-1	0	
1192	743	1,62541E+12	-1	-1	-1	1022	
1193	711	1,62541E+12	-1	-1	-1	991	
1194	711	1,62541E+12	-1	-1	-1	988	
1195	679	1,62541E+12	-1	-1	-1	0	
1196	695	1,62541E+12	-1	-1	-1	1051	
1197	703	1,62541E+12	-1	-1	-1	960	
1198	671	1,62541E+12	-1	-1	-1	0	
1199	655	1,62541E+12	-1	-1	-1	989	
1200	663	1,62541E+12	-1	-1	-1	1020	
1201	719	1,62541E+12	-1	-1	-1	0	
1202	719	1,62541E+12	-1	-1	-1	990	
1203	671	1,62541E+12	-1	-1	-1	994	
1204	655	1,62541E+12	-1	-1	-1	0	
1205	719	1,62541E+12	-1	-1	-1	1046	
1206	751	1,62541E+12	-1	-1	-1	960	
1207	719	1,62541E+12	-1	-1	-1	990	
1208	711	1,62541E+12	-1	-1	-1	1	
1209	767	1,62541E+12	-1	-1	-1	1019	
1210	703	1,62541E+12	-1	-1	-1	991	
1211	703	1,62541E+12	-1	-1	-1	989	
1212	703	1,62541E+12	-1	-1	-1	0	
1213	703	1,62541E+12	-1	-1	-1	1022	
1214	695	1,62541E+12	-1	-1	-1	989	
1215	735	1,62541E+12	-1	-1	-1	0	
1216	743	1,62541E+12	-1	-1	-1	989	
1217	583	1,62541E+12	-1	-1	-1	991	
1218	831	1,62541E+12	-1	-1	-1	1019	
1219	735	1,62541E+12	-1	-1	-1	0	
1220	727	1,62541E+12	-1	-1	-1	990	
1221	687	1,62541E+12	-1	-1	-1	991	
1222	703	1,62541E+12	-1	-1	-1	0	
1223	719	1,62541E+12	-1	-1	-1	1020	
1224	767	1,62541E+12	-1	-1	-1	990	
1225	759	1,62541E+12	-1	-1	-1	991	
1226	703	1,62541E+12	-1	-1	-1	0	
1227	711	1,62541E+12	-1	-1	-1	1020	
1228	727	1,62541E+12	-1	-1	-1	989	
1229	759	1,62541E+12	-1	-1	-1	1021	
1230	751	1,62541E+12	-1	-1	-1	0	
1231	711	1,62541E+12	-1	-1	-1	990	
1232	687	1,62541E+12	-1	-1	-1	989	
1233	775	1,62541E+12	-1	-1	-1	0	
1234	719	1,62541E+12	-1	-1	-1	989	
1235	751	1,62541E+12	-1	-1	-1	1021	
1236	823	1,62541E+12	-1	-1	-1	990	
1237	743	1,62541E+12	-1	-1	-1	989	
1238	703	1,62541E+12	-1	-1	-1	0	
1239	711	1,62541E+12	-1	-1	-1	1021	
1240	695	1,62541E+12	-1	-1	-1	991	
1241	735	1,62541E+12	-1	-1	-1	0	
1242	711	1,62541E+12	-1	-1	-1	989	
1243	743	1,62541E+12	-1	-1	-1	1019	
1244	719	1,62541E+12	-1	-1	-1	991	
1245	743	1,62541E+12	-1	-1	-1	0	
1246	735	1,62541E+12	-1	-1	-1	990	
1247	711	1,62541E+12	-1	-1	-1	1020	
1248	687	1,62541E+12	-1	-1	-1	0	
1249	703	1,62541E+12	-1	-1	-1	992	
1250	791	1,62541E+12	-1	-1	-1	6988	
1251	663	1,62541E+12	-1	-1	-1	1022	
1252	831	1,62541E+12	-1	-1	-1	2998	
1253	903	1,62541E+12	-1	-1	-1	1979	
1254	743	1,62541E+12	-1	-1	-1	1021	
1255	679	1,62541E+12	-1	-1	-1	3000	
1256	639	1,62541E+12	-1	-1	-1	1	
1257	527	1,62541E+12	-1	-1	-1	989	
1258	687	1,62541E+12	-1	-1	-1	3001	
1259	639	1,62541E+12	-1	-1	-1	14999	
1260	591	1,62541E+12	-1	-1	-1	2011	
1261	711	1,62541E+12	-1	-1	-1	2998	
1262	671	1,62541E+12	-1	-1	-1	0	
1263	671	1,62541E+12	-1	-1	-1	993	
1264	735	1,62541E+12	-1	-1	-1	988	
1265	687	1,62541E+12	-1	-1	-1	5010	
1266	703	1,62541E+12	-1	-1	-1	0	
1267	727	1,62541E+12	-1	-1	-1	3030	
1268	727	1,62541E+12	-1	-1	-1	991	
1269	719	1,62541E+12	-1	-1	-1	990	
1270	703	1,62541E+12	-1	-1	-1	0	
1271	735	1,62541E+12	-1	-1	-1	992	
1272	711	1,62541E+12	-1	-1	-1	988	
1273	695	1,62541E+12	-1	-1	-1	0	
1274	711	1,62541E+12	-1	-1	-1	1022	
1275	679	1,62541E+12	-1	-1	-1	988	
1276	647	1,62541E+12	-1	-1	-1	0	
1277	679	1,62541E+12	-1	-1	-1	989	
1278	711	1,62541E+12	-1	-1	-1	1020	
1279	727	1,62541E+12	-1	-1	-1	989	
1280	719	1,62541E+12	-1	-1	-1	0	
1281	735	1,62541E+12	-1	-1	-1	991	
1282	751	1,62541E+12	-1	-1	-1	1026	
1283	703	1,62541E+12	-1	-1	-1	0	
1284	639	1,62541E+12	-1	-1	-1	983	
1285	559	1,62541E+12	-1	-1	-1	2011	
1286	671	1,62541E+12	-1	-1	-1	1981	
1287	687	1,62541E+12	-1	-1	-1	1019	
1288	711	1,62541E+12	-1	-1	-1	992	
1289	687	1,62541E+12	-1	-1	-1	0	
1290	591	1,62541E+12	-1	-1	-1	988	
1291	679	1,62541E+12	-1	-1	-1	2010	
1292	655	1,62541E+12	-1	-1	-1	990	
1293	679	1,62541E+12	-1	-1	-1	0	
1294	623	1,62541E+12	-1	-1	-1	1020	
1295	679	1,62541E+12	-1	-1	-1	990	
1296	711	1,62541E+12	-1	-1	-1	0	
1297	703	1,62541E+12	-1	-1	-1	991	
1298	711	1,62541E+12	-1	-1	-1	1021	
1299	695	1,62541E+12	-1	-1	-1	0	
1300	703	1,62541E+12	-1	-1	-1	988	
1301	743	1,62541E+12	-1	-1	-1	993	
1302	727	1,62541E+12	-1	-1	-1	1018	
1303	719	1,62541E+12	-1	-1	-1	0	
1304	687	1,62541E+12	-1	-1	-1	988	
1305	743	1,62541E+12	-1	-1	-1	991	
1306	711	1,62541E+12	-1	-1	-1	1020	
1307	695	1,62541E+12	-1	-1	-1	0	
1308	727	1,62541E+12	-1	-1	-1	1019	
1309	695	1,62541E+12	-1	-1	-1	991	
1310	719	1,62541E+12	-1	-1	-1	0	
1311	919	1,62541E+12	-1	-1	-1	1982	
1312	799	1,62541E+12	-1	-1	-1	988	
1313	727	1,62541E+12	-1	-1	-1	1020	
1314	727	1,62541E+12	-1	-1	-1	6002	
1315	799	1,62541E+12	-1	-1	-1	6990	
1316	983	1,62541E+12	-1	-1	-1	5999	
1317	607	1,62541E+12	-1	-1	-1	0	
1318	799	1,62541E+12	-1	-1	-1	6990	
1319	903	1,62541E+12	-1	-1	-1	3029	
1320	623	1,62541E+12	-1	-1	-1	17972	
1321	799	1,62541E+12	-1	-1	-1	2009	
1322	807	1,62541E+12	-1	-1	-1	990	
1323	543	1,62541E+12	-1	-1	-1	990	
1324	575	1,62541E+12	-1	-1	-1	0	
1325	783	1,62541E+12	-1	-1	-1	2011	
1326	575	1,62541E+12	-1	-1	-1	989	
1327	719	1,62541E+12	-1	-1	-1	5020	
1328	879	1,62541E+12	-1	-1	-1	6980	
1329	591	1,62541E+12	-1	-1	-1	1020	
1330	719	1,62541E+12	-1	-1	-1	6990	
1331	807	1,62541E+12	-1	-1	-1	3001	
1332	823	1,62541E+12	-1	-1	-1	989	
1333	783	1,62541E+12	-1	-1	-1	1021	
1334	759	1,62541E+12	-1	-1	-1	0	
1335	775	1,62541E+12	-1	-1	-1	990	
1336	767	1,62541E+12	-1	-1	-1	989	
1337	767	1,62541E+12	-1	-1	-1	1021	
1338	751	1,62541E+12	-1	-1	-1	0	
1339	743	1,62541E+12	-1	-1	-1	994	
1340	727	1,62541E+12	-1	-1	-1	984	
1341	775	1,62541E+12	-1	-1	-1	1021	
1342	735	1,62541E+12	-1	-1	-1	0	
1343	783	1,62541E+12	-1	-1	-1	991	
1344	703	1,62541E+12	-1	-1	-1	989	
1345	719	1,62541E+12	-1	-1	-1	1049	
1346	735	1,62541E+12	-1	-1	-1	0	
1347	783	1,62541E+12	-1	-1	-1	961	
1348	751	1,62541E+12	-1	-1	-1	990	
1349	983	1,62541E+12	-1	-1	-1	2011	
1350	719	1,62541E+12	-1	-1	-1	989	
1351	711	1,62541E+12	-1	-1	-1	0	
1352	679	1,62541E+12	-1	-1	-1	1051	
1353	743	1,62541E+12	-1	-1	-1	988	
1354	759	1,62541E+12	-1	-1	-1	1982	
1355	743	1,62541E+12	-1	-1	-1	991	
1356	807	1,62541E+12	-1	-1	-1	988	
1357	711	1,62541E+12	-1	-1	-1	0	
1358	759	1,62541E+12	-1	-1	-1	1020	
1359	695	1,62541E+12	-1	-1	-1	991	
1360	727	1,62541E+12	-1	-1	-1	989	
1361	1079	1,62541E+12	-1	-1	-1	6001	
1362	591	1,62541E+12	-1	-1	-1	2999	
1363	1023	1,62541E+12	-1	-1	-1	2011	
1364	543	1,62541E+12	-1	-1	-1	990	
1365	511	1,62541E+12	-1	-1	-1	0	
1366	527	1,62541E+12	-1	-1	-1	1020	
1367	679	1,62541E+12	-1	-1	-1	0	
1368	783	1,62541E+12	-1	-1	-1	990	
1369	831	1,62541E+12	-1	-1	-1	2010	
1370	1007	1,62541E+12	-1	-1	-1	4980	
1371	1007	1,62541E+12	-1	-1	-1	2011	
1372	591	1,62541E+12	-1	-1	-1	2039	
1373	599	1,62541E+12	-1	-1	-1	6959	
1374	1007	1,62541E+12	-1	-1	-1	990	
1375	687	1,62541E+12	-1	-1	-1	3000	
1376	783	1,62541E+12	-1	-1	-1	3001	
1377	751	1,62541E+12	-1	-1	-1	2011	
1378	655	1,62541E+12	-1	-1	-1	988	
1379	727	1,62541E+12	-1	-1	-1	0	
1380	831	1,62541E+12	-1	-1	-1	3001	
1381	727	1,62541E+12	-1	-1	-1	0	
1382	663	1,62541E+12	-1	-1	-1	989	
1383	743	1,62541E+12	-1	-1	-1	3000	
1384	711	1,62541E+12	-1	-1	-1	1019	
1385	647	1,62541E+12	-1	-1	-1	3001	
1386	967	1,62541E+12	-1	-1	-1	992	
1387	735	1,62541E+12	-1	-1	-1	11009	
1388	727	1,62541E+12	-1	-1	-1	990	
1389	687	1,62541E+12	-1	-1	-1	990	
1390	615	1,62541E+12	-1	-1	-1	0	
1391	943	1,62541E+12	-1	-1	-1	7022	
1392	623	1,62541E+12	-1	-1	-1	17998	
1393	679	1,62541E+12	-1	-1	-1	0	
1394	727	1,62541E+12	-1	-1	-1	3000	
1395	711	1,62541E+12	-1	-1	-1	0	
1396	631	1,62541E+12	-1	-1	-1	990	
1397	495	1,62541E+12	-1	-1	-1	2011	
1398	711	1,62541E+12	-1	-1	-1	3002	
1399	735	1,62541E+12	-1	-1	-1	0	
1400	735	1,62541E+12	-1	-1	-1	987	
1401	703	1,62541E+12	-1	-1	-1	990	
1402	759	1,62541E+12	-1	-1	-1	0	
1403	783	1,62541E+12	-1	-1	-1	1020	
1404	767	1,62541E+12	-1	-1	-1	991	
1405	703	1,62541E+12	-1	-1	-1	988	
1406	743	1,62541E+12	-1	-1	-1	1	
1407	735	1,62541E+12	-1	-1	-1	1020	
1408	711	1,62541E+12	-1	-1	-1	1019	
1409	719	1,62541E+12	-1	-1	-1	993	
1410	743	1,62541E+12	-1	-1	-1	0	
1411	663	1,62541E+12	-1	-1	-1	4979	
1412	743	1,62541E+12	-1	-1	-1	0	
1413	735	1,62541E+12	-1	-1	-1	989	
1414	719	1,62541E+12	-1	-1	-1	1022	
1415	743	1,62541E+12	-1	-1	-1	988	
1416	759	1,62541E+12	-1	-1	-1	0	
1417	727	1,62541E+12	-1	-1	-1	990	
1418	671	1,62541E+12	-1	-1	-1	2010	
1419	783	1,62541E+12	-1	-1	-1	990	
1420	711	1,62541E+12	-1	-1	-1	1020	
1421	799	1,62541E+12	-1	-1	-1	1980	
1422	687	1,62541E+12	-1	-1	-1	1020	
1423	719	1,62541E+12	-1	-1	-1	3001	
1424	751	1,62541E+12	-1	-1	-1	991	
1425	727	1,62541E+12	-1	-1	-1	988	
1426	759	1,62541E+12	-1	-1	-1	0	
1427	711	1,62541E+12	-1	-1	-1	1018	
1428	743	1,62541E+12	-1	-1	-1	1982	
1429	775	1,62541E+12	-1	-1	-1	3001	
1430	703	1,62541E+12	-1	-1	-1	0	
1431	735	1,62541E+12	-1	-1	-1	1018	
1432	719	1,62541E+12	-1	-1	-1	992	
1433	759	1,62541E+12	-1	-1	-1	0	
1434	767	1,62541E+12	-1	-1	-1	3029	
1435	943	1,62541E+12	-1	-1	-1	1981	
1436	639	1,62541E+12	-1	-1	-1	990	
1437	775	1,62541E+12	-1	-1	-1	3989	
1438	735	1,62541E+12	-1	-1	-1	1021	
1439	743	1,62541E+12	-1	-1	-1	0	
1440	695	1,62541E+12	-1	-1	-1	990	
1441	687	1,62541E+12	-1	-1	-1	988	
1442	743	1,62541E+12	-1	-1	-1	0	
1443	727	1,62541E+12	-1	-1	-1	1021	
1444	735	1,62541E+12	-1	-1	-1	990	
1445	719	1,62541E+12	-1	-1	-1	991	
1446	767	1,62541E+12	-1	-1	-1	0	
1447	727	1,62541E+12	-1	-1	-1	1019	
1448	719	1,62541E+12	-1	-1	-1	991	
1449	687	1,62541E+12	-1	-1	-1	990	
1450	719	1,62541E+12	-1	-1	-1	0	
1451	743	1,62541E+12	-1	-1	-1	1020	
1452	727	1,62541E+12	-1	-1	-1	989	
1453	743	1,62541E+12	-1	-1	-1	0	
1454	775	1,62541E+12	-1	-1	-1	990	
1455	711	1,62541E+12	-1	-1	-1	1021	
1456	751	1,62541E+12	-1	-1	-1	990	
1457	703	1,62541E+12	-1	-1	-1	0	
1458	695	1,62541E+12	-1	-1	-1	989	
1459	711	1,62541E+12	-1	-1	-1	1022	
1460	695	1,62541E+12	-1	-1	-1	989	
1461	735	1,62541E+12	-1	-1	-1	0	
1462	727	1,62541E+12	-1	-1	-1	990	
1463	735	1,62541E+12	-1	-1	-1	1020	
1464	719	1,62541E+12	-1	-1	-1	0	
1465	719	1,62541E+12	-1	-1	-1	990	
1466	687	1,62541E+12	-1	-1	-1	990	
1467	703	1,62541E+12	-1	-1	-1	1020	
1468	679	1,62541E+12	-1	-1	-1	0	
1469	695	1,62541E+12	-1	-1	-1	990	
1470	655	1,62541E+12	-1	-1	-1	989	
1471	751	1,62541E+12	-1	-1	-1	0	
1472	711	1,62541E+12	-1	-1	-1	1021	
1473	727	1,62541E+12	-1	-1	-1	1021	
1474	743	1,62541E+12	-1	-1	-1	989	
1475	743	1,62541E+12	-1	-1	-1	0	
1476	703	1,62541E+12	-1	-1	-1	990	
1477	527	1,62541E+12	-1	-1	-1	0	
1478	879	1,62541E+12	-1	-1	-1	990	
1479	679	1,62541E+12	-1	-1	-1	989	
1480	735	1,62541E+12	-1	-1	-1	1021	
1481	727	1,62541E+12	-1	-1	-1	991	
1482	743	1,62541E+12	-1	-1	-1	0	
1483	735	1,62541E+12	-1	-1	-1	988	
1484	727	1,62541E+12	-1	-1	-1	1020	
1485	711	1,62541E+12	-1	-1	-1	0	
1486	759	1,62541E+12	-1	-1	-1	991	
1487	695	1,62541E+12	-1	-1	-1	990	
1488	703	1,62541E+12	-1	-1	-1	1019	
1489	703	1,62541E+12	-1	-1	-1	0	
1490	743	1,62541E+12	-1	-1	-1	991	
1491	743	1,62541E+12	-1	-1	-1	991	
1492	727	1,62541E+12	-1	-1	-1	989	
1493	735	1,62541E+12	-1	-1	-1	0	
1494	711	1,62541E+12	-1	-1	-1	1021	
1495	751	1,62541E+12	-1	-1	-1	990	
1496	703	1,62541E+12	-1	-1	-1	0	
1497	735	1,62541E+12	-1	-1	-1	990	
1498	711	1,62541E+12	-1	-1	-1	1019	
1499	759	1,62541E+12	-1	-1	-1	990	
1500	751	1,62541E+12	-1	-1	-1	0	
1501	719	1,62541E+12	-1	-1	-1	3000	
1502	743	1,62541E+12	-1	-1	-1	5009	
1503	775	1,62541E+12	-1	-1	-1	0	
1504	727	1,62541E+12	-1	-1	-1	991	
1505	743	1,62541E+12	-1	-1	-1	989	
1506	711	1,62541E+12	-1	-1	-1	0	
1507	815	1,62541E+12	-1	-1	-1	4051	
1508	671	1,62541E+12	-1	-1	-1	991	
1509	791	1,62541E+12	-1	-1	-1	959	
1510	695	1,62541E+12	-1	-1	-1	0	
1511	783	1,62541E+12	-1	-1	-1	1021	
1512	687	1,62541E+12	-1	-1	-1	1010	
1513	671	1,62541E+12	-1	-1	-1	968	
1514	847	1,62541E+12	-1	-1	-1	0	
1515	679	1,62541E+12	-1	-1	-1	1022	
1516	775	1,62541E+12	-1	-1	-1	990	
1517	615	1,62541E+12	-1	-1	-1	989	
1518	855	1,62541E+12	-1	-1	-1	0	
1519	751	1,62541E+12	-1	-1	-1	2999	
1520	719	1,62541E+12	-1	-1	-1	0	
1521	735	1,62541E+12	-1	-1	-1	1021	
1522	719	1,62541E+12	-1	-1	-1	991	
1523	727	1,62541E+12	-1	-1	-1	0	
1524	711	1,62541E+12	-1	-1	-1	989	
1525	791	1,62541E+12	-1	-1	-1	1021	
1526	711	1,62541E+12	-1	-1	-1	990	
1527	783	1,62541E+12	-1	-1	-1	0	
1528	759	1,62541E+12	-1	-1	-1	989	
1529	743	1,62541E+12	-1	-1	-1	1021	
1530	711	1,62541E+12	-1	-1	-1	990	
1531	759	1,62541E+12	-1	-1	-1	0	
1532	719	1,62541E+12	-1	-1	-1	988	
1533	735	1,62541E+12	-1	-1	-1	1021	
1534	703	1,62541E+12	-1	-1	-1	991	
1535	711	1,62541E+12	-1	-1	-1	0	
1536	743	1,62541E+12	-1	-1	-1	2999	
1537	759	1,62541E+12	-1	-1	-1	991	
1538	663	1,62541E+12	-1	-1	-1	1019	
1539	735	1,62541E+12	-1	-1	-1	0	
1540	783	1,62541E+12	-1	-1	-1	989	
1541	727	1,62541E+12	-1	-1	-1	3001	
1542	767	1,62541E+12	-1	-1	-1	991	
1543	695	1,62541E+12	-1	-1	-1	3000	
1544	735	1,62541E+12	-1	-1	-1	1019	
1545	703	1,62541E+12	-1	-1	-1	991	
1546	743	1,62541E+12	-1	-1	-1	988	
1547	687	1,62541E+12	-1	-1	-1	2011	
1548	679	1,62541E+12	-1	-1	-1	2011	
1549	791	1,62541E+12	-1	-1	-1	990	
1550	743	1,62541E+12	-1	-1	-1	0	
1551	735	1,62541E+12	-1	-1	-1	3000	
1552	719	1,62541E+12	-1	-1	-1	3988	
1553	975	1,62541E+12	-1	-1	-1	1021	
1554	775	1,62541E+12	-1	-1	-1	992	
1555	623	1,62541E+12	-1	-1	-1	988	
1556	615	1,62541E+12	-1	-1	-1	3000	
1557	671	1,62541E+12	-1	-1	-1	0	
1558	647	1,62541E+12	-1	-1	-1	5009	
1559	919	1,62541E+12	-1	-1	-1	993	
1560	791	1,62541E+12	-1	-1	-1	1019	
1561	735	1,62541E+12	-1	-1	-1	4979	
1562	719	1,62541E+12	-1	-1	-1	2012	
1563	783	1,62541E+12	-1	-1	-1	989	
1564	703	1,62541E+12	-1	-1	-1	8010	
1565	719	1,62541E+12	-1	-1	-1	0	
1566	703	1,62541E+12	-1	-1	-1	989	
1567	775	1,62541E+12	-1	-1	-1	1021	
1568	711	1,62541E+12	-1	-1	-1	0	
1569	759	1,62541E+12	-1	-1	-1	3001	
1570	687	1,62541E+12	-1	-1	-1	3000	
1571	703	1,62541E+12	-1	-1	-1	989	
1572	727	1,62541E+12	-1	-1	-1	989	
1573	639	1,62541E+12	-1	-1	-1	0	
1574	831	1,62541E+12	-1	-1	-1	1022	
1575	671	1,62541E+12	-1	-1	-1	988	
1576	783	1,62541E+12	-1	-1	-1	990	
1577	807	1,62541E+12	-1	-1	-1	0	
1578	751	1,62541E+12	-1	-1	-1	1024	
1579	751	1,62541E+12	-1	-1	-1	987	
1580	767	1,62541E+12	-1	-1	-1	990	
1581	751	1,62541E+12	-1	-1	-1	0	
1582	735	1,62541E+12	-1	-1	-1	1018	
1583	735	1,62541E+12	-1	-1	-1	991	
1584	751	1,62541E+12	-1	-1	-1	991	
1585	663	1,62541E+12	-1	-1	-1	3000	
1586	767	1,62541E+12	-1	-1	-1	0	
1587	503	1,62541E+12	-1	-1	-1	2010	
1588	607	1,62541E+12	-1	-1	-1	4980	
1589	735	1,62541E+12	-1	-1	-1	4020	
1590	551	1,62541E+12	-1	-1	-1	990	
1591	831	1,62541E+12	-1	-1	-1	990	
1592	679	1,62541E+12	-1	-1	-1	5010	
1593	927	1,62541E+12	-1	-1	-1	3989	
1594	639	1,62541E+12	-1	-1	-1	1021	
1595	895	1,62541E+12	-1	-1	-1	991	
1596	719	1,62541E+12	-1	-1	-1	2009	
1597	703	1,62541E+12	-1	-1	-1	3990	
1598	655	1,62541E+12	-1	-1	-1	0	
1599	783	1,62541E+12	-1	-1	-1	6990	
1600	671	1,62541E+12	-1	-1	-1	0	
1601	1015	1,62541E+12	-1	-1	-1	4020	
1602	735	1,62541E+12	-1	-1	-1	992	
1603	815	1,62541E+12	-1	-1	-1	2008	
1604	975	1,62541E+12	-1	-1	-1	6991	
1605	551	1,62541E+12	-1	-1	-1	8008	
1606	607	1,62541E+12	-1	-1	-1	4981	
1607	871	1,62541E+12	-1	-1	-1	1021	
1608	927	1,62541E+12	-1	-1	-1	2997	
1609	751	1,62541E+12	-1	-1	-1	0	
1610	799	1,62541E+12	-1	-1	-1	992	
1611	775	1,62541E+12	-1	-1	-1	6001	
1612	607	1,62541E+12	-1	-1	-1	989	
1613	591	1,62541E+12	-1	-1	-1	0	
1614	751	1,62541E+12	-1	-1	-1	2011	
1615	615	1,62541E+12	-1	-1	-1	16980	
1616	1047	1,62541E+12	-1	-1	-1	2017	
1617	583	1,62541E+12	-1	-1	-1	2004	
1618	583	1,62541E+12	-1	-1	-1	0	
1619	599	1,62541E+12	-1	-1	-1	990	
1620	1055	1,62541E+12	-1	-1	-1	988	
1621	1127	1,62541E+12	-1	-1	-1	1022	
1622	663	1,62541E+12	-1	-1	-1	8999	
1623	815	1,62541E+12	-1	-1	-1	990	
1624	863	1,62541E+12	-1	-1	-1	5010	
1625	1303	1,62541E+12	-1	-1	-1	990	
1626	695	1,62541E+12	-1	-1	-1	3001	
1627	1095	1,62541E+12	-1	-1	-1	9989	
1628	1007	1,62541E+12	-1	-1	-1	1088	
1629	711	1,62541E+12	-1	-1	-1	0	
1630	711	1,62541E+12	-1	-1	-1	922	
1631	775	1,62541E+12	-1	-1	-1	1020	
1632	1031	1,62541E+12	-1	-1	-1	1980	
1633	1031	1,62541E+12	-1	-1	-1	989	
1634	679	1,62541E+12	-1	-1	-1	4021	
1635	775	1,62541E+12	-1	-1	-1	3000	
1636	671	1,62541E+12	-1	-1	-1	0	
1637	695	1,62541E+12	-1	-1	-1	990	
1638	575	1,62541E+12	-1	-1	-1	990	
1639	839	1,62541E+12	-1	-1	-1	0	
1640	679	1,62541E+12	-1	-1	-1	1048	
1641	711	1,62541E+12	-1	-1	-1	993	
1642	711	1,62541E+12	-1	-1	-1	959	
1643	719	1,62541E+12	-1	-1	-1	0	
1644	743	1,62541E+12	-1	-1	-1	1021	
1645	663	1,62541E+12	-1	-1	-1	989	
1646	575	1,62541E+12	-1	-1	-1	0	
1647	671	1,62541E+12	-1	-1	-1	3001	
1648	695	1,62541E+12	-1	-1	-1	0	
1649	759	1,62541E+12	-1	-1	-1	988	
1650	735	1,62541E+12	-1	-1	-1	1021	
1651	695	1,62541E+12	-1	-1	-1	0	
1652	575	1,62541E+12	-1	-1	-1	990	
1653	911	1,62541E+12	-1	-1	-1	989	
1654	567	1,62541E+12	-1	-1	-1	1022	
1655	719	1,62541E+12	-1	-1	-1	0	
1656	871	1,62541E+12	-1	-1	-1	989	
1657	655	1,62541E+12	-1	-1	-1	990	
1658	831	1,62541E+12	-1	-1	-1	1020	
1659	559	1,62541E+12	-1	-1	-1	0	
1660	967	1,62541E+12	-1	-1	-1	4980	
1661	735	1,62541E+12	-1	-1	-1	4021	
1662	815	1,62541E+12	-1	-1	-1	990	
1663	679	1,62541E+12	-1	-1	-1	0	
1664	703	1,62541E+12	-1	-1	-1	1018	
1665	927	1,62541E+12	-1	-1	-1	1982	
1666	495	1,62541E+12	-1	-1	-1	989	
1667	951	1,62541E+12	-1	-1	-1	1019	
1668	639	1,62541E+12	-1	-1	-1	0	
1669	503	1,62541E+12	-1	-1	-1	993	
1670	919	1,62541E+12	-1	-1	-1	988	
1671	687	1,62541E+12	-1	-1	-1	0	
1672	727	1,62541E+12	-1	-1	-1	1051	
1673	839	1,62541E+12	-1	-1	-1	988	
1674	935	1,62541E+12	-1	-1	-1	1981	
1675	775	1,62541E+12	-1	-1	-1	991	
1676	647	1,62541E+12	-1	-1	-1	0	
1677	711	1,62541E+12	-1	-1	-1	990	
1678	895	1,62541E+12	-1	-1	-1	4020	
1679	551	1,62541E+12	-1	-1	-1	0	
1680	663	1,62541E+12	-1	-1	-1	988	
1681	951	1,62541E+12	-1	-1	-1	991	
1682	535	1,62541E+12	-1	-1	-1	1019	
1683	703	1,62541E+12	-1	-1	-1	3000	
