1627980958614
5746104825f7ca500e3e105.43636873
171465453600558127b03e0.70977321
463;1627980963381;73
423;1627980965388;70
575;1627980967400;63
527;1627980982402;63
367;1627980983391;66
703;1627980984382;71
663;1627980985402;73
679;1627980986416;79
575;1627980987411;79
567;1627980989393;80
479;1627980991403;79
583;1627980993387;78
759;1627980994402;84
383;1627980997402;86
423;1627981001393;86
695;1627981002383;89
671;1627981007387;89
703;1627981008382;92
743;1627981009373;96
551;1627981012372;94
535;1627981013392;94
551;1627981014387;93
551;1627981015372;93
647;1627981019422;93
551;1627981020412;93
575;1627981023379;93
559;1627981025392;92
535;1627981026377;92
487;1627981032383;92
639;1627981034392;93
687;1627981042374;94
751;1627981052423;97
687;1627981055394;103
703;1627981056384;104
623;1627981057374;103
543;1627981058393;103
559;1627981060373;103
775;1627981061394;110
631;1627981062383;110
639;1627981063373;106
671;1627981064392;106
663;1627981066368;102
631;1627981067393;102
535;1627981068383;100
591;1627981071384;99
543;1627981074383;96
607;1627981076393;96
543;1627981078374;96
511;1627981085425;96
735;1627981089384;92
519;1627981090375;93
591;1627981092384;92
671;1627981098384;92
711;1627981099375;93
687;1627981100395;93
631;1627981103395;93
615;1627981117373;93
527;1627981118419;91
567;1627981119385;91
431;1627981122382;88
671;1627981124395;84
655;1627981125385;84
607;1627981126375;83
599;1627981127395;81
575;1627981128385;80
591;1627981129375;79
575;1627981130395;78
575;1627981131385;78
535;1627981132375;79
503;1627981133396;79
543;1627981138375;79
519;1627981139395;79
759;1627981143385;79
535;1627981144375;82
767;1627981145366;83
799;1627981146385;83
583;1627981149385;83
591;1627981153377;82
743;1627981163365;83
631;1627981166360;82
559;1627981170381;82
615;1627981171372;76
607;1627981174372;73
487;1627981175364;74
631;1627981178367;74
567;1627981180376;74
599;1627981181367;74
583;1627981182387;73
695;1627981188387;74
527;1627981190367;75
647;1627981193367;75
535;1627981194387;75
559;1627981197387;74
511;1627981198377;73
511;1627981201407;74
535;1627981202397;74
567;1627981203387;72
567;1627981204377;72
607;1627981206387;71
559;1627981207376;71
607;1627981208367;71
527;1627981210377;71
535;1627981211367;71
479;1627981212387;70
591;1627981214367;69
607;1627981215386;69
687;1627981216377;71
663;1627981219374;72
519;1627981220367;72
575;1627981224358;72
527;1627981225376;73
535;1627981226366;73
599;1627981228377;73
615;1627981229367;73
791;1627981236385;78
551;1627981238362;77
759;1627981239353;80
599;1627981240378;79
487;1627981242358;77
615;1627981245357;74
559;1627981247369;74
623;1627981258378;70
607;1627981259368;64
543;1627981264379;65
535;1627981265368;65
567;1627981266359;61
839;1627981267408;70
759;1627981269358;73
551;1627981270378;73
559;1627981271367;73
535;1627981272359;72
591;1627981274370;72
479;1627981275359;73
543;1627981280368;73
543;1627981281358;73
503;1627981282379;74
607;1627981286369;72
623;1627981287358;72
615;1627981288379;72
607;1627981289368;72
591;1627981291379;72
575;1627981292368;71
591;1627981293358;70
583;1627981294379;70
583;1627981295370;70
