,Timestamp,Quality,Lat,Lon
0,1623621462145,8.576000213623049,48.67875621,5.872959900000001
1,1623621522445,20.368000030517575,48.689111600000004,6.01837763
2,1623621583440,37.52000045776367,48.69100761,6.03599974
3,1623621644438,11.791999816894533,48.69199596,6.05253001
4,1623621705372,8.576000213623049,48.69263488,6.06989057
5,1623621766380,16.079999923706055,48.693732399999995,6.08987945
6,1623621827418,15.008000373840332,48.69433943,6.10825573
7,1623621888392,7.504000186920166,48.68739083,6.11705239
8,1623621949462,10.720000267028807,48.6757999,6.12070772
9,1623622010419,12.86400032043457,48.66430973,6.12397523
10,1623622071368,13.93600082397461,48.65257686,6.12967663
11,1623622132376,5.360000133514403,48.64619153,6.14088746
12,1623622193352,17.152000427246097,48.64299892,6.1577068
13,1623622254460,3.2160000801086426,48.63881371,6.17096237
14,1623622315294,11.791999816894533,48.62866383,6.18088154
15,1623622376383,8.576000213623049,48.61912322,6.19347776
16,1623622437358,9.648000717163086,48.61809004,6.21082116
17,1623622498335,18.224000930786133,48.61824449,6.22936446
18,1623622559377,24.6560001373291,48.61838095,6.2486948
19,1623622620398,25.72800064086914,48.61849526,6.26694381
20,1623622681338,9.648000717163086,48.61673483,6.28367662
21,1623622742324,10.720000267028807,48.61809087,6.30456456
22,1623622803278,6.432000160217285,48.61697657,6.31778182
23,1623622864344,10.720000267028807,48.6089037,6.33127024
24,1623622925314,11.791999816894533,48.60052753,6.34109736
25,1623622986324,8.576000213623049,48.60407145,6.35883889
26,1623623047294,7.504000186920166,48.60486498,6.37478637
27,1623623108301,7.504000186920166,48.59878315,6.38986463
28,1623623169277,7.504000186920166,48.59211545,6.40787134
29,1623623230290,16.079999923706055,48.59025443,6.42512611
30,1623623291272,6.432000160217285,48.58617329,6.4404011
31,1623623352275,6.432000160217285,48.58228927,6.45762584
32,1623623413225,5.360000133514403,48.57664005,6.47542093
33,1623623474256,6.432000160217285,48.57348357,6.49165568
34,1623623535273,7.504000186920166,48.56953226,6.50898406
35,1623623596252,9.648000717163086,48.5686709,6.52698068
36,1623623657279,7.504000186920166,48.5688068,6.54467018
37,1623623718210,7.504000186920166,48.57865277,6.55916486
38,1623623779258,10.720000267028807,48.58416014,6.57486746
39,1623623840236,12.86400032043457,48.58250661,6.59231625
40,1623623901240,8.576000213623049,48.57711221,6.60700572
41,1623623962222,11.791999816894533,48.57411696,6.62532067
42,1623624023253,8.576000213623049,48.57248477,6.64322435
43,1623624084289,8.576000213623049,48.56538114,6.65838245
44,1623624145185,8.576000213623049,48.5633054,6.67285683
45,1623624206252,5.360000133514403,48.5658961,6.6904705
46,1623624267150,4.2880001068115225,48.57129264,6.70972586
47,1623624328384,9.648000717163086,48.5734731,6.72992027
48,1623624389091,11.791999816894533,48.57586283,6.74670268
49,1623624450388,5.360000133514403,48.58005476,6.76360717
50,1623624511375,7.504000186920166,48.58231206,6.78278527
51,1623624572321,5.360000133514403,48.58594437,6.79426694
52,1623624633135,11.791999816894533,48.59253825,6.80802955
53,1623624694131,8.576000213623049,48.59649903,6.82684529
54,1623624755102,9.648000717163086,48.60148474,6.844698200000001
55,1623624816096,6.432000160217285,48.60703235,6.85910456
56,1623624877091,4.2880001068115225,48.61155956,6.86451011
57,1623624938102,5.360000133514403,48.61733891,6.87537733
58,1623624999123,7.504000186920166,48.62688969,6.88900292
59,1623625060102,4.2880001068115225,48.63592236,6.89790188
60,1623625121081,6.432000160217285,48.64121399,6.90795797
61,1623625182153,5.360000133514403,48.64784045,6.92142919
62,1623625243122,6.432000160217285,48.65564548,6.93149351
63,1623625304064,5.360000133514403,48.66747343,6.94120011
64,1623625365154,5.360000133514403,48.67870766,6.95104515
65,1623625426066,9.648000717163086,48.68992377,6.95750138
66,1623625487098,6.432000160217285,48.69854862,6.96150774
