	RR	Timestamp	écart		moyenne	min	max	mode	écart-type	durée	somme RR	max écart tmsp	écart-type tmsp	25e centile	50e centile	75e centile	RR/durée	durée (min)	état	deconnexion
906	716	1623389049561	0	11/06/2021 07:24																
907	1115	1623389051513	1952	11/06/2021 07:24																
908	1065	1623389052501	988	11/06/2021 07:24																
909	563	1623389052501	0	11/06/2021 07:24																
910	539	1623389053461	960	11/06/2021 07:24																
911	686	1623389053461	0	11/06/2021 07:24																
912	716	1623389054450	989	11/06/2021 07:24																
913	1223	1623389055442	992	11/06/2021 07:24																
914	554	1623389056400	958	11/06/2021 07:24																
915	585	1623389057390	990	11/06/2021 07:24																
916	621	1623389057390	0	11/06/2021 07:24																
917	568	1623389058350	960	11/06/2021 07:24																
918	676	1623389059340	990	11/06/2021 07:24																
919	956	1623389059340	0	11/06/2021 07:24																
920	564	1623389061290	1950	11/06/2021 07:24																
921	1111	1623389061290	0	11/06/2021 07:24																
922	589	1623389062279	989	11/06/2021 07:24																
923	552	1623389062279	0	11/06/2021 07:24																
924	575	1623389063269	990	11/06/2021 07:24																
925	572	1623389064229	960	11/06/2021 07:24																
926	543	1623389064229	0	11/06/2021 07:24																
927	556	1623389065219	990	11/06/2021 07:24																
928	793	1623389066179	960	11/06/2021 07:24																
929	976	1623389066179	0	11/06/2021 07:24																
930	382	1623389067169	990	11/06/2021 07:24																
931	742	1623389068159	990	11/06/2021 07:24																
932	573	1623389068159	0	11/06/2021 07:24																
933	950	1623389069120	961	11/06/2021 07:24																
934	747	1623389070109	989	11/06/2021 07:24																
935	626	1623389071099	990	11/06/2021 07:24																
936	736	1623389071099	0	11/06/2021 07:24																
937	1008	1623389073051	1952	11/06/2021 07:24																
938	1221	1623389073052	1	11/06/2021 07:24																
939	586	1623389074041	989	11/06/2021 07:24																
940	594	1623389075001	960	11/06/2021 07:24																
941	614	1623389075001	0	11/06/2021 07:24																
942	543	1623389075991	990	11/06/2021 07:24																
943	617	1623389076951	960	11/06/2021 07:24																
944	678	1623389076951	0	11/06/2021 07:24																
945	638	1623389077943	992	11/06/2021 07:24																
946	1159	1623389078931	988	11/06/2021 07:24																
947	595	1623389079889	958	11/06/2021 07:24																
948	500	1623389079889	0	11/06/2021 07:24																
949	648	1623389080880	991	11/06/2021 07:24																
950	1148	1623389081841	961	11/06/2021 07:24																
951	516	1623389082831	990	11/06/2021 07:24																
952	1277	1623389083822	991	11/06/2021 07:24																
953	1666	1623389085772	1950	11/06/2021 07:24																
954	552	1623389085772	0	11/06/2021 07:24																
955	578	1623389086763	991	11/06/2021 07:24																
956	650	1623389086763	0	11/06/2021 07:24																
957	597	1623389087721	958	11/06/2021 07:24																
958	589	1623389088711	990	11/06/2021 07:24																
959	586	1623389088711	0	11/06/2021 07:24																
960	532	1623389089672	961	11/06/2021 07:24																
961	515	1623389089672	0	11/06/2021 07:24																
962	684	1623389090661	989	11/06/2021 07:24																
963	577	1623389091651	990	11/06/2021 07:24																
964	564	1623389091651	0	11/06/2021 07:24																
965	563	1623389092609	958	11/06/2021 07:24																
966	702	1623389092609	0	11/06/2021 07:24																
967	1053	1623389094561	1952	11/06/2021 07:24																
968	604	1623389094561	0	11/06/2021 07:24																
969	600	1623389095553	992	11/06/2021 07:24																
970	632	1623389095553	0	11/06/2021 07:24																
971	567	1623389096541	988	11/06/2021 07:24																
972	641	1623389097499	958	11/06/2021 07:24																
973	760	1623389097499	0	11/06/2021 07:24																
974	725	1623389098489	990	11/06/2021 07:24																
975	1375	1623389100444	1955	11/06/2021 07:25																
976	712	1623389100444	0	11/06/2021 07:25																
977	676	1623389101399	955	11/06/2021 07:25																
978	562	1623389101399	0	11/06/2021 07:25																
979	560	1623389102391	992	11/06/2021 07:25																
980	715	1623389103380	989	11/06/2021 07:25																
981	617	1623389103380	0	11/06/2021 07:25																
982	576	1623389104340	960	11/06/2021 07:25																
983	574	1623389105329	989	11/06/2021 07:25																
984	1090	1623389106289	960	11/06/2021 07:25																
985	883	1623389107279	990	11/06/2021 07:25																
986	978	1623389108269	990	11/06/2021 07:25																
987	537	1623389108269	0	11/06/2021 07:25																
988	539	1623389109228	959	11/06/2021 07:25																
989	676	1623389109228	0	11/06/2021 07:25																
990	584	1623389111208	1980	11/06/2021 07:25																
991	1245	1623389111208	0	11/06/2021 07:25																
992	613	1623389112168	960	11/06/2021 07:25																
993	996	1623389113159	991	11/06/2021 07:25																
994	1768	1623389115109	1950	11/06/2021 07:25																
995	1142	1623389116068	959	11/06/2021 07:25																
996	618	1623389117061	993	11/06/2021 07:25																
997	1142	1623389118050	989	11/06/2021 07:25																
998	612	1623389118050	0	11/06/2021 07:25																
999	1158	1623389120000	1950	11/06/2021 07:25																
1000	570	1623389120000	0	11/06/2021 07:25																
1001	588	1623389120991	991	11/06/2021 07:25																
1002	714	1623389120991	0	11/06/2021 07:25																
1003	498	1623389121950	959	11/06/2021 07:25																
1004	843	1623389122940	990	11/06/2021 07:25																
1005	464	1623389122940	0	11/06/2021 07:25																
1006	581	1623389123930	990	11/06/2021 07:25																
1007	418	1623389123930	0	11/06/2021 07:25																
1008	576	1623389124891	961	11/06/2021 07:25																
1009	1536	1623389126869	1978	11/06/2021 07:25																
1010	901	1623389126869	0	11/06/2021 07:25																
1011	1314	1623389128823	1954	11/06/2021 07:25																
1012	607	1623389128823	0	11/06/2021 07:25																
1013	629	1623389129780	957	11/06/2021 07:25																
1014	566	1623389130770	990	11/06/2021 07:25																
1015	662	1623389130770	0	11/06/2021 07:25																
1016	632	1623389131758	988	11/06/2021 07:25																
1017	583	1623389132720	962	11/06/2021 07:25																
1018	530	1623389132720	0	11/06/2021 07:25																
1019	645	1623389133710	990	11/06/2021 07:25																
1020	580	1623389133710	0	11/06/2021 07:25																
1021	560	1623389134700	990	11/06/2021 07:25																
1022	622	1623389135660	960	11/06/2021 07:25																
1023	648	1623389135660	0	11/06/2021 07:25																
1024	557	1623389136649	989	11/06/2021 07:25																
1025	579	1623389136649	0	11/06/2021 07:25																
1026	550	1623389137610	961	11/06/2021 07:25																
1027	618	1623389137610	0	11/06/2021 07:25																
1028	598	1623389138600	990	11/06/2021 07:25																
1029	535	1623389139590	990	11/06/2021 07:25																
1030	626	1623389139590	0	11/06/2021 07:25																
1031	623	1623389140551	961	11/06/2021 07:25																
1032	606	1623389141540	989	11/06/2021 07:25																
1033	585	1623389141540	0	11/06/2021 07:25																
1034	593	1623389142530	990	11/06/2021 07:25																
1035	617	1623389142530	0	11/06/2021 07:25																
1036	576	1623389143490	960	11/06/2021 07:25																
1037	612	1623389144482	992	11/06/2021 07:25																
1038	641	1623389144482	0	11/06/2021 07:25																
1039	653	1623389145470	988	11/06/2021 07:25																
1040	588	1623389145470	0	11/06/2021 07:25																
1041	569	1623389146428	958	11/06/2021 07:25																
1042	645	1623389147420	992	11/06/2021 07:25																
1043	616	1623389147420	0	11/06/2021 07:25																
1044	551	1623389148410	990	11/06/2021 07:25																
1045	1220	1623389149368	958	11/06/2021 07:25																
1046	1248	1623389151318	1950	11/06/2021 07:25																
1047	541	1623389151318	0	11/06/2021 07:25																
1048	657	1623389152309	991	11/06/2021 07:25																
1049	679	1623389152309	0	11/06/2021 07:25																
1050	404	1623389153298	989	11/06/2021 07:25																
1051	887	1623389154258	960	11/06/2021 07:25																
1052	1538	1623389155248	990	11/06/2021 07:25																
1053	555	1623389156238	990	11/06/2021 07:25																
1054	550	1623389156238	0	11/06/2021 07:25																
1055	582	1623389157197	959	11/06/2021 07:25																
1056	622	1623389158187	990	11/06/2021 07:25																
1057	359	1623389158187	0	11/06/2021 07:25																
1058	802	1623389159147	960	11/06/2021 07:25																
1059	536	1623389159147	0	11/06/2021 07:25																
1060	611	1623389160138	991	11/06/2021 07:26																
1061	520	1623389160138	0	11/06/2021 07:26																
1062	585	1623389161128	990	11/06/2021 07:26																
1063	587	1623389162088	960	11/06/2021 07:26																
1064	689	1623389163078	990	11/06/2021 07:26																
1065	530	1623389163078	0	11/06/2021 07:26																
1066	586	1623389164068	990	11/06/2021 07:26																
1067	665	1623389164068	0	11/06/2021 07:26																
1068	552	1623389165029	961	11/06/2021 07:26																
1069	529	1623389165029	0	11/06/2021 07:26																
1070	826	1623389166020	991	11/06/2021 07:26																
1071	950	1623389167009	989	11/06/2021 07:26																
1072	843	1623389167971	962	11/06/2021 07:26																
1073	1560	1623389169919	1948	11/06/2021 07:26																
1074	1163	1623389170908	989	11/06/2021 07:26																
1075	759	1623389171900	992	11/06/2021 07:26																
1076	1030	1623389172860	960	11/06/2021 07:26																
1077	617	1623389172860	0	11/06/2021 07:26																
1078	566	1623389173849	989	11/06/2021 07:26																
1079	620	1623389173849	0	11/06/2021 07:26																
1080	1125	1623389175801	1952	11/06/2021 07:26																
1081	713	1623389175802	1	11/06/2021 07:26																
1082	1100	1623389177749	1947	11/06/2021 07:26																
1083	1223	1623389178739	990	11/06/2021 07:26																
1084	616	1623389178739	0	11/06/2021 07:26																
1085	842	1623389179730	991	11/06/2021 07:26																
1086	375	1623389180689	959	11/06/2021 07:26																
1087	586	1623389180689	0	11/06/2021 07:26																
1088	643	1623389181679	990	11/06/2021 07:26																
1089	589	1623389182669	990	11/06/2021 07:26																
1090	1792	1623389183631	962	11/06/2021 07:26																
1091	651	1623389184619	988	11/06/2021 07:26																
1092	600	1623389184619	0	11/06/2021 07:26																
1093	559	1623389185579	960	11/06/2021 07:26																
1094	618	1623389186569	990	11/06/2021 07:26																
1095	674	1623389186569	0	11/06/2021 07:26																
1096	576	1623389187528	959	11/06/2021 07:26																
1097	590	1623389188520	992	11/06/2021 07:26																
1098	651	1623389188520	0	11/06/2021 07:26																
1099	826	1623389189510	990	11/06/2021 07:26																
1100	831	1623389190469	959	11/06/2021 07:26																
1101	1040	1623389191457	988	11/06/2021 07:26																
1102	733	1623389192449	992	11/06/2021 07:26																
1103	1116	1623389193407	958	11/06/2021 07:26																
1104	1152	1623389194399	992	11/06/2021 07:26																
1105	570	1623389195388	989	11/06/2021 07:26																
1106	587	1623389195388	0	11/06/2021 07:26																
1107	574	1623389196347	959	11/06/2021 07:26																
1108	1536	1623389198297	1950	11/06/2021 07:26																
1109	876	1623389198297	0	11/06/2021 07:26																
1110	632	1623389199287	990	11/06/2021 07:26																
1111	720	1623389200277	990	11/06/2021 07:26																
1112	729	1623389200277	0	11/06/2021 07:26																
1113	1189	1623389202226	1949	11/06/2021 07:26																
1114	2012	1623389204177	1951	11/06/2021 07:26																
1115	891	1623389205166	989	11/06/2021 07:26																
1116	869	1623389205166	0	11/06/2021 07:26																
1117	680	1623389206126	960	11/06/2021 07:26																
1118	550	1623389207116	990	11/06/2021 07:26																
1119	303	1623389207116	0	11/06/2021 07:26																
1120	883	1623389208107	991	11/06/2021 07:26																
1121	1220	1623389209067	960	11/06/2021 07:26																
1122	602	1623389210058	991	11/06/2021 07:26																
1123	618	1623389210058	0	11/06/2021 07:26																
1124	528	1623389211018	960	11/06/2021 07:26																
1125	594	1623389212009	991	11/06/2021 07:26																
1126	580	1623389212009	0	11/06/2021 07:26																
1127	711	1623389212999	990	11/06/2021 07:26																
1128	1071	1623389213958	959	11/06/2021 07:26																
1129	522	1623389214949	991	11/06/2021 07:26																
1130	662	1623389214949	0	11/06/2021 07:26																
1131	595	1623389215910	961	11/06/2021 07:26																
1132	542	1623389215911	1	11/06/2021 07:26																
1133	690	1623389216898	987	11/06/2021 07:26																
1134	591	1623389217888	990	11/06/2021 07:26																
1135	1184	1623389218848	960	11/06/2021 07:26																
1136	674	1623389219839	991	11/06/2021 07:27																
1137	1182	1623389220827	988	11/06/2021 07:27																
1138	685	1623389220827	0	11/06/2021 07:27																
1139	1057	1623389222778	1951	11/06/2021 07:27																
1140	601	1623389222778	0	11/06/2021 07:27																
1141	695	1623389223767	989	11/06/2021 07:27																
1142	615	1623389224727	960	11/06/2021 07:27																
1143	627	1623389224727	0	11/06/2021 07:27																
1144	511	1623389225717	990	11/06/2021 07:27																
1145	879	1623389226678	961	11/06/2021 07:27																
1146	1409	1623389228657	1979	11/06/2021 07:27																
1147	1685	1623389229616	959	11/06/2021 07:27																
1148	465	1623389229616	0	11/06/2021 07:27																
1149	482	1623389230607	991	11/06/2021 07:27																
1150	1139	1623389231570	963	11/06/2021 07:27																
1151	1072	1623389232557	987	11/06/2021 07:27																
1152	616	1623389233547	990	11/06/2021 07:27																
1153	562	1623389233547	0	11/06/2021 07:27																
1154	757	1623389234507	960	11/06/2021 07:27																
1155	667	1623389235499	992	11/06/2021 07:27																
1156	409	1623389235499	0	11/06/2021 07:27																
1157	691	1623389236488	989	11/06/2021 07:27																
1158	1716	1623389238437	1949	11/06/2021 07:27																
1159	573	1623389238438	1	11/06/2021 07:27																
1160	594	1623389239428	990	11/06/2021 07:27																
1161	580	1623389239428	0	11/06/2021 07:27																
1162	600	1623389240386	958	11/06/2021 07:27																
1163	605	1623389241376	990	11/06/2021 07:27																
1164	545	1623389241376	0	11/06/2021 07:27																
1165	549	1623389242336	960	11/06/2021 07:27																
1166	593	1623389243326	990	11/06/2021 07:27																
1167	1108	1623389243326	0	11/06/2021 07:27																
1168	1187	1623389245276	1950	11/06/2021 07:27																
1169	1178	1623389246266	990	11/06/2021 07:27																
1170	589	1623389247256	990	11/06/2021 07:27																
1171	782	1623389247256	0	11/06/2021 07:27																
1172	381	1623389248215	959	11/06/2021 07:27																
1173	666	1623389248215	0	11/06/2021 07:27																
1174	508	1623389249205	990	11/06/2021 07:27																
1175	543	1623389249205	0	11/06/2021 07:27																
1176	568	1623389250166	961	11/06/2021 07:27																
1177	588	1623389251156	990	11/06/2021 07:27																
1178	1251	1623389252146	990	11/06/2021 07:27																
1179	1294	1623389253105	959	11/06/2021 07:27																
1180	1065	1623389254096	991	11/06/2021 07:27																
1181	1236	1623389255087	991	11/06/2021 07:27																
1182	531	1623389256048	961	11/06/2021 07:27																
1183	604	1623389257038	990	11/06/2021 07:27																
1184	522	1623389257038	0	11/06/2021 07:27																
1185	803	1623389257998	960	11/06/2021 07:27																
1186	489	1623389258990	992	11/06/2021 07:27																
1187	1084	1623389259980	990	11/06/2021 07:27																
1188	854	1623389260940	960	11/06/2021 07:27																
1189	961	1623389260940	0	11/06/2021 07:27																
1190	635	1623389261931	991	11/06/2021 07:27																
1191	544	1623389262922	991	11/06/2021 07:27																
1192	543	1623389262923	1	11/06/2021 07:27																
1193	658	1623389263883	960	11/06/2021 07:27																
1194	684	1623389263883	0	11/06/2021 07:27																
1195	917	1623389265833	1950	11/06/2021 07:27																
1196	944	1623389265833	0	11/06/2021 07:27																
1197	843	1623389267812	1979	11/06/2021 07:27																
1198	550	1623389267812	0	11/06/2021 07:27																
1199	545	1623389267812	0	11/06/2021 07:27																
1200	573	1623389268775	963	11/06/2021 07:27																
1201	803	1623389269765	990	11/06/2021 07:27																
1202	488	1623389270758	993	11/06/2021 07:27																
1203	1680	1623389271716	958	11/06/2021 07:27																
1204	1670	1623389273666	1950	11/06/2021 07:27																
1205	685	1623389273666	0	11/06/2021 07:27																
1206	797	1623389275647	1981	11/06/2021 07:27																
1207	1613	1623389276607	960	11/06/2021 07:27																
1208	578	1623389277597	990	11/06/2021 07:27																
1209	623	1623389277597	0	11/06/2021 07:27																
1210	1649	1623389279547	1950	11/06/2021 07:28																
1211	701	1623389280538	991	11/06/2021 07:28																
1212	734	1623389281496	958	11/06/2021 07:28																
1213	1581	1623389282490	994	11/06/2021 07:28																
1214	594	1623389282490	0	11/06/2021 07:28																
1215	569	1623389283448	958	11/06/2021 07:28																
1216	610	1623389284438	990	11/06/2021 07:28																
1217	599	1623389284438	0	11/06/2021 07:28																
1218	585	1623389285427	989	11/06/2021 07:28																
1219	616	1623389286390	963	11/06/2021 07:28																
1220	581	1623389286390	0	11/06/2021 07:28																
1221	614	1623389287378	988	11/06/2021 07:28																
1222	623	1623389287378	0	11/06/2021 07:28																
1223	634	1623389288367	989	11/06/2021 07:28																
1224	603	1623389289327	960	11/06/2021 07:28																
1225	596	1623389289327	0	11/06/2021 07:28																
1226	627	1623389290318	991	11/06/2021 07:28																
1227	642	1623389291277	959	11/06/2021 07:28																
1228	590	1623389291277	0	11/06/2021 07:28																
1229	614	1623389292267	990	11/06/2021 07:28																
1230	658	1623389293257	990	11/06/2021 07:28																
1231	498	1623389293257	0	11/06/2021 07:28																
1232	686	1623389294218	961	11/06/2021 07:28																
1233	614	1623389295208	990	11/06/2021 07:28																
1234	1109	1623389295208	0	11/06/2021 07:28																
1235	634	1623389296167	959	11/06/2021 07:28																
1236	509	1623389297158	991	11/06/2021 07:28																
1237	676	1623389297158	0	11/06/2021 07:28																
1238	526	1623389298148	990	11/06/2021 07:28																
1239	622	1623389299108	960	11/06/2021 07:28																
1240	1774	1623389300098	990	11/06/2021 07:28																
1241	494	1623389301088	990	11/06/2021 07:28																
1242	626	1623389301088	0	11/06/2021 07:28																
1243	586	1623389302052	964	11/06/2021 07:28																
1244	598	1623389303040	988	11/06/2021 07:28																
1245	648	1623389303998	958	11/06/2021 07:28																
1246	1083	1623389303998	0	11/06/2021 07:28																
1247	821	1623389304990	992	11/06/2021 07:28																
1248	1550	1623389306938	1948	11/06/2021 07:28																
1249	532	1623389306938	0	11/06/2021 07:28																
1250	830	1623389308890	1952	11/06/2021 07:28																
1251	1766	1623389309879	989	11/06/2021 07:28																
1252	493	1623389309880	1	11/06/2021 07:28																
1253	547	1623389310868	988	11/06/2021 07:28																
1254	1320	1623389312818	1950	11/06/2021 07:28																
1255	500	1623389312818	0	11/06/2021 07:28																
1256	696	1623389313780	962	11/06/2021 07:28																
1257	1045	1623389314770	990	11/06/2021 07:28																
1258	765	1623389314770	0	11/06/2021 07:28																
1259	422	1623389315758	988	11/06/2021 07:28																
1260	615	1623389316719	961	11/06/2021 07:28																
1261	577	1623389316719	0	11/06/2021 07:28																
1262	1208	1623389317710	991	11/06/2021 07:28																
1263	1844	1623389320650	2940	11/06/2021 07:28																
1264	1220	1623389321611	961	11/06/2021 07:28																
1265	491	1623389321611	0	11/06/2021 07:28																
1266	660	1623389322600	989	11/06/2021 07:28																
1267	402	1623389322600	0	11/06/2021 07:28																
1268	719	1623389323590	990	11/06/2021 07:28																
1269	507	1623389323590	0	11/06/2021 07:28																
1270	615	1623389324549	959	11/06/2021 07:28																
1271	665	1623389325540	991	11/06/2021 07:28																
1272	488	1623389325540	0	11/06/2021 07:28																
1273	635	1623389326531	991	11/06/2021 07:28																
1274	750	1623389326532	1	11/06/2021 07:28																
1275	486	1623389327490	958	11/06/2021 07:28																
1276	729	1623389328478	988	11/06/2021 07:28																
1277	619	1623389328478	0	11/06/2021 07:28																
1278	708	1623389329469	991	11/06/2021 07:28																
1279	951	1623389330429	960	11/06/2021 07:28																
1280	429	1623389331419	990	11/06/2021 07:28																
1281	290	1623389331419	0	11/06/2021 07:28																
1282	572	1623389331419	0	11/06/2021 07:28																
1283	439	1623389332379	960	11/06/2021 07:28																
1284	1350	1623389333369	990	11/06/2021 07:28																
1285	1091	1623389334359	990	11/06/2021 07:28																
1286	526	1623389335318	959	11/06/2021 07:28																
1287	658	1623389336308	990	11/06/2021 07:28																
1288	666	1623389336308	0	11/06/2021 07:28																
1289	634	1623389337267	959	11/06/2021 07:28																
1290	721	1623389338258	991	11/06/2021 07:28																
1291	1002	1623389339247	989	11/06/2021 07:28																
1292	577	1623389339247	0	11/06/2021 07:28																
1293	575	1623389340208	961	11/06/2021 07:29																
1294	613	1623389340208	0	11/06/2021 07:29																
1295	600	1623389341197	989	11/06/2021 07:29																
1296	435	1623389342158	961	11/06/2021 07:29																
1297	754	1623389342158	0	11/06/2021 07:29																
1298	610	1623389343147	989	11/06/2021 07:29																
1299	602	1623389343147	0	11/06/2021 07:29																
1300	492	1623389344137	990	11/06/2021 07:29																
1301	694	1623389345098	961	11/06/2021 07:29																
1302	448	1623389345098	0	11/06/2021 07:29																
1303	748	1623389346088	990	11/06/2021 07:29																
1304	524	1623389347078	990	11/06/2021 07:29																
1305	556	1623389347078	0	11/06/2021 07:29																
1306	615	1623389348039	961	11/06/2021 07:29																
1307	581	1623389348039	0	11/06/2021 07:29																
1308	618	1623389349029	990	11/06/2021 07:29																
1309	601	1623389349992	963	11/06/2021 07:29																
1310	539	1623389349992	0	11/06/2021 07:29																
1311	629	1623389350979	987	11/06/2021 07:29																
1312	617	1623389350979	0	11/06/2021 07:29																
1313	573	1623389351969	990	11/06/2021 07:29																
1314	654	1623389352929	960	11/06/2021 07:29																
1315	606	1623389352929	0	11/06/2021 07:29																
1316	653	1623389353920	991	11/06/2021 07:29																
1317	607	1623389354910	990	11/06/2021 07:29																
1318	533	1623389354910	0	11/06/2021 07:29																
1319	679	1623389355869	959	11/06/2021 07:29																
1320	625	1623389355869	0	11/06/2021 07:29																
1321	507	1623389356860	991	11/06/2021 07:29																
1322	1283	1623389357851	991	11/06/2021 07:29																
1323	629	1623389358809	958	11/06/2021 07:29																
1324	643	1623389359799	990	11/06/2021 07:29																
1325	577	1623389359799	0	11/06/2021 07:29																
1326	618	1623389360759	960	11/06/2021 07:29																
1327	598	1623389360759	0	11/06/2021 07:29																
1328	597	1623389361750	991	11/06/2021 07:29																
1329	598	1623389362709	959	11/06/2021 07:29																
1330	577	1623389362709	0	11/06/2021 07:29																
1331	640	1623389363699	990	11/06/2021 07:29																
1332	602	1623389363699	0	11/06/2021 07:29																
1333	580	1623389364689	990	11/06/2021 07:29																
1334	361	1623389364689	0	11/06/2021 07:29																
1335	813	1623389365649	960	11/06/2021 07:29																
1336	1297	1623389366639	990	11/06/2021 07:29																
1337	580	1623389368589	1950	11/06/2021 07:29																
1338	1750	1623389369579	990	11/06/2021 07:29																
1339	621	1623389370567	988	11/06/2021 07:29																
1340	1191	1623389371527	960	11/06/2021 07:29																
1341	556	1623389372519	992	11/06/2021 07:29																
1342	1259	1623389373478	959	11/06/2021 07:29																
1343	589	1623389373478	0	11/06/2021 07:29																
1344	399	1623389374470	992	11/06/2021 07:29																
1345	758	1623389374470	0	11/06/2021 07:29																
1346	631	1623389375459	989	11/06/2021 07:29																
1347	600	1623389376418	959	11/06/2021 07:29																
1348	678	1623389376418	0	11/06/2021 07:29																
1349	1949	1623389378367	1949	11/06/2021 07:29																
1350	1533	1623389380348	1981	11/06/2021 07:29																
1351	1187	1623389381307	959	11/06/2021 07:29																
1352	1289	1623389383287	1980	11/06/2021 07:29																
1353	550	1623389383287	0	11/06/2021 07:29																
1354	662	1623389384247	960	11/06/2021 07:29																
1355	1207	1623389385237	990	11/06/2021 07:29																
1356	282	1623389385237	0	11/06/2021 07:29																
1357	305	1623389385237	0	11/06/2021 07:29																
1358	1283	1623389387186	1949	11/06/2021 07:29																
1359	1979	1623389389137	1951	11/06/2021 07:29																
1360	1026	1623389390127	990	11/06/2021 07:29																
1361	582	1623389390127	0	11/06/2021 07:29																
1362	604	1623389391087	960	11/06/2021 07:29																
1363	638	1623389392076	989	11/06/2021 07:29																
1364	564	1623389392076	0	11/06/2021 07:29																
1365	968	1623389394029	1953	11/06/2021 07:29																
1366	917	1623389394029	0	11/06/2021 07:29																
1367	605	1623389395018	989	11/06/2021 07:29																
1368	623	1623389396009	991	11/06/2021 07:29																
1369	649	1623389396009	0	11/06/2021 07:29																
1370	460	1623389396967	958	11/06/2021 07:29																
1371	691	1623389396967	0	11/06/2021 07:29																
1372	632	1623389397957	990	11/06/2021 07:29																
1373	662	1623389398948	991	11/06/2021 07:29																
1374	1204	1623389399909	961	11/06/2021 07:30																
1375	730	1623389400896	987	11/06/2021 07:30																
1376	1085	1623389401857	961	11/06/2021 07:30																
1377	580	1623389401857	0	11/06/2021 07:30																
1378	560	1623389402848	991	11/06/2021 07:30																
1379	662	1623389403838	990	11/06/2021 07:30																
1380	612	1623389403838	0	11/06/2021 07:30																
1381	571	1623389404798	960	11/06/2021 07:30																
1382	1091	1623389405791	993	11/06/2021 07:30																
1383	1235	1623389406748	957	11/06/2021 07:30																
1384	697	1623389407738	990	11/06/2021 07:30																
1385	741	1623389408728	990	11/06/2021 07:30																
1386	744	1623389408728	0	11/06/2021 07:30																
1387	1434	1623389410678	1950	11/06/2021 07:30																
1388	490	1623389410678	0	11/06/2021 07:30																
1389	743	1623389411638	960	11/06/2021 07:30																
1390	601	1623389412627	989	11/06/2021 07:30																
1391	536	1623389412627	0	11/06/2021 07:30																
1392	643	1623389413620	993	11/06/2021 07:30																
1393	574	1623389414578	958	11/06/2021 07:30																
1394	592	1623389414578	0	11/06/2021 07:30																
1395	1218	1623389415567	989	11/06/2021 07:30																
1396	643	1623389416556	989	11/06/2021 07:30																
1397	1145	1623389417519	963	11/06/2021 07:30																
1398	657	1623389418508	989	11/06/2021 07:30																
1399	619	1623389418508	0	11/06/2021 07:30																
1400	595	1623389419468	960	11/06/2021 07:30																
1401	559	1623389420458	990	11/06/2021 07:30																
1402	541	1623389420458	0	11/06/2021 07:30																
1403	710	1623389421448	990	11/06/2021 07:30																
1404	1106	1623389422406	958	11/06/2021 07:30																
1405	1279	1623389423397	991	11/06/2021 07:30																
1406	401	1623389424356	959	11/06/2021 07:30																
1407	693	1623389424356	0	11/06/2021 07:30																
1408	649	1623389425346	990	11/06/2021 07:30																
1409	572	1623389426336	990	11/06/2021 07:30																
1410	761	1623389427296	960	11/06/2021 07:30																
1411	552	1623389427296	0	11/06/2021 07:30																
1412	614	1623389428286	990	11/06/2021 07:30																
1413	928	1623389429246	960	11/06/2021 07:30																
1414	1354	1623389430235	989	11/06/2021 07:30																
1415	526	1623389431225	990	11/06/2021 07:30																
1416	595	1623389431225	0	11/06/2021 07:30																
1417	589	1623389432194	969	11/06/2021 07:30																
1418	796	1623389433175	981	11/06/2021 07:30																
1419	909	1623389434136	961	11/06/2021 07:30																
1420	743	1623389434136	0	11/06/2021 07:30																
1421	590	1623389435125	989	11/06/2021 07:30																
1422	718	1623389436116	991	11/06/2021 07:30																
1423	538	1623389436116	0	11/06/2021 07:30																
1424	710	1623389437076	960	11/06/2021 07:30																
1425	475	1623389437076	0	11/06/2021 07:30																
1426	1278	1623389439057	1981	11/06/2021 07:30																
1427	576	1623389439058	1	11/06/2021 07:30																
1428	631	1623389440017	959	11/06/2021 07:30																
1429	588	1623389441007	990	11/06/2021 07:30																
1430	570	1623389441007	0	11/06/2021 07:30																
1431	601	1623389441968	961	11/06/2021 07:30																
1432	611	1623389441968	0	11/06/2021 07:30																
1433	574	1623389442957	989	11/06/2021 07:30																
1434	606	1623389443946	989	11/06/2021 07:30																
1435	1156	1623389444907	961	11/06/2021 07:30																
1436	1127	1623389445899	992	11/06/2021 07:30																
1437	1276	1623389447847	1948	11/06/2021 07:30																
1438	1306	1623389448837	990	11/06/2021 07:30																
1439	686	1623389448837	0	11/06/2021 07:30																
1440	945	1623389449798	961	11/06/2021 07:30																
1441	616	1623389450787	989	11/06/2021 07:30																
1442	1115	1623389451747	960	11/06/2021 07:30																
1443	1009	1623389452737	990	11/06/2021 07:30																
1444	1314	1623389453729	992	11/06/2021 07:30																
1445	1312	1623389455677	1948	11/06/2021 07:30																
1446	907	1623389456637	960	11/06/2021 07:30																
1447	630	1623389456637	0	11/06/2021 07:30																
1448	1246	1623389458616	1979	11/06/2021 07:30																
1449	1488	1623389459576	960	11/06/2021 07:31																
1450	663	1623389460567	991	11/06/2021 07:31																
1451	623	1623389460567	0	11/06/2021 07:31																
1452	593	1623389461526	959	11/06/2021 07:31																
1453	697	1623389462517	991	11/06/2021 07:31																
1454	592	1623389462517	0	11/06/2021 07:31																
1455	1194	1623389464467	1950	11/06/2021 07:31																
1456	636	1623389464467	0	11/06/2021 07:31																
1457	738	1623389465455	988	11/06/2021 07:31																
1458	1047	1623389466415	960	11/06/2021 07:31																
1459	553	1623389467405	990	11/06/2021 07:31																
