	RR	Timestamp	écart		moyenne	min	max	mode	écart-type	durée	somme RR	max écart tmsp	écart-type tmsp	25e centile	50e centile	75e centile	RR/durée	durée (min)	état	deconnexion
1837	1356	1623389733542	988	11/06/2021 07:35																
1838	590	1623389733542	0	11/06/2021 07:35																
1839	686	1623389734533	991	11/06/2021 07:35																
1840	637	1623389735495	962	11/06/2021 07:35																
1841	662	1623389735495	0	11/06/2021 07:35																
1842	599	1623389736483	988	11/06/2021 07:35																
1843	696	1623389737473	990	11/06/2021 07:35																
1844	602	1623389737473	0	11/06/2021 07:35																
1845	658	1623389738434	961	11/06/2021 07:35																
1846	567	1623389738434	0	11/06/2021 07:35																
1847	597	1623389739422	988	11/06/2021 07:35																
1848	600	1623389740383	961	11/06/2021 07:35																
1849	618	1623389741373	990	11/06/2021 07:35																
1850	632	1623389741373	0	11/06/2021 07:35																
1851	531	1623389741373	0	11/06/2021 07:35																
1852	695	1623389742363	990	11/06/2021 07:35																
1853	522	1623389743322	959	11/06/2021 07:35																
1854	872	1623389744312	990	11/06/2021 07:35																
1855	888	1623389745303	991	11/06/2021 07:35																
1856	1828	1623389746262	959	11/06/2021 07:35																
1857	742	1623389747252	990	11/06/2021 07:35																
1858	432	1623389748212	960	11/06/2021 07:35																
1859	2527	1623389751152	2940	11/06/2021 07:35																
1860	1793	1623389752142	990	11/06/2021 07:35																
1861	723	1623389753102	960	11/06/2021 07:35																
1862	655	1623389754093	991	11/06/2021 07:35																
1863	1190	1623389755082	989	11/06/2021 07:35																
1864	821	1623389755082	0	11/06/2021 07:35																
1865	461	1623389756043	961	11/06/2021 07:35																
1866	578	1623389757034	991	11/06/2021 07:35																
1867	600	1623389757034	0	11/06/2021 07:35																
1868	423	1623389757994	960	11/06/2021 07:35																
1869	682	1623389757994	0	11/06/2021 07:35																
1870	908	1623389759974	1980	11/06/2021 07:36																
1871	1599	1623389760934	960	11/06/2021 07:36																
1872	706	1623389761922	988	11/06/2021 07:36																
1873	1862	1623389763874	1952	11/06/2021 07:36																
1874	703	1623389763875	1	11/06/2021 07:36																
1875	615	1623389764864	989	11/06/2021 07:36																
1876	656	1623389764864	0	11/06/2021 07:36																
1877	545	1623389765854	990	11/06/2021 07:36																
1878	677	1623389766813	959	11/06/2021 07:36																
1879	616	1623389766813	0	11/06/2021 07:36																
1880	596	1623389767801	988	11/06/2021 07:36																
1881	614	1623389768793	992	11/06/2021 07:36																
1882	660	1623389768793	0	11/06/2021 07:36																
1883	561	1623389769754	961	11/06/2021 07:36																
1884	615	1623389770743	989	11/06/2021 07:36																
1885	1051	1623389771736	993	11/06/2021 07:36																
1886	1449	1623389772692	956	11/06/2021 07:36																
1887	645	1623389773683	991	11/06/2021 07:36																
1888	643	1623389773684	1	11/06/2021 07:36																
1889	597	1623389774643	959	11/06/2021 07:36																
1890	638	1623389775634	991	11/06/2021 07:36																
1891	609	1623389775634	0	11/06/2021 07:36																
1892	560	1623389776624	990	11/06/2021 07:36																
1893	701	1623389777582	958	11/06/2021 07:36																
1894	575	1623389777582	0	11/06/2021 07:36																
1895	586	1623389778574	992	11/06/2021 07:36																
1896	571	1623389778574	0	11/06/2021 07:36																
1897	646	1623389779563	989	11/06/2021 07:36																
1898	618	1623389780523	960	11/06/2021 07:36																
1899	597	1623389780523	0	11/06/2021 07:36																
1900	660	1623389781512	989	11/06/2021 07:36																
1901	589	1623389781512	0	11/06/2021 07:36																
1902	569	1623389782474	962	11/06/2021 07:36																
1903	660	1623389783463	989	11/06/2021 07:36																
1904	574	1623389783463	0	11/06/2021 07:36																
1905	573	1623389784455	992	11/06/2021 07:36																
1906	594	1623389785412	957	11/06/2021 07:36																
1907	659	1623389785412	0	11/06/2021 07:36																
1908	533	1623389786403	991	11/06/2021 07:36																
1909	577	1623389786403	0	11/06/2021 07:36																
1910	667	1623389787392	989	11/06/2021 07:36																
1911	655	1623389788352	960	11/06/2021 07:36																
1912	621	1623389788352	0	11/06/2021 07:36																
1913	596	1623389789342	990	11/06/2021 07:36																
1914	580	1623389790302	960	11/06/2021 07:36																
1915	732	1623389790302	0	11/06/2021 07:36																
1916	465	1623389791291	989	11/06/2021 07:36																
1917	389	1623389791291	0	11/06/2021 07:36																
1918	611	1623389792251	960	11/06/2021 07:36																
1919	289	1623389792251	0	11/06/2021 07:36																
1920	285	1623389792251	0	11/06/2021 07:36																
1921	872	1623389793241	990	11/06/2021 07:36																
1922	640	1623389794231	990	11/06/2021 07:36																
1923	556	1623389795191	960	11/06/2021 07:36																
1924	727	1623389795191	0	11/06/2021 07:36																
1925	427	1623389796181	990	11/06/2021 07:36																
1926	971	1623389797171	990	11/06/2021 07:36																
1927	383	1623389797171	0	11/06/2021 07:36																
1928	614	1623389798131	960	11/06/2021 07:36																
1929	616	1623389798131	0	11/06/2021 07:36																
1930	633	1623389799121	990	11/06/2021 07:36																
1931	1268	1623389800081	960	11/06/2021 07:36																
1932	529	1623389801071	990	11/06/2021 07:36																
1933	716	1623389801071	0	11/06/2021 07:36																
1934	530	1623389802062	991	11/06/2021 07:36																
1935	1191	1623389803026	964	11/06/2021 07:36																
1936	587	1623389804012	986	11/06/2021 07:36																
1937	643	1623389804012	0	11/06/2021 07:36																
1938	582	1623389804974	962	11/06/2021 07:36																
1939	585	1623389805962	988	11/06/2021 07:36																
1940	588	1623389805962	0	11/06/2021 07:36																
1941	687	1623389806954	992	11/06/2021 07:36																
1942	562	1623389807913	959	11/06/2021 07:36																
1943	561	1623389807913	0	11/06/2021 07:36																
1944	552	1623389808903	990	11/06/2021 07:36																
1945	595	1623389808903	0	11/06/2021 07:36																
1946	689	1623389809892	989	11/06/2021 07:36																
1947	489	1623389809892	0	11/06/2021 07:36																
1948	981	1623389810856	964	11/06/2021 07:36																
1949	451	1623389811843	987	11/06/2021 07:36																
1950	1405	1623389812833	990	11/06/2021 07:36																
1951	837	1623389813792	959	11/06/2021 07:36																
1952	783	1623389814754	962	11/06/2021 07:36																
1953	673	1623389815743	989	11/06/2021 07:36																
1954	577	1623389815743	0	11/06/2021 07:36																
1955	598	1623389816732	989	11/06/2021 07:36																
1956	759	1623389817692	960	11/06/2021 07:36																
1957	1771	1623389818681	989	11/06/2021 07:36																
1958	651	1623389819645	964	11/06/2021 07:37																
1959	1279	1623389821592	1947	11/06/2021 07:37																
1960	616	1623389821592	0	11/06/2021 07:37																
1961	1334	1623389823574	1982	11/06/2021 07:37																
1962	1158	1623389824531	957	11/06/2021 07:37																
1963	679	1623389824531	0	11/06/2021 07:37																
1964	752	1623389825523	992	11/06/2021 07:37																
1965	478	1623389826511	988	11/06/2021 07:37																
1966	702	1623389827473	962	11/06/2021 07:37																
1967	1224	1623389828461	988	11/06/2021 07:37																
1968	613	1623389828461	0	11/06/2021 07:37																
1969	1212	1623389830411	1950	11/06/2021 07:37																
1970	782	1623389830411	0	11/06/2021 07:37																
1971	606	1623389831402	991	11/06/2021 07:37																
1972	645	1623389832362	960	11/06/2021 07:37																
1973	1322	1623389833351	989	11/06/2021 07:37																
1974	730	1623389834310	959	11/06/2021 07:37																
1975	669	1623389834310	0	11/06/2021 07:37																
1976	592	1623389835300	990	11/06/2021 07:37																
1977	682	1623389836290	990	11/06/2021 07:37																
1978	603	1623389836290	0	11/06/2021 07:37																
1979	1283	1623389838240	1950	11/06/2021 07:37																
1980	597	1623389838240	0	11/06/2021 07:37																
1981	739	1623389839230	990	11/06/2021 07:37																
1982	1291	1623389840190	960	11/06/2021 07:37																
1983	609	1623389841180	990	11/06/2021 07:37																
1984	617	1623389841180	0	11/06/2021 07:37																
1985	634	1623389842170	990	11/06/2021 07:37																
1986	714	1623389843130	960	11/06/2021 07:37																
1987	441	1623389843130	0	11/06/2021 07:37																
1988	1083	1623389844120	990	11/06/2021 07:37																
1989	961	1623389845082	962	11/06/2021 07:37																
1990	661	1623389846071	989	11/06/2021 07:37																
1991	601	1623389847061	990	11/06/2021 07:37																
1992	1312	1623389848022	961	11/06/2021 07:37																
1993	550	1623389849013	991	11/06/2021 07:37																
1994	595	1623389849013	0	11/06/2021 07:37																
1995	650	1623389850002	989	11/06/2021 07:37																
1996	542	1623389850002	0	11/06/2021 07:37																
1997	673	1623389850962	960	11/06/2021 07:37																
1998	1289	1623389851950	988	11/06/2021 07:37																
1999	558	1623389852911	961	11/06/2021 07:37																
2000	637	1623389853904	993	11/06/2021 07:37																
2001	637	1623389853904	0	11/06/2021 07:37																
2002	575	1623389854890	986	11/06/2021 07:37																
2003	766	1623389855852	962	11/06/2021 07:37																
2004	484	1623389855852	0	11/06/2021 07:37																
2005	588	1623389856841	989	11/06/2021 07:37																
2006	672	1623389856841	0	11/06/2021 07:37																
2007	554	1623389857831	990	11/06/2021 07:37																
2008	637	1623389858792	961	11/06/2021 07:37																
2009	540	1623389858792	0	11/06/2021 07:37																
2010	727	1623389859781	989	11/06/2021 07:37																
2011	617	1623389860742	961	11/06/2021 07:37																
2012	573	1623389860742	0	11/06/2021 07:37																
2013	647	1623389861732	990	11/06/2021 07:37																
2014	672	1623389862722	990	11/06/2021 07:37																
2015	1354	1623389863682	960	11/06/2021 07:37																
2016	514	1623389863682	0	11/06/2021 07:37																
2017	626	1623389864672	990	11/06/2021 07:37																
2018	681	1623389865662	990	11/06/2021 07:37																
2019	622	1623389865662	0	11/06/2021 07:37																
2020	688	1623389866621	959	11/06/2021 07:37																
2021	612	1623389867612	991	11/06/2021 07:37																
2022	639	1623389867612	0	11/06/2021 07:37																
2023	590	1623389868602	990	11/06/2021 07:37																
2024	758	1623389869561	959	11/06/2021 07:37																
2025	772	1623389870552	991	11/06/2021 07:37																
2026	535	1623389870552	0	11/06/2021 07:37																
2027	522	1623389871510	958	11/06/2021 07:37																
2028	801	1623389871510	0	11/06/2021 07:37																
2029	587	1623389872504	994	11/06/2021 07:37																
2030	664	1623389873491	987	11/06/2021 07:37																
2031	559	1623389873492	1	11/06/2021 07:37																
2032	732	1623389874450	958	11/06/2021 07:37																
2033	543	1623389874450	0	11/06/2021 07:37																
2034	632	1623389876432	1982	11/06/2021 07:37																
2035	1178	1623389876432	0	11/06/2021 07:37																
2036	1252	1623389878380	1948	11/06/2021 07:37																
2037	605	1623389878380	0	11/06/2021 07:37																
2038	542	1623389879370	990	11/06/2021 07:37																
2039	879	1623389880329	959	11/06/2021 07:38																
2040	1362	1623389881319	990	11/06/2021 07:38																
2041	878	1623389882309	990	11/06/2021 07:38																
2042	1108	1623389883269	960	11/06/2021 07:38																
2043	969	1623389884259	990	11/06/2021 07:38																
2044	357	1623389884259	0	11/06/2021 07:38																
2045	613	1623389885249	990	11/06/2021 07:38																
2046	1367	1623389887199	1950	11/06/2021 07:38																
2047	555	1623389887199	0	11/06/2021 07:38																
2048	646	1623389888159	960	11/06/2021 07:38																
2049	680	1623389888159	0	11/06/2021 07:38																
2050	633	1623389890139	1980	11/06/2021 07:38																
2051	1870	1623389891099	960	11/06/2021 07:38																
2052	1301	1623389892089	990	11/06/2021 07:38																
2053	610	1623389893051	962	11/06/2021 07:38																
2054	593	1623389894041	990	11/06/2021 07:38																
2055	673	1623389894041	0	11/06/2021 07:38																
2056	588	1623389895031	990	11/06/2021 07:38																
2057	712	1623389895990	959	11/06/2021 07:38																
2058	583	1623389895990	0	11/06/2021 07:38																
2059	663	1623389896981	991	11/06/2021 07:38																
2060	1223	1623389897942	961	11/06/2021 07:38																
2061	718	1623389898930	988	11/06/2021 07:38																
2062	633	1623389898930	0	11/06/2021 07:38																
2063	677	1623389899921	991	11/06/2021 07:38																
2064	1072	1623389900880	959	11/06/2021 07:38																
2065	1289	1623389902831	1951	11/06/2021 07:38																
2066	548	1623389902831	0	11/06/2021 07:38																
2067	822	1623389903821	990	11/06/2021 07:38																
2068	1012	1623389904809	988	11/06/2021 07:38																
2069	1152	1623389905771	962	11/06/2021 07:38																
2070	706	1623389906763	992	11/06/2021 07:38																
2071	1273	1623389907721	958	11/06/2021 07:38																
2072	555	1623389908711	990	11/06/2021 07:38																
2073	1323	1623389909701	990	11/06/2021 07:38																
2074	716	1623389910661	960	11/06/2021 07:38																
2075	1078	1623389911651	990	11/06/2021 07:38																
2076	531	1623389912611	960	11/06/2021 07:38																
2077	506	1623389912611	0	11/06/2021 07:38																
2078	1377	1623389914588	1977	11/06/2021 07:38																
2079	1205	1623389915552	964	11/06/2021 07:38																
2080	660	1623389915552	0	11/06/2021 07:38																
2081	603	1623389916541	989	11/06/2021 07:38																
2082	650	1623389917530	989	11/06/2021 07:38																
2083	1252	1623389918491	961	11/06/2021 07:38																
2084	532	1623389918491	0	11/06/2021 07:38																
2085	643	1623389919481	990	11/06/2021 07:38																
2086	688	1623389920438	957	11/06/2021 07:38																
2087	623	1623389921430	992	11/06/2021 07:38																
2088	2318	1623389923379	1949	11/06/2021 07:38																
2089	1121	1623389924369	990	11/06/2021 07:38																
2090	1470	1623389925359	990	11/06/2021 07:38																
2091	567	1623389926319	960	11/06/2021 07:38																
2092	674	1623389927309	990	11/06/2021 07:38																
2093	632	1623389927309	0	11/06/2021 07:38																
2094	661	1623389928299	990	11/06/2021 07:38																
2095	644	1623389929259	960	11/06/2021 07:38																
2096	597	1623389929259	0	11/06/2021 07:38																
2097	654	1623389930248	989	11/06/2021 07:38																
2098	651	1623389931208	960	11/06/2021 07:38																
2099	569	1623389931208	0	11/06/2021 07:38																
2100	683	1623389932199	991	11/06/2021 07:38																
2101	636	1623389933188	989	11/06/2021 07:38																
2102	583	1623389933188	0	11/06/2021 07:38																
2103	608	1623389934148	960	11/06/2021 07:38																
2104	687	1623389935138	990	11/06/2021 07:38																
2105	1769	1623389936099	961	11/06/2021 07:38																
2106	686	1623389937088	989	11/06/2021 07:38																
2107	630	1623389938078	990	11/06/2021 07:38																
2108	614	1623389938078	0	11/06/2021 07:38																
2109	605	1623389939039	961	11/06/2021 07:38																
2110	1185	1623389940028	989	11/06/2021 07:39																
2111	635	1623389941019	991	11/06/2021 07:39																
2112	678	1623389941019	0	11/06/2021 07:39																
2113	615	1623389941980	961	11/06/2021 07:39																
2114	672	1623389942968	988	11/06/2021 07:39																
2115	548	1623389942968	0	11/06/2021 07:39																
2116	675	1623389943930	962	11/06/2021 07:39																
2117	878	1623389944920	990	11/06/2021 07:39																
2118	962	1623389945910	990	11/06/2021 07:39																
2119	1462	1623389946869	959	11/06/2021 07:39																
2120	491	1623389947858	989	11/06/2021 07:39																
2121	595	1623389947858	0	11/06/2021 07:39																
2122	615	1623389948849	991	11/06/2021 07:39																
2123	648	1623389949810	961	11/06/2021 07:39																
2124	660	1623389949810	0	11/06/2021 07:39																
2125	1116	1623389951760	1950	11/06/2021 07:39																
2126	667	1623389951760	0	11/06/2021 07:39																
2127	592	1623389952750	990	11/06/2021 07:39																
2128	599	1623389952750	0	11/06/2021 07:39																
2129	573	1623389953740	990	11/06/2021 07:39																
2130	623	1623389954700	960	11/06/2021 07:39																
2131	615	1623389954700	0	11/06/2021 07:39																
2132	531	1623389955690	990	11/06/2021 07:39																
2133	795	1623389956679	989	11/06/2021 07:39																
2134	622	1623389956679	0	11/06/2021 07:39																
2135	653	1623389957639	960	11/06/2021 07:39																
2136	545	1623389957639	0	11/06/2021 07:39																
2137	1196	1623389959619	1980	11/06/2021 07:39																
2138	759	1623389959619	0	11/06/2021 07:39																
2139	627	1623389960577	958	11/06/2021 07:39																
2140	1450	1623389962529	1952	11/06/2021 07:39																
2141	981	1623389963519	990	11/06/2021 07:39																
2142	2241	1623389965469	1950	11/06/2021 07:39																
2143	1193	1623389966459	990	11/06/2021 07:39																
2144	1730	1623389968409	1950	11/06/2021 07:39																
2145	1248	1623389969399	990	11/06/2021 07:39																
2146	631	1623389970358	959	11/06/2021 07:39																
2147	1165	1623389971348	990	11/06/2021 07:39																
2148	627	1623389972338	990	11/06/2021 07:39																
2149	532	1623389972338	0	11/06/2021 07:39																
2150	586	1623389973297	959	11/06/2021 07:39																
2151	664	1623389973297	0	11/06/2021 07:39																
2152	766	1623389974287	990	11/06/2021 07:39																
2153	575	1623389975247	960	11/06/2021 07:39																
2154	544	1623389975247	0	11/06/2021 07:39																
2155	747	1623389976237	990	11/06/2021 07:39																
2156	956	1623389977227	990	11/06/2021 07:39																
2157	629	1623389978187	960	11/06/2021 07:39																
2158	531	1623389978187	0	11/06/2021 07:39																
2159	1036	1623389980167	1980	11/06/2021 07:39																
2160	849	1623389980167	0	11/06/2021 07:39																
2161	714	1623389981127	960	11/06/2021 07:39																
2162	520	1623389981127	0	11/06/2021 07:39																
2163	893	1623389983107	1980	11/06/2021 07:39																
2164	1075	1623389983107	0	11/06/2021 07:39																
2165	617	1623389984068	961	11/06/2021 07:39																
2166	1055	1623389985058	990	11/06/2021 07:39																
2167	685	1623389986018	960	11/06/2021 07:39																
2168	513	1623389986018	0	11/06/2021 07:39																
2169	715	1623389987009	991	11/06/2021 07:39																
2170	496	1623389988000	991	11/06/2021 07:39																
2171	735	1623389988000	0	11/06/2021 07:39																
2172	641	1623389988957	957	11/06/2021 07:39																
2173	459	1623389988957	0	11/06/2021 07:39																
2174	648	1623389989949	992	11/06/2021 07:39																
2175	502	1623389990937	988	11/06/2021 07:39																
2176	1336	1623389991899	962	11/06/2021 07:39																
2177	1183	1623389992891	992	11/06/2021 07:39																
2178	747	1623389993849	958	11/06/2021 07:39																
2179	1216	1623389994837	988	11/06/2021 07:39																
2180	656	1623389995830	993	11/06/2021 07:39																
2181	705	1623389996787	957	11/06/2021 07:39																
2182	1221	1623389997779	992	11/06/2021 07:39																
2183	484	1623389997779	0	11/06/2021 07:39																
2184	650	1623389998768	989	11/06/2021 07:39																
2185	706	1623389999730	962	11/06/2021 07:40																
2186	613	1623389999730	0	11/06/2021 07:40																
2187	610	1623390000718	988	11/06/2021 07:40																
2188	1195	1623390001708	990	11/06/2021 07:40																
2189	837	1623390002668	960	11/06/2021 07:40																
2190	1805	1623390004649	1981	11/06/2021 07:40																
2191	1102	1623390005609	960	11/06/2021 07:40																
2192	834	1623390006598	989	11/06/2021 07:40																
2193	492	1623390006598	0	11/06/2021 07:40																
2194	747	1623390007558	960	11/06/2021 07:40																
2195	1215	1623390008548	990	11/06/2021 07:40																
2196	673	1623390009536	988	11/06/2021 07:40																
2197	583	1623390010501	965	11/06/2021 07:40																
2198	646	1623390010501	0	11/06/2021 07:40																
2199	630	1623390011488	987	11/06/2021 07:40																
2200	1244	1623390012479	991	11/06/2021 07:40																
2201	1599	1623390014427	1948	11/06/2021 07:40																
2202	903	1623390015418	991	11/06/2021 07:40																
2203	1459	1623390016376	958	11/06/2021 07:40																
2204	1547	1623390018357	1981	11/06/2021 07:40																
2205	1304	1623390019317	960	11/06/2021 07:40																
2206	1308	1623390021266	1949	11/06/2021 07:40																
2207	496	1623390021266	0	11/06/2021 07:40																
2208	771	1623390022257	991	11/06/2021 07:40																
2209	678	1623390023216	959	11/06/2021 07:40																
2210	339	1623390023216	0	11/06/2021 07:40																
2211	598	1623390023216	0	11/06/2021 07:40																
2212	403	1623390024205	989	11/06/2021 07:40																
2213	593	1623390024205	0	11/06/2021 07:40																
2214	574	1623390025196	991	11/06/2021 07:40																
2215	640	1623390026185	989	11/06/2021 07:40																
2216	592	1623390026185	0	11/06/2021 07:40																
2217	646	1623390027146	961	11/06/2021 07:40																
2218	642	1623390028136	990	11/06/2021 07:40																
2219	637	1623390028136	0	11/06/2021 07:40																
2220	622	1623390029126	990	11/06/2021 07:40																
2221	633	1623390030086	960	11/06/2021 07:40																
2222	613	1623390030086	0	11/06/2021 07:40																
2223	631	1623390031077	991	11/06/2021 07:40																
2224	617	1623390031077	0	11/06/2021 07:40																
2225	612	1623390032037	960	11/06/2021 07:40																
2226	553	1623390033028	991	11/06/2021 07:40																
2227	700	1623390033028	0	11/06/2021 07:40																
2228	1241	1623390034976	1948	11/06/2021 07:40																
2229	604	1623390034976	0	11/06/2021 07:40																
2230	628	1623390035967	991	11/06/2021 07:40																
2231	576	1623390035967	0	11/06/2021 07:40																
2232	550	1623390036957	990	11/06/2021 07:40																
2233	1258	1623390037916	959	11/06/2021 07:40																
2234	648	1623390038908	992	11/06/2021 07:40																
2235	365	1623390038908	0	11/06/2021 07:40																
2236	875	1623390039865	957	11/06/2021 07:40																
2237	536	1623390040858	993	11/06/2021 07:40																
2238	761	1623390041848	990	11/06/2021 07:40																
2239	680	1623390041848	0	11/06/2021 07:40																
2240	588	1623390042808	960	11/06/2021 07:40																
2241	630	1623390043798	990	11/06/2021 07:40																
2242	645	1623390043798	0	11/06/2021 07:40																
2243	637	1623390044787	989	11/06/2021 07:40																
2244	664	1623390045780	993	11/06/2021 07:40																
2245	644	1623390045780	0	11/06/2021 07:40																
2246	544	1623390046742	962	11/06/2021 07:40																
2247	355	1623390046742	0	11/06/2021 07:40																
2248	418	1623390046742	0	11/06/2021 07:40																
2249	468	1623390047727	985	11/06/2021 07:40																
2250	698	1623390048686	959	11/06/2021 07:40																
2251	623	1623390048686	0	11/06/2021 07:40																
2252	559	1623390049677	991	11/06/2021 07:40																
2253	636	1623390050666	989	11/06/2021 07:40																
2254	628	1623390050666	0	11/06/2021 07:40																
2255	617	1623390051626	960	11/06/2021 07:40																
2256	619	1623390051626	0	11/06/2021 07:40																
2257	1196	1623390053607	1981	11/06/2021 07:40																
2258	724	1623390053607	0	11/06/2021 07:40																
2259	641	1623390054569	962	11/06/2021 07:40																
2260	515	1623390054569	0	11/06/2021 07:40																
2261	452	1623390055557	988	11/06/2021 07:40																
2262	321	1623390055557	0	11/06/2021 07:40																
2263	669	1623390056516	959	11/06/2021 07:40																
2264	597	1623390057507	991	11/06/2021 07:40																
2265	503	1623390057507	0	11/06/2021 07:40																
2266	615	1623390058495	988	11/06/2021 07:40																
2267	939	1623390059457	962	11/06/2021 07:40																
2268	1498	1623390060447	990	11/06/2021 07:41																
2269	635	1623390061435	988	11/06/2021 07:41																
2270	545	1623390062396	961	11/06/2021 07:41																
2271	625	1623390062396	0	11/06/2021 07:41																
2272	290	1623390062396	0	11/06/2021 07:41																
2273	955	1623390064345	1949	11/06/2021 07:41																
2274	688	1623390064345	0	11/06/2021 07:41																
2275	637	1623390065335	990	11/06/2021 07:41																
2276	854	1623390066326	991	11/06/2021 07:41																
2277	437	1623390066326	0	11/06/2021 07:41																
2278	620	1623390067285	959	11/06/2021 07:41																
2279	733	1623390067285	0	11/06/2021 07:41																
2280	526	1623390068275	990	11/06/2021 07:41																
2281	665	1623390069234	959	11/06/2021 07:41																
2282	598	1623390069234	0	11/06/2021 07:41																
2283	636	1623390070224	990	11/06/2021 07:41																
2284	711	1623390071215	991	11/06/2021 07:41																
2285	597	1623390071215	0	11/06/2021 07:41																
2286	668	1623390072174	959	11/06/2021 07:41																
2287	641	1623390073164	990	11/06/2021 07:41																
2288	673	1623390073164	0	11/06/2021 07:41																
2289	651	1623390074154	990	11/06/2021 07:41																
2290	714	1623390075115	961	11/06/2021 07:41																
2291	584	1623390075115	0	11/06/2021 07:41																
2292	631	1623390076104	989	11/06/2021 07:41																
2293	657	1623390077094	990	11/06/2021 07:41																
2294	635	1623390077094	0	11/06/2021 07:41																
2295	620	1623390078056	962	11/06/2021 07:41																
2296	650	1623390079047	991	11/06/2021 07:41																
2297	548	1623390079047	0	11/06/2021 07:41																
2298	728	1623390080009	962	11/06/2021 07:41																
2299	585	1623390080009	0	11/06/2021 07:41																
2300	583	1623390080995	986	11/06/2021 07:41																
2301	1296	1623390082946	1951	11/06/2021 07:41																
2302	1240	1623390083936	990	11/06/2021 07:41																
2303	606	1623390083936	0	11/06/2021 07:41																
2304	615	1623390084898	962	11/06/2021 07:41																
2305	609	1623390085884	986	11/06/2021 07:41																
2306	609	1623390085884	0	11/06/2021 07:41																
2307	675	1623390087424	1540	11/06/2021 07:41																
2308	611	1623390087834	410	11/06/2021 07:41																
2309	628	1623390087834	0	11/06/2021 07:41																
2310	629	1623390088831	997	11/06/2021 07:41																
2311	625	1623390088831	0	11/06/2021 07:41																
2312	635	1623390089786	955	11/06/2021 07:41																
2313	1267	1623390090775	989	11/06/2021 07:41																
2314	1238	1623390092725	1950	11/06/2021 07:41																
2315	1390	1623390094675	1950	11/06/2021 07:41																
2316	1292	1623390094675	0	11/06/2021 07:41																
2317	637	1623390095671	996	11/06/2021 07:41																
2318	670	1623390096624	953	11/06/2021 07:41																
2319	684	1623390096624	0	11/06/2021 07:41																
2320	577	1623390097621	997	11/06/2021 07:41																
2321	774	1623390098606	985	11/06/2021 07:41																
2322	1387	1623390099566	960	11/06/2021 07:41																
2323	2395	1623390102507	2941	11/06/2021 07:41																
2324	1177	1623390103495	988	11/06/2021 07:41																
2325	1917	1623390105448	1953	11/06/2021 07:41																
2326	1336	1623390106434	986	11/06/2021 07:41																
2327	1289	1623390107395	961	11/06/2021 07:41																
2328	676	1623390108386	991	11/06/2021 07:41																
2329	815	1623390109376	990	11/06/2021 07:41																
2330	955	1623390110334	958	11/06/2021 07:41																
2331	1302	1623390111323	989	11/06/2021 07:41																
2332	670	1623390112283	960	11/06/2021 07:41																
2333	598	1623390113274	991	11/06/2021 07:41																
2334	637	1623390113274	0	11/06/2021 07:41																
2335	595	1623390114263	989	11/06/2021 07:41																
2336	584	1623390114263	0	11/06/2021 07:41																
2337	689	1623390115223	960	11/06/2021 07:41																
2338	688	1623390116213	990	11/06/2021 07:41																
2339	496	1623390116213	0	11/06/2021 07:41																
2340	694	1623390117203	990	11/06/2021 07:41																
2341	497	1623390118163	960	11/06/2021 07:41																
2342	1212	1623390119153	990	11/06/2021 07:41																
2343	653	1623390119153	0	11/06/2021 07:41																
2344	1251	1623390121104	1951	11/06/2021 07:42																
2345	592	1623390121104	0	11/06/2021 07:42																
2346	602	1623390122094	990	11/06/2021 07:42																
2347	616	1623390123056	962	11/06/2021 07:42																
2348	646	1623390123056	0	11/06/2021 07:42																
2349	680	1623390124048	992	11/06/2021 07:42																
2350	571	1623390124048	0	11/06/2021 07:42																
2351	644	1623390125009	961	11/06/2021 07:42																
2352	644	1623390125997	988	11/06/2021 07:42																
2353	691	1623390125997	0	11/06/2021 07:42																
2354	602	1623390126989	992	11/06/2021 07:42																
2355	850	1623390127950	961	11/06/2021 07:42																
2356	1010	1623390128940	990	11/06/2021 07:42																
2357	625	1623390129903	963	11/06/2021 07:42																
2358	647	1623390129904	1	11/06/2021 07:42																
2359	1152	1623390131882	1978	11/06/2021 07:42																
2360	1302	1623390132842	960	11/06/2021 07:42																
2361	639	1623390133833	991	11/06/2021 07:42																
2362	609	1623390133833	0	11/06/2021 07:42																
2363	677	1623390134793	960	11/06/2021 07:42																
2364	595	1623390134793	0	11/06/2021 07:42																
2365	657	1623390135783	990	11/06/2021 07:42																
2366	637	1623390136773	990	11/06/2021 07:42																
2367	747	1623390136773	0	11/06/2021 07:42																
2368	1118	1623390138724	1951	11/06/2021 07:42																
2369	1403	1623390139714	990	11/06/2021 07:42																
2370	438	1623390140675	961	11/06/2021 07:42																
2371	646	1623390140675	0	11/06/2021 07:42																
2372	592	1623390141665	990	11/06/2021 07:42																
2373	706	1623390141665	0	11/06/2021 07:42																
2374	506	1623390142655	990	11/06/2021 07:42																
2375	613	1623390143615	960	11/06/2021 07:42																
2376	656	1623390143615	0	11/06/2021 07:42																
2377	691	1623390144605	990	11/06/2021 07:42																
2378	1629	1623390146561	1956	11/06/2021 07:42																
2379	798	1623390147546	985	11/06/2021 07:42																
2380	475	1623390147546	0	11/06/2021 07:42																
2381	565	1623390148506	960	11/06/2021 07:42																
2382	604	1623390148506	0	11/06/2021 07:42																
2383	1039	1623390149494	988	11/06/2021 07:42																
2384	698	1623390151444	1950	11/06/2021 07:42																
2385	1127	1623390151444	0	11/06/2021 07:42																
2386	1379	1623390152437	993	11/06/2021 07:42																
