	Timestamp	Quality	Lat	Lon	gap tmsp raw GPS (ms)
0	1,62758E+12	65.0	45.4873046875	4.819576946737067	
1	1,62758E+12	5.0	45.48724365234375	4.819584349174815	5348
2	1,62758E+12	5.0	45.4871826171875	4.819702953104693	6036
3	1,62758E+12	5.0	45.48699951171875	4.819956086580474	5981
4	1,62758E+12	5.0	45.4869384765625	4.819961870093662	5999
5	1,62758E+12	5.0	45.4869384765625	4.819961870093662	6001
6	1,62758E+12	5.0	45.4869384765625	4.819961870093662	5998
7	1,62758E+12	5.0	45.4869384765625	4.819961870093662	6000
8	1,62758E+12	5.0	45.4869384765625	4.819961870093662	6002
9	1,62758E+12	5.0	45.486907958984375	4.819957679142076	6000
10	1,62758E+12	5.0	45.48687744140625	4.819938484583814	6000
11	1,62758E+12	5.0	45.48687744140625	4.820016101007182	5999
12	1,62758E+12	5.0	45.487152099609375	4.82031994499715	5994
13	1,62758E+12	5.0	45.487548828125	4.820668129254897	6011
14	1,62758E+12	5.0	45.488037109375	4.821268692617138	5978
15	1,62758E+12	5.0	45.48846435546875	4.8220006004020775	6020
16	1,62758E+12	5.0	45.48883056640625	4.82261046767684	5994
17	1,62758E+12	5.0	45.48898315429688	4.823171636094174	5975
18	1,62758E+12	5.0	45.488861083984375	4.823646973823033	6025
19	1,62758E+12	5.0	45.489166259765625	4.823892395947896	5996
20	1,62758E+12	5.0	45.4898681640625	4.824399417270743	6003
21	1,62758E+12	5.0	45.49044799804688	4.825179520998918	5979
22	1,62758E+12	5.0	45.4908447265625	4.825839847330773	6019
23	1,62758E+12	5.0	45.4912109375	4.82643043622824	6000
24	1,62758E+12	5.0	45.49142456054688	4.8267752677247175	7280
25	1,62758E+12	5.0	45.49142456054688	4.826812399555768	4850
26	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6326
27	1,62758E+12	5.0	45.49142456054688	4.826812399555768	5542
28	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6016
29	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6097
30	1,62758E+12	5.0	45.49142456054688	4.826812399555768	7434
31	1,62758E+12	5.0	45.49142456054688	4.826812399555768	5343
32	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6061
33	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6007
34	1,62758E+12	5.0	45.49142456054688	4.826812399555768	5999
35	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6030
36	1,62758E+12	5.0	45.49142456054688	4.826812399555768	5963
37	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6022
38	1,62758E+12	5.0	45.49142456054688	4.826812399555768	5995
39	1,62758E+12	5.0	45.49142456054688	4.826812399555768	6075
40	1,62758E+12	5.0	45.49151611328125	4.826959082861269	5963
41	1,62758E+12	5.0	45.491729736328125	4.82728010975274	5961
42	1,62758E+12	5.0	45.49200439453125	4.827784616504635	6032
43	1,62758E+12	5.0	45.49234008789063	4.828323824335661	6005
44	1,62758E+12	5.0	45.49261474609375	4.828564720232811	5964
45	1,62758E+12	5.0	45.49310302734375	4.827985782180752	5996
46	1,62758E+12	5.0	45.49380493164063	4.827121859420861	6034
47	1,62758E+12	5.0	45.49459838867188	4.826171435420239	5960
48	1,62758E+12	5.0	45.49542236328125	4.825170720000588	6061
49	1,62758E+12	5.0	45.496185302734375	4.824202107270084	5939
50	1,62758E+12	5.0	45.49676513671875	4.823491070424042	6009
51	1,62758E+12	5.0	45.4971923828125	4.823119919751606	6016
52	1,62758E+12	5.0	45.49749755859375	4.823644291614018	5972
53	1,62758E+12	5.0	45.49801635742188	4.824049640451394	6062
54	1,62758E+12	5.0	45.4984130859375	4.824675936256372	5977
55	1,62758E+12	5.0	45.49884033203125	4.825314218182886	6003
56	1,62758E+12	5.0	45.499267578125	4.826090466235602	6000
57	1,62758E+12	5.0	45.499786376953125	4.826969811697329	5945
58	1,62758E+12	5.0	45.500274658203125	4.82783616520914	6048
59	1,62758E+12	5.0	45.500732421875	4.82867510989758	5957
60	1,62758E+12	5.0	45.501068115234375	4.8293055966541445	6014
61	1,62758E+12	5.0	45.501373291015625	4.829958127816049	5994
62	1,62758E+12	5.0	45.50167846679688	4.830564307053415	6091
63	1,62758E+12	5.0	45.50189208984375	4.831024641175596	5909
64	1,62758E+12	5.0	45.502044677734375	4.831292359162896	6066
65	1,62758E+12	5.0	45.502349853515625	4.831942291934817	5972
66	1,62758E+12	5.0	45.50265502929688	4.8326098267034	5950
67	1,62758E+12	5.0	45.5029296875	4.833171917130084	6046
68	1,62758E+12	5.0	45.50314331054688	4.833598472182484	7858
69	1,62758E+12	5.0	45.503265380859375	4.833890162412853	4160
70	1,62758E+12	10.045931190428464	45.50335693359375	4.83435695242886	5950
71	1,62758E+12	5.0	45.50360107421875	4.83512090111948	6034
72	1,62758E+12	5.0	45.50387573242188	4.8360462795817165	5965
73	1,62758E+12	5.0	45.5040283203125	4.836485166136894	6059
74	1,62758E+12	5.0	45.504150390625	4.836831960434544	5940
75	1,62758E+12	5.0	45.50433349609375	4.837459108849006	6060
76	1,62758E+12	5.0	45.504669189453125	4.838489825103398	5988
77	1,62758E+12	5.0	45.50506591796875	4.839712232355811	5988
78	1,62758E+12	5.0	45.505462646484375	4.840994663541057	6002
79	1,62758E+12	5.0	45.50579833984375	4.841948188845852	5995
80	1,62758E+12	5.0	45.505889892578125	4.842235352848509	6006
81	1,62758E+12	5.0	45.50604248046875	4.842819515272199	5955
82	1,62758E+12	5.0	45.506683349609375	4.843895640228729	5985
